pair,sample_id,deltaT_quartile,generator_condition_category,is_nominal_to_hard,true_scale_cv_rms_K,point_true_squared_sum_K2,cv_volume_m3,left_sample_point_relative_rmse_pct,right_sample_point_relative_rmse_pct,delta_sample_point_relative_rmse_pct,left_sample_first_cv_relative_rmse_pct,right_sample_first_cv_relative_rmse_pct,delta_sample_first_cv_relative_rmse_pct,left_raw_cv_rmse_K,right_raw_cv_rmse_K,delta_raw_cv_rmse_K,left_shape_cv_rmse,right_shape_cv_rmse,delta_shape_cv_rmse,left_absolute_scale_log_error,right_absolute_scale_log_error,delta_absolute_scale_log_error,left_signed_scale_log_error,right_signed_scale_log_error,delta_signed_scale_log_error,left_point_sse_K2,right_point_sse_K2,delta_point_sse_K2,left_raw_cv_sse_K2_m3,right_raw_cv_sse_K2_m3,delta_raw_cv_sse_K2_m3
O075_minus_V32,sample_0085,Q2,nominal_to_hard,True,0.35151646004990067,104.68335266696718,2.0000000000000004e-07,21.220047438697062,44.45883599835268,23.23878855965562,19.985254215701655,42.53857228111343,22.553318065411776,0.070251458151008,0.1495300834383382,0.0792786252873302,0.18754765217478658,0.21597844317944098,0.0284307910046544,0.052270335564159214,0.2955731185865913,0.24330278302243208,0.052270335564159214,0.2955731185865913,0.24330278302243208,4.713791013809628,20.691586897464404,15.977795883654776,9.87053474468566e-10,4.4718491706152775e-09,3.4847956961467115e-09
O075_minus_V32,sample_0108,Q2,low,False,0.2914894514933416,77.55964209641094,2.0000000000000004e-07,11.785197402603334,12.389054138955165,0.6038567363518315,11.284609260329832,12.32541047322332,1.0408012128934878,0.03289344563610226,0.035927271382701534,0.0030338257465992724,0.10418858266442935,0.12180011036631808,0.01761152770188873,0.03754436089379592,0.028089722479905394,-0.009454638413890524,0.03754436089379592,-0.028089722479905394,-0.06563408337370132,1.0772326774045888,1.1904525726096367,0.11321989520504783,2.1639575316304306e-10,2.58153765801257e-10,4.1758012638213925e-11
O075_minus_V32,sample_0130,Q2,nominal_to_hard,True,0.3034592316489574,76.2737900170437,2.0000000000000004e-07,15.943245448273801,11.271957839781852,-4.67128760849195,16.084298031028283,11.902882666945787,-4.181415364082495,0.04880928722108681,0.03612039628519061,-0.012688890935896195,0.12783121486922064,0.11620827103244556,-0.011622943836775076,0.08598575964752775,0.03395081035025093,-0.05203494929727682,0.08598575964752775,-0.03395081035025093,-0.11993656999777869,1.938781161592925,0.969112149655722,-0.9696690119372029,4.764693038061097e-10,2.609366055598424e-10,-2.1553269824626725e-10
O075_minus_V32,sample_0153,Q3,nominal_to_hard,True,0.5671374625740733,269.80825827908126,2.0000000000000004e-07,39.81090413929382,41.44820249386404,1.6372983545702198,41.235349476652594,42.07081367480559,0.835464198152998,0.23386111470543894,0.23859934515955866,0.004738230454119724,0.20452259213834706,0.1645661704001682,-0.03995642173817887,0.2909921629493405,0.31764038509083947,0.02664822214149898,0.2909921629493405,0.31764038509083947,0.02664822214149898,42.76212908604057,46.35180389339108,3.5896748073505123,1.0938204194254096e-08,1.1385929502114045e-08,4.4772530785994816e-10
O075_minus_V32,sample_0155,Q2,low,False,0.23407834265904284,48.31053007844882,2.0000000000000004e-07,9.917855535751842,8.337096586780564,-1.5807589489712779,9.695804546398227,8.056648745001704,-1.639155801396523,0.022695778589669095,0.018858869856160563,-0.0038369087335085317,0.07842312944694034,0.07855170667532302,0.0001285772283826786,0.06205909642516713,0.02148314157640065,-0.040575954848766485,-0.06205909642516713,-0.02148314157640065,0.040575954848766485,0.4752010141220276,0.3357928685772845,-0.13940814554474307,1.0301967315825645e-10,7.113139445032033e-11,-3.1888278707936123e-11
O075_minus_V32,sample_0162,Q1,low,False,0.104607551461206,9.74810167550385,2.0000000000000004e-07,6.211241990988291,6.083448572405452,-0.1277934185828391,6.068149661231398,5.6260176684867345,-0.4421319927446632,0.006347742779615632,0.005885239327778803,-0.00046250345183682876,0.0591785414338447,0.05602900241255549,-0.0031495390212892063,0.011715579061272699,0.00375455551164018,-0.00796102354963252,0.011715579061272699,0.00375455551164018,-0.00796102354963252,0.03760771524772198,0.036076112484695805,-0.001531602763026177,8.058767679232479e-12,6.927208389046862e-12,-1.1315592901856172e-12
O075_minus_V32,sample_0169,Q4,low,False,1.3291137206236883,1446.643988493216,2.0000000000000004e-07,7.048239379537192,7.45214173855003,0.40390235901283855,6.82108133585556,7.20681517537238,0.3857338395168206,0.09065992792975781,0.09578676931586443,0.005126841386106612,0.06824857089758422,0.0650408831764566,-0.0032076877211276306,0.002854118681509696,0.028584690027747783,0.025730571346238088,-0.002854118681509696,0.028584690027747783,0.03143880870925748,7.186591474914813,8.033852977181944,0.8472615022671306,1.6438445064457766e-09,1.8350210351941255e-09,1.9117652874834897e-10
O075_minus_V32,sample_0171,Q1,nominal_to_hard,True,0.07917458795069666,4.522029030624914,2.0000000000000004e-07,20.24409460987649,18.50420920925429,-1.7398854006221995,20.005595510223966,17.907556310669925,-2.098039199554041,0.015839347812302895,0.014178233921011892,-0.0016611138912910033,0.18869104331085004,0.16346169243031664,-0.025229350880533408,0.04975077283687674,0.09178906648501642,0.04203829364813968,0.04975077283687674,-0.09178906648501642,-0.14153983932189315,0.1853233161074393,0.154836878000859,-0.030486438106580305,5.0176987823820916e-11,4.020446342378646e-11,-9.972524400034453e-12
O075_minus_V32,sample_0194,Q4,nominal_to_hard,True,0.9539930273758233,837.5578566425703,2.0000000000000004e-07,13.090286515516702,11.438554734382707,-1.6517317811339947,13.213901410137769,11.410140506440529,-1.8037609036972402,0.12605969809702988,0.10885194484522709,-0.017207753251802793,0.10753628982213677,0.10756055385475155,2.426403261478194e-05,0.08641790022770973,0.03220506097056751,-0.05421283925714222,-0.08641790022770973,0.03220506097056751,0.11862296119827724,14.352022994610454,10.958651756363848,-3.3933712382466066,3.1782094968628648e-09,2.3697491793176724e-09,-8.084603175451923e-10
O075_minus_V32,sample_0195,Q3,low_to_nominal,False,0.47324039844335775,200.8743728297319,2.0000000000000004e-07,12.686667726121762,12.539061701400739,-0.14760602472102313,11.90291125148864,12.676306451537572,0.7733952000489328,0.05632938463290409,0.059989403159157476,0.003660018526253382,0.09710233466185916,0.0786456664520039,-0.018456668209855268,0.06230573492159131,0.0920069912646761,0.029701256343084785,0.06230573492159131,0.0920069912646761,0.029701256343084785,3.2331039250328555,3.158308962134477,-0.07479496289837861,6.345999146243305e-10,7.197456982783867e-10,8.514578365405617e-11
O075_minus_V32,sample_0196,Q1,low,False,0.11565347010374963,12.116959260659277,2.0000000000000004e-07,6.03160275544245,9.084560707336529,3.0529579518940784,5.53158903582963,8.732347170842711,3.200758135013081,0.006397474671815514,0.0100992625245862,0.0037017878527706863,0.055188165988654475,0.08339035491173043,0.028202188923075952,0.005592260834614783,0.022414282006759833,0.01682202117214505,-0.005592260834614783,0.022414282006759833,0.028006542841374615,0.04408177866074096,0.10000034782161313,0.05591856916087217,8.185536435304206e-12,2.039902070810225e-11,1.2213484272798043e-11
O075_minus_V32,sample_0206,Q1,nominal_to_hard,True,0.057751311223483696,3.0892330235724597,2.0000000000000004e-07,65.40016181440271,33.525484298927296,-31.874677515475412,63.45029867743202,32.25090908096633,-31.199389596465693,0.03664337946143373,0.018625322875751634,-0.018018056585682094,0.34744585854217114,0.3097642198768738,-0.037681638665297335,0.9031247247492353,0.05240959411506801,-0.8507151306341674,-0.9031247247492353,0.05240959411506801,0.9555343188643033,1.3213209303801536,0.347216847183954,-0.9741040831961996,2.685474516709247e-10,6.938053044519946e-11,-1.9916692122572525e-10
O075_minus_V32,sample_0213,Q3,nominal_to_hard,True,0.5267958684596359,200.7249510433949,2.0000000000000004e-07,18.424843012827353,23.41363637369833,4.988793360870979,17.772557194585296,22.782569196486556,5.010012001901259,0.09362509702070113,0.12001763325604883,0.026392536235347708,0.09282576964936658,0.1157296243136573,0.02290385466429072,0.13742065971020054,0.17366777115901913,0.03624711144881859,0.13742065971020054,0.17366777115901913,0.03624711144881859,6.814107064896521,11.00370906269967,4.189601997803149,1.75313175842714e-09,2.880846458476688e-09,1.1277147000495482e-09
O075_minus_V32,sample_0224,Q3,low,False,0.6197833329296856,320.237723094359,2.0000000000000004e-07,8.691848816361993,10.088570191247916,1.3967213748859226,7.906826784876129,9.224667035117976,1.3178402502418471,0.04900519457628238,0.0571729488019202,0.00816775422563782,0.07633329494017335,0.08952754766191018,0.013194252721736827,0.01774899269947167,0.018412280357822147,0.0006632876583504768,0.01774899269947167,0.018412280357822147,0.0006632876583504768,2.4193395031276674,3.2593554799091367,0.8400159767814692,4.803018190918593e-10,6.537492149413978e-10,1.734473958495385e-10
O075_minus_V32,sample_0226,Q1,nominal_to_hard,True,0.058075400567802395,2.589466040242577,2.0000000000000004e-07,21.061162881934923,18.16904919843433,-2.892113683500593,20.680055822686683,17.41118622962033,-3.268869593066352,0.012010025256670434,0.010111616146458056,-0.0018984091102123776,0.12443210774085978,0.16509524547837012,0.040663137737510346,0.1900703373005033,0.04241743739148748,-0.1476528999090158,-0.1900703373005033,0.04241743739148748,0.23248777469199078,0.11486161373147767,0.08548198955499853,-0.029379624176479144,2.8848141333172352e-11,2.0448956218662254e-11,-8.399185114510098e-12
O075_minus_V32,sample_0229,Q4,nominal_to_hard,True,0.8969272992883323,684.3413259684132,2.0000000000000004e-07,24.73564981751322,19.860154963821692,-4.875494853691528,24.315691979745672,18.959394115426285,-5.356297864319387,0.2180940793772025,0.170051981600924,-0.04804209777627849,0.1866362284115341,0.18154453204498108,-0.005091696366553017,0.1914586120937239,0.07641349232631724,-0.11504511976740665,-0.1914586120937239,-0.07641349232631724,0.11504511976740665,41.87158634792978,26.99218443007722,-14.879401917852558,9.513005491877901e-09,5.7835352892802e-09,-3.729470202597701e-09
O075_minus_V32,sample_0234,Q3,nominal_to_hard,True,0.38896814091839,112.22124107050782,2.0000000000000004e-07,15.29495340404877,17.20882561630483,1.9138722122560594,15.0746093158815,16.900904973375212,1.8262956574937128,0.0586354276066947,0.06573913587332128,0.007103708266626582,0.12634289565977988,0.15369612385887005,0.027353228199090168,0.09496825636990777,0.05776911092362392,-0.03719914544628385,-0.09496825636990777,0.05776911092362392,0.15273736729353168,2.6252543321279056,3.323361120293413,0.6981067881655072,6.876226741239871e-10,8.643267970741995e-10,1.7670412295021242e-10
O075_minus_V32,sample_0240,Q1,nominal_to_hard,True,0.08668854138869422,5.4059686157488205,2.0000000000000004e-07,16.22066950111167,17.08102202370085,0.8603525225891815,15.18747768997899,16.62270400981247,1.435226319833479,0.013165802883176137,0.014409979645466418,0.0012441767622902809,0.15208591520749482,0.1359956561249016,-0.016090259082593206,0.020106897412603592,0.11124368174590131,0.09113678433329772,-0.020106897412603592,-0.11124368174590131,-0.09113678433329772,0.14223650461475099,0.15772525033903306,0.015488745724282077,3.466767311172982e-11,4.152950267655131e-11,6.8618295648214874e-12
O075_minus_V32,sample_0262,Q4,nominal_to_hard,True,1.4815468124091347,1545.3241113879365,2.0000000000000004e-07,10.851894805881882,14.16531184486802,3.313417038986138,10.716219550573463,13.975150908225222,3.2589313576517593,0.15876580916228564,0.207048402810177,0.048282593647891364,0.10629190595807331,0.12454283315321076,0.018250927195137448,0.00906372678519699,0.054599146313768776,0.045535419528571784,0.00906372678519699,0.054599146313768776,0.045535419528571784,18.19829627870071,31.007864709233846,12.809568430533137,5.041316431791061e-09,8.573808221249065e-09,3.5324917894580044e-09
O075_minus_V32,sample_0265,Q2,low_to_nominal,False,0.2449745382555374,53.396676743242665,2.0000000000000004e-07,27.662471651010414,34.296292196067654,6.63382054505724,27.755317314608686,33.860057661914105,6.10474034730542,0.06799346043282184,0.0829485199103328,0.014955059477510954,0.23595720128097022,0.33640930888635956,0.10045210760538933,0.11416776332935619,0.011763193761712181,-0.102404569567644,0.11416776332935619,0.011763193761712181,-0.102404569567644,4.085979584374124,6.280707522535595,2.1947279381614706,9.246221323259419e-10,1.3760913910629756e-09,4.5146925873703376e-10
O075_minus_V32,sample_0271,Q4,nominal_to_hard,True,1.3831723659142101,1853.273310980898,2.0000000000000004e-07,28.657920479639614,18.24019090245398,-10.417729577185636,27.60964188720792,17.81958158855913,-9.79006029864879,0.38188893691173453,0.2464755282544863,-0.13541340865724824,0.14561557166586425,0.10645084548073278,-0.039164726185131477,0.2815889565046412,0.1609714364226303,-0.12061752008201093,-0.2815889565046412,-0.1609714364226303,0.12061752008201093,152.2049644580917,61.65924891954881,-90.54571553854288,2.9167832027114954e-08,1.2150037205665618e-08,-1.7017794821449337e-08
O075_minus_V32,sample_0281,Q4,nominal_to_hard,True,1.4172206963127103,1615.1042070611625,2.0000000000000004e-07,15.779686149143021,22.667452340038356,6.887766190895334,15.322824954168635,22.794771996327505,7.47194704215887,0.21715824651024646,0.32305222640924736,0.1058939798990009,0.13249340489500816,0.11787375238802288,-0.014619652506985284,0.0664351650681016,0.17250813156552805,0.10607296649742645,0.0664351650681016,0.17250813156552805,0.10607296649742645,40.21585167706059,82.98621768584152,42.77036600878093,9.431540805480995e-09,2.0872548197594326e-08,1.1441007392113331e-08
O075_minus_V32,sample_0283,Q2,nominal_to_hard,True,0.25939914864171104,47.53182930507547,2.0000000000000004e-07,20.073488908722677,21.913222401156695,1.8397334924340178,19.13675430520717,21.384853023331264,2.248098718124094,0.04964057774536339,0.0554721266808025,0.005831548935439114,0.19069722634772843,0.20045102917370738,0.009753802825978958,0.0433302711623646,0.10231378998051617,0.05898351881815157,-0.0433302711623646,-0.10231378998051617,-0.05898351881815157,1.9152710913973063,2.2824276602354416,0.3671565688381353,4.928373917786935e-10,6.154313676982003e-10,1.225939759195068e-10
O075_minus_V32,sample_0304,Q2,nominal_to_hard,True,0.22636690019492287,46.434051271630125,2.0000000000000004e-07,39.768674485962016,37.561129853786646,-2.2075446321753702,37.85208183768189,35.37499434975492,-2.4770874879269655,0.08568458431520587,0.08007727815366933,-0.0056073061615365405,0.34772422232846073,0.33057727170790124,-0.017146950620559487,0.09608588574251575,0.07939345630268754,-0.01669242943982821,0.09608588574251575,0.07939345630268754,-0.01669242943982821,7.343765632769638,6.55109461256051,-0.792671020209128,1.4683695978539252e-09,1.2824740953000256e-09,-1.8589550255389963e-10
O075_minus_V32,sample_0323,Q4,nominal_to_hard,True,1.1575128402634633,1139.5867925495845,2.0000000000000004e-07,14.194709897068734,13.604934805645708,-0.5897750914230251,14.16208595306466,13.619583292952639,-0.5425026601120209,0.16392796335587173,0.15764842540630422,-0.00627953794956751,0.11982326417235165,0.1362579122966958,0.016434648124344142,0.0866588464319322,0.017762330923473624,-0.06889651550845857,-0.0866588464319322,-0.017762330923473624,0.06889651550845857,22.961510244858975,21.09309638915223,-1.868413855706745,5.374475434000806e-09,4.9706052066174145e-09,-4.038702273833913e-10
