sample_id,group_id,split_role,family,block_index,layer,k_x_W_mK,k_y_W_mK,k_z_W_mK,control_volume_count,bbox_fraction_xy,block_id,source_power_W,power_fraction,source_volume_m3,surface_power_density_W_cm2,q_W_m3
rb_g000_v2,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,2.468178970658648,0.3525969958083783,2.9541015624999996e-10,109.09516517168393,8355091788.279193
rb_g000_v2,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,1.840873419926737,0.262981917132391,2.471923828124999e-10,112.98446688571246,7447128422.735721
rb_g000_v3,rb_g000,valid,k,0,silicon_die_lower,135.0,135.0,135.0,440,"[0.1118471787, 0.272675797, 0.0980259901, 0.2687228623]",k00,,,,,
rb_g000_v3,rb_g000,valid,k,1,silicon_die_upper,150.0,150.0,150.0,560,"[0.5688709837, 0.7307616026, 0.3412989741, 0.5503370649]",k01,,,,,
rb_g000_v3,rb_g000,valid,q,0,silicon_die_lower,,,,352,"[0.0690129029, 0.1975280211, 0.4202557918, 0.5843046149]",q00,2.7457657783331335,0.3922522540475905,3.021240234374998e-10,130.23752933294202,9088207376.204058
rb_g000_v3,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,2.396105176814121,0.34230073954487444,2.9541015624999996e-10,105.90945516544384,8111113061.347637
rb_g000_v3,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,1.8581290448527457,0.2654470064075351,2.471923828124999e-10,114.0435389337637,7516934881.695653
rb_g000_v4,rb_g000,valid,k,0,silicon_die_lower,140.0,140.0,140.0,440,"[0.1118471787, 0.272675797, 0.0980259901, 0.2687228623]",k00,,,,,
rb_g000_v4,rb_g000,valid,k,1,silicon_die_upper,385.0,385.0,385.0,560,"[0.5688709837, 0.7307616026, 0.3412989741, 0.5503370649]",k01,,,,,
rb_g000_v4,rb_g000,valid,q,0,silicon_die_lower,,,,352,"[0.0690129029, 0.1975280211, 0.4202557918, 0.5843046149]",q00,6.223202367429744,0.3771637798442269,3.021240234374998e-10,295.1797663400812,20598171229.892727
rb_g000_v4,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,5.5635004105685075,0.337181843064758,2.9541015624999996e-10,245.9104479209359,18833138579.907944
rb_g000_v4,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,4.71329722200175,0.28565437709101515,2.471923828124999e-10,289.2808207980812,19067323872.90783
rb_g000_v5,rb_g000,valid,k,0,silicon_die_lower,150.0,150.0,150.0,440,"[0.1118471787, 0.272675797, 0.0980259901, 0.2687228623]",k00,,,,,
rb_g000_v5,rb_g000,valid,k,1,silicon_die_upper,400.0,400.0,400.0,560,"[0.5688709837, 0.7307616026, 0.3412989741, 0.5503370649]",k01,,,,,
rb_g000_v5,rb_g000,valid,q,0,silicon_die_lower,,,,352,"[0.0690129029, 0.1975280211, 0.4202557918, 0.5843046149]",q00,5.939743733715144,0.34939669021853786,3.021240234374998e-10,281.73471854525724,19659951784.482624
rb_g000_v5,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,5.766234000884327,0.3391902353461369,2.9541015624999996e-10,254.87140852560825,19519416915.390255
rb_g000_v5,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,5.294022265400527,0.3114130744353251,2.471923828124999e-10,324.923091866455,21416607604.03019
rb_g000_v6,rb_g000,valid,k,0,silicon_die_lower,385.0,385.0,385.0,440,"[0.1118471787, 0.272675797, 0.0980259901, 0.2687228623]",k00,,,,,
rb_g000_v6,rb_g000,valid,k,1,silicon_die_upper,600.0,600.0,600.0,560,"[0.5688709837, 0.7307616026, 0.3412989741, 0.5503370649]",k01,,,,,
rb_g000_v6,rb_g000,valid,q,0,silicon_die_lower,,,,352,"[0.0690129029, 0.1975280211, 0.4202557918, 0.5843046149]",q00,8.690686402165282,0.3476274560866113,3.021240234374998e-10,412.2177988220515,28765294144.05577
rb_g000_v6,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,8.726922718253807,0.3490769087301523,2.9541015624999996e-10,385.7358346807224,29541715251.21289
rb_g000_v6,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,7.5823908795809105,0.30329563518323643,2.471923828124999e-10,465.37278553494036,30674047449.642883
rb_g000_v7,rb_g000,valid,k,0,silicon_die_lower,400.0,400.0,400.0,440,"[0.1118471787, 0.272675797, 0.0980259901, 0.2687228623]",k00,,,,,
rb_g000_v7,rb_g000,valid,k,1,silicon_die_upper,20.0,20.0,20.0,560,"[0.5688709837, 0.7307616026, 0.3412989741, 0.5503370649]",k01,,,,,
rb_g000_v7,rb_g000,valid,q,0,silicon_die_lower,,,,352,"[0.0690129029, 0.1975280211, 0.4202557918, 0.5843046149]",q00,8.67092574529772,0.34683702981190884,3.021240234374998e-10,411.2805087047606,28699888365.85009
rb_g000_v7,rb_g000,valid,q,1,silicon_die_upper,,,,352,"[0.8171219196, 0.945138783, 0.268589576, 0.4453170058]",q01,8.809608140739488,0.35238432562957955,2.9541015624999996e-10,389.39058578694335,29821615656.585907
rb_g000_v7,rb_g000,valid,q,2,silicon_die_lower,,,,288,"[0.1782518421, 0.3216148992, 0.139153815, 0.2528034206]",q02,7.51946611396279,0.3007786445585116,2.471923828124999e-10,461.51074862337765,30419489583.004047
rb_g001_v0,rb_g001,train,k,0,silicon_die_upper,135.0,135.0,135.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v0,rb_g001,train,k,1,silicon_die_lower,150.0,150.0,150.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v0,rb_g001,train,k,2,silicon_die_upper,400.0,400.0,400.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v0,rb_g001,train,k,3,silicon_die_lower,20.0,20.0,20.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v0,rb_g001,train,k,4,silicon_die_upper,120.0,120.0,120.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v0,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,0.301491399291102,0.16749522182839002,1.4099121093749992e-10,28.457757435205824,2138370167.0932548
rb_g001_v0,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,0.4427881917282644,0.24599343984903577,1.9226074218749992e-10,28.822061206707318,2303060867.7066307
rb_g001_v0,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,0.6726068732395528,0.3736704851330849,3.021240234375e-10,28.491062739924025,2226260810.334714
rb_g001_v0,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,0.3831135357410808,0.21284085318948934,1.9226074218749997e-10,32.92611958419243,1992676879.2323394
rb_g001_v1,rb_g001,train,k,0,silicon_die_upper,140.0,140.0,140.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v1,rb_g001,train,k,1,silicon_die_lower,385.0,385.0,385.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v1,rb_g001,train,k,2,silicon_die_upper,600.0,600.0,600.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v1,rb_g001,train,k,3,silicon_die_lower,50.0,50.0,50.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v1,rb_g001,train,k,4,silicon_die_upper,135.0,135.0,135.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v1,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,0.46776585158666556,0.18710634063466622,1.4099121093749992e-10,44.15239430453193,3317695113.591313
rb_g001_v1,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,0.6284758861812552,0.2513903544725021,1.9226074218749992e-10,40.908883291928795,3268872672.759901
rb_g001_v1,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,0.8900328018998678,0.3560131207599471,3.021240234375e-10,37.701042627448906,2945918671.98534
rb_g001_v1,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,0.5137254603322116,0.20549018413288464,1.9226074218749997e-10,44.15136601118249,2672024743.518399
rb_g001_v2,rb_g001,train,k,0,silicon_die_upper,150.0,150.0,150.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v2,rb_g001,train,k,1,silicon_die_lower,400.0,400.0,400.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v2,rb_g001,train,k,2,silicon_die_upper,20.0,20.0,20.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v2,rb_g001,train,k,3,silicon_die_lower,120.0,120.0,120.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v2,rb_g001,train,k,4,silicon_die_upper,140.0,140.0,140.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v2,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,1.3760914606294772,0.1965844943756396,1.4099121093749992e-10,129.88920110931832,9760122290.456003
rb_g001_v2,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,1.70778428028505,0.2439691828978643,1.9226074218749992e-10,111.16345009587651,8882646872.441357
rb_g001_v2,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,2.41256469304413,0.3446520990063043,3.021240234375e-10,102.19421592078342,7985345440.572732
rb_g001_v2,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,1.5035595660413437,0.21479422372019194,1.9226074218749997e-10,129.2211771574983,7820419025.403612
rb_g001_v3,rb_g001,train,k,0,silicon_die_upper,385.0,385.0,385.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v3,rb_g001,train,k,1,silicon_die_lower,600.0,600.0,600.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v3,rb_g001,train,k,2,silicon_die_upper,50.0,50.0,50.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v3,rb_g001,train,k,3,silicon_die_lower,135.0,135.0,135.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v3,rb_g001,train,k,4,silicon_die_upper,150.0,150.0,150.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v3,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,1.3170627111420885,0.1881518158774412,1.4099121093749992e-10,124.31748052768509,9341452579.806057
rb_g001_v3,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,1.6051709777179388,0.22931013967399125,1.9226074218749992e-10,104.48412363130208,8348927396.485943
rb_g001_v3,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,2.424202848163888,0.34631469259484116,3.021240234375e-10,102.68719840562922,8023866558.447907
rb_g001_v3,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,1.6535634629760854,0.23622335185372648,1.9226074218749997e-10,142.11303763174195,8600629770.603233
rb_g001_v4,rb_g001,train,k,0,silicon_die_upper,400.0,400.0,400.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v4,rb_g001,train,k,1,silicon_die_lower,20.0,20.0,20.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v4,rb_g001,train,k,2,silicon_die_upper,120.0,120.0,120.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v4,rb_g001,train,k,3,silicon_die_lower,140.0,140.0,140.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v4,rb_g001,train,k,4,silicon_die_upper,385.0,385.0,385.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v4,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,2.7763727587281517,0.16826501568049404,1.4099121093749992e-10,262.06167971416085,19691814406.4944
rb_g001_v4,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,3.5747304352911633,0.21665032941158566,1.9226074218749992e-10,232.68709809377842,18593137603.749348
rb_g001_v4,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,5.922532946222783,0.35894139068016867,3.021240234375e-10,250.873525774993,19602985816.34628
rb_g001_v4,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,4.226363859757902,0.25614326422775163,1.9226074218749997e-10,363.2285181036898,21982458881.99158
rb_g001_v5,rb_g001,train,k,0,silicon_die_upper,600.0,600.0,600.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v5,rb_g001,train,k,1,silicon_die_lower,50.0,50.0,50.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v5,rb_g001,train,k,2,silicon_die_upper,135.0,135.0,135.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v5,rb_g001,train,k,3,silicon_die_lower,150.0,150.0,150.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v5,rb_g001,train,k,4,silicon_die_upper,400.0,400.0,400.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v5,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,2.5719415179204304,0.1512906775247312,1.4099121093749992e-10,242.76542556971967,18241857069.09453
rb_g001_v5,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,3.6315327859033455,0.21361957564137327,1.9226074218749992e-10,236.3844885314933,18888581956.901726
rb_g001_v5,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,6.377269581494648,0.3751335047938028,3.021240234375e-10,270.135788057969,21108118146.102688
rb_g001_v5,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,4.419256114681576,0.2599562420400927,1.9226074218749997e-10,379.80635433230515,22985743550.14062
rb_g001_v6,rb_g001,train,k,0,silicon_die_upper,20.0,20.0,20.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v6,rb_g001,train,k,1,silicon_die_lower,120.0,120.0,120.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v6,rb_g001,train,k,2,silicon_die_upper,140.0,140.0,140.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v6,rb_g001,train,k,3,silicon_die_lower,385.0,385.0,385.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v6,rb_g001,train,k,4,silicon_die_upper,600.0,600.0,600.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v6,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,4.056946048064472,0.1622778419225789,1.4099121093749992e-10,382.93492562307716,28774460628.349937
rb_g001_v6,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,5.728174077686623,0.2291269631074649,1.9226074218749992e-10,372.8595002169283,29793779075.815132
rb_g001_v6,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,9.297429949765272,0.3718971979906109,3.021240234375e-10,393.8313308381368,30773553999.38469
rb_g001_v6,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,5.9174499244836305,0.23669799697934524,1.9226074218749997e-10,508.5663795984908,30778253829.44121
rb_g001_v7,rb_g001,train,k,0,silicon_die_upper,50.0,50.0,50.0,168,"[0.0970074128, 0.2091243229, 0.4815733985, 0.5694711324]",k00,,,,,
rb_g001_v7,rb_g001,train,k,1,silicon_die_lower,135.0,135.0,135.0,256,"[0.3036835232, 0.4318683578, 0.3927165758, 0.517951863]",k01,,,,,
rb_g001_v7,rb_g001,train,k,2,silicon_die_upper,150.0,150.0,150.0,396,"[0.1926375347, 0.3617636357, 0.1308220799, 0.2663153636]",k02,,,,,
rb_g001_v7,rb_g001,train,k,3,silicon_die_lower,400.0,400.0,400.0,144,"[0.6231926265, 0.7172451777, 0.2988096157, 0.3985764178]",k03,,,,,
rb_g001_v7,rb_g001,train,k,4,silicon_die_upper,20.0,20.0,20.0,504,"[0.167106182, 0.377917798, 0.7066899365, 0.8472155449]",k04,,,,,
rb_g001_v7,rb_g001,train,q,0,silicon_die_upper,,,,168,"[0.8174219479, 0.9148310411, 0.5310558956, 0.6398172867]",q00,4.1458381101818995,0.16583352440727597,1.4099121093749992e-10,391.3254427243975,29404940085.376747
rb_g001_v7,rb_g001,train,q,1,silicon_die_lower,,,,224,"[0.4287182411, 0.5426283519, 0.594873335, 0.7297412738]",q01,5.85697760276964,0.2342791041107856,1.9226074218749992e-10,381.24360610081027,30463720966.278675
rb_g001_v7,rb_g001,train,q,2,silicon_die_upper,,,,360,"[0.4070588218, 0.5690793705, 0.6024282649, 0.7481359818]",q02,9.265132052707605,0.3706052821083042,3.021240234375e-10,392.4632190211916,30666651222.537655
rb_g001_v7,rb_g001,train,q,3,silicon_die_lower,,,,224,"[0.3821457346, 0.4850543785, 0.7469885529, 0.86005535]",q03,5.732052234340855,0.2292820893736342,1.9226074218749997e-10,492.6326525260032,29813950415.0605
rb_g002_v0,rb_g002,train,k,0,silicon_die_lower,385.0,385.0,385.0,252,"[0.803697401, 0.9168038212, 0.6020732445, 0.7437582999]",k00,,,,,
rb_g002_v0,rb_g002,train,k,1,silicon_die_upper,600.0,600.0,600.0,168,"[0.6047697443, 0.7181314676, 0.4289636144, 0.525403041]",k01,,,,,
rb_g002_v0,rb_g002,train,k,2,silicon_die_lower,50.0,50.0,50.0,168,"[0.0932958726, 0.2026072579, 0.0733883811, 0.1647601913]",k02,,,,,
rb_g002_v0,rb_g002,train,k,3,silicon_die_upper,135.0,135.0,135.0,120,"[0.251933538, 0.3434413259, 0.4341768266, 0.5257569417]",k03,,,,,
rb_g002_v0,rb_g002,train,k,4,silicon_die_lower,150.0,150.0,150.0,252,"[0.8470728089, 0.9681421475, 0.1521337404, 0.2932007228]",k04,,,,,
rb_g002_v0,rb_g002,train,k,5,silicon_die_upper,400.0,400.0,400.0,484,"[0.4010024477, 0.5651656263, 0.7130649449, 0.8863751543]",k05,,,,,
rb_g002_v0,rb_g002,train,k,6,silicon_die_lower,20.0,20.0,20.0,352,"[0.1050858545, 0.2261305997, 0.4313734555, 0.6031843153]",k06,,,,,
rb_g002_v0,rb_g002,train,k,7,silicon_die_upper,120.0,120.0,120.0,416,"[0.7020828386, 0.9017319961, 0.2402921799, 0.3701503315]",k07,,,,,
rb_g002_v0,rb_g002,train,q,0,silicon_die_lower,,,,324,"[0.4173825666, 0.5483960727, 0.2041959485, 0.3511404757]",q00,0.6265396792584882,0.34807759958804896,2.7809143066406233e-10,32.5446117938323,2252998870.775545
rb_g002_v0,rb_g002,train,q,1,silicon_die_upper,,,,192,"[0.1406772957, 0.2672246203, 0.3081682678, 0.4055391261]",q01,0.3768558899475067,0.20936438330417037,1.6113281250000003e-10,30.583933531203517,2338790492.765132
rb_g002_v0,rb_g002,train,q,2,silicon_die_lower,,,,224,"[0.4195799097, 0.5222915879, 0.8149331666, 0.9388279709]",q02,0.41867973300326855,0.23259985166848252,1.9226074218749976e-10,32.900994026128885,2177666268.4208126
rb_g002_v0,rb_g002,train,q,3,silicon_die_upper,,,,96,"[0.0639185386, 0.1401039597, 0.6569193482, 0.7646019293]",q03,0.1564646496252791,0.08692480534737727,8.056640625000003e-11,19.072117019080594,1942058196.5610392
rb_g002_v0,rb_g002,train,q,4,silicon_die_lower,,,,140,"[0.1568261876, 0.2411280411, 0.5258939656, 0.6360450158]",q04,0.22146004816545772,0.12303336009192095,1.2016296386718742e-10,23.84896985051087,1842997551.31066
rb_g002_v1,rb_g002,train,k,0,silicon_die_lower,400.0,400.0,400.0,252,"[0.803697401, 0.9168038212, 0.6020732445, 0.7437582999]",k00,,,,,
rb_g002_v1,rb_g002,train,k,1,silicon_die_upper,20.0,20.0,20.0,168,"[0.6047697443, 0.7181314676, 0.4289636144, 0.525403041]",k01,,,,,
rb_g002_v1,rb_g002,train,k,2,silicon_die_lower,120.0,120.0,120.0,168,"[0.0932958726, 0.2026072579, 0.0733883811, 0.1647601913]",k02,,,,,
rb_g002_v1,rb_g002,train,k,3,silicon_die_upper,140.0,140.0,140.0,120,"[0.251933538, 0.3434413259, 0.4341768266, 0.5257569417]",k03,,,,,
rb_g002_v1,rb_g002,train,k,4,silicon_die_lower,385.0,385.0,385.0,252,"[0.8470728089, 0.9681421475, 0.1521337404, 0.2932007228]",k04,,,,,
rb_g002_v1,rb_g002,train,k,5,silicon_die_upper,600.0,600.0,600.0,484,"[0.4010024477, 0.5651656263, 0.7130649449, 0.8863751543]",k05,,,,,
rb_g002_v1,rb_g002,train,k,6,silicon_die_lower,50.0,50.0,50.0,352,"[0.1050858545, 0.2261305997, 0.4313734555, 0.6031843153]",k06,,,,,
rb_g002_v1,rb_g002,train,k,7,silicon_die_upper,135.0,135.0,135.0,416,"[0.7020828386, 0.9017319961, 0.2402921799, 0.3701503315]",k07,,,,,
rb_g002_v1,rb_g002,train,q,0,silicon_die_lower,,,,324,"[0.4173825666, 0.5483960727, 0.2041959485, 0.3511404757]",q00,0.9210801533688489,0.36843206134753953,2.7809143066406233e-10,47.84405044844029,3312148638.1992273
rb_g002_v1,rb_g002,train,q,1,silicon_die_upper,,,,192,"[0.1406772957, 0.2672246203, 0.3081682678, 0.4055391261]",q01,0.5050930986143155,0.2020372394457262,1.6113281250000003e-10,40.99109014122509,3134638381.7033877
rb_g002_v1,rb_g002,train,q,2,silicon_die_lower,,,,224,"[0.4195799097, 0.5222915879, 0.8149331666, 0.9388279709]",q02,0.5373227415225674,0.21492909660902695,1.9226074218749976e-10,42.2242848540251,2794760570.5097637
rb_g002_v1,rb_g002,train,q,3,silicon_die_upper,,,,96,"[0.0639185386, 0.1401039597, 0.6569193482, 0.7646019293]",q03,0.21016508529983535,0.08406603411993414,8.056640625000003e-11,25.61788307942447,2608594513.2973495
