route,pg_pct,raw_K,source_K,peak_K,interface_K,fresh_median_s,fresh_p95_s,peak_vram_bytes
native1024_reconstruction,3.072016336577396,2.930207414123984,2.962902004198149,2.675661134005621,1.4166803298198338,1.6721858559176326,1.738907073449809,154959104
E16384_reconstruction,2.7022701863666154,2.2848059780011063,3.872082355580685,4.01776869521727,0.38573532298537117,3.223885616986081,3.6245369096286595,300780544
E240825_direct,3.0670958565907793,2.4883756380040065,4.734618272189614,7.206822842180535,0.4743599140172052,2.476496828487143,2.5860743336728773,4090321408
U_direct240825,2.81884946262079,2.318118608279255,3.8560527107373908,3.6216835693360996,0.4363407162080616,0.6202915005851537,0.6457415134413168,6098135808
