strategy,output_nodes,PG_pct,raw_K,source_K,peak_K,interface_K,fresh_single_case_median_s,fresh_single_case_p95_s,resident_core_median_s,resident_core_p95_s,batch_scale_marginal_estimate_s,true_streaming_added_case_median_s,true_streaming_added_case_p95_s,inter_completion_median_s,throughput_samples_s,peak_vram_bytes,timing_semantics
E16384_reconstruction,240825,2.702277119191781,2.2848024229282844,3.8721394751743556,4.018063556684098,0.38572201157098246,3.133268001372926,3.5440126478089953,0.007228823960758746,0.008303149475250394,2.928157771066312,3.1806633515516296,3.588220768875908,3.2290367350215092,0.3409773118412292,300818432,unified_post_freeze_240825
U_direct240825,240825,2.81883076613177,2.3181013590341357,3.8560261627905184,3.622173707528747,0.4363497409184652,0.5706392375286669,0.6018103201990016,0.05774724902585149,0.10627371065784245,4.283054719649015,0.6108981460565701,0.6427465081564151,4.290773062966764,0.2399728100022571,6098137856,unified_post_freeze_240825
E240825_direct,240825,3.0670975720863662,2.488381921071613,4.734604461907711,7.20692041637691,0.47435739042041486,2.403566269087605,2.6005997449625284,0.0935652683256194,0.09462960513774306,2.4333723267172314,2.4457284109666944,2.6431230479851364,2.646845808951184,0.41103783960418827,4090321664,unified_post_freeze_240825
FVM240825,240825,reference,reference,reference,reference,reference,1.646838357206434,1.8885480549768545,1.6265592714771628,1.886173032678198,1.0753129930047678,18.470984678016976,34.13494877523044,1.1246285145170987,0.8996880354878456,N/A,persistent_FVM_240825
