seed,partition,node_count,volume_fraction,cv_rmse_K,cv_bias_K,weighted_sse_fraction
seed0,covered,19818950,0.8322102785586353,2.446940850546194,-1.7525764145683853,0.8397369821982037
seed0,repaired_inside,3291110,0.16758759578544924,2.3817111371685047,-1.7168793095187571,0.1602076711859302
seed0,repaired_outside,9140,0.00020212565591473292,1.274685905137974,-0.3613753604842211,5.534661586587135e-05
seed1,covered,19818950,0.8322102785586353,2.353750134950216,-1.602779277661201,0.8419149707418775
seed1,repaired_inside,3291110,0.16758759578544924,2.2724314880117924,-1.5512006239526646,0.15802940625094508
seed1,repaired_outside,9140,0.00020212565591473292,1.2276068151793809,0.08758602505718913,5.56230071778678e-05
seed2,covered,19818950,0.8322102785586353,2.4213838893774193,-1.7526718401112886,0.8397327534597484
seed2,repaired_inside,3291110,0.16758759578544924,2.356703308970239,-1.7153671581753427,0.16018889823136914
seed2,repaired_outside,9140,0.00020212565591473292,1.5007685912385114,-0.5137526753941555,7.834830888216346e-05
