route,production_go,adaptive_pg_pct,fixed_pg_pct,delta_pg_pp,adaptive_raw_K,fixed_raw_K,delta_raw_K,delta_source_K,delta_peak_K,delta_interface_K,max_sample_raw_delta_K,failed_gates
B8192_recon,False,2.739835066049737,3.0454506788374656,0.30561561278772853,2.4587887815005853,2.5895880146118646,0.13079923311127928,1.9806800206417905,1.6056194825885344,-0.0713051427242124,1.0805748092686185,peak;point_global;source
E32768_recon,False,2.6724606376756133,3.0378334548791197,0.36537281720350645,2.2087146445648043,2.450461344961289,0.24174670039648483,1.255020920304808,1.8159097731248197,0.08441206822722308,0.8676560239781645,peak;point_global;raw;source
