strategy,accuracy_role,PG_pct,raw_K,source_K,peak_K,interface_K,fresh_median_s,fresh_p95_s,resident_median_s,B16_to_B32_marginal_s,Q1_median_s,Q2_status,Q2_throughput_samples_s,fresh_speedup_vs_FVM,provenance
E16384-reconstruction,surrogate_error_vs_FVM_reference,3.367457635538948,2.479598423158912,4.087603797006549,5.499716179896907,0.3862066809958976,2.3830243170959875,3.6252922254498117,0.008487155544571579,2.643485293039703,2.424122100463137,deprecated_serial_trace_not_concurrent,,0.7192063033935968,trusted_existing_accuracy_and_serial_timing; Q2 invalidated by audit
E240825-direct-control,surrogate_error_vs_FVM_reference,4.237667762514514,2.9385470784947483,6.010089985825075,10.534402357156331,0.5262372660591051,2.0424070054432377,2.636334730894305,0.09427860239520669,2.0465547820640495,2.087860601837747,deprecated_serial_trace_not_concurrent,,0.8391501328716373,trusted_existing_accuracy_and_serial_timing; Q2 invalidated by audit
U-v2-direct240825,surrogate_error_vs_FVM_reference,3.460814584763588,2.4359499959381514,4.228456077852633,5.72579195726648,0.38737151082481946,1.5201112919021398,1.727624281786848,0.059665872948244214,1.5397286609804723,1.5201112919021398,not_qualified_one_pass_one_residual_gate_failure,1.0151563698538117,1.1274740995121761,new_corrected_serial_3_orders; exploratory actual Q2 pass retained with failed repeat
FVM240825,reference_solution,,,,,,1.7138861099956557,1.9062405356671661,1.4986079735681415,1.111949585887487,1.7138861099956557,qualified_actual_persistent_process_pool,0.9046814606306947,1.0,existing matched in-memory FVM; actual distinct-case P2 B16/B32 prefix
