resolution,metric,difference,mean,median,ci_low,ci_high,win_rate,worst_case,non_inferiority_margin,passed
8192,full_rmse_K,B_minus_A,-0.07905663543039733,-0.04001092536350126,-0.1015633469607316,-0.05824328543273865,0.9270833333333334,0.22303857643687444,0.019179597941702667,True
8192,source_rmse_K,B_minus_A,-0.11915607971984742,-0.06360058874642319,-0.17207818945306583,-0.06799281770175165,0.6875,0.3713433278719665,0.13095819024668282,True
8192,peak_rmse_K,B_minus_A,0.022967312071058493,0.025026957194010414,-0.07818384998374514,0.12318919830852085,0.4479166666666667,1.5490214029947917,0.3785072688630482,True
8192,interface_rmse_K,B_minus_A,-0.05778461483627443,-0.045643005385116855,-0.06866581778549502,-0.04692258456407164,0.8645833333333334,0.03447843028529618,0.04746620520450112,True
16384,full_rmse_K,B_minus_A,-0.1426414497613115,-0.09406241545948338,-0.16923446759815347,-0.11747747639475829,0.9895833333333334,0.046169493152780884,0.019179597941702667,True
16384,source_rmse_K,B_minus_A,-0.1889470025653729,-0.14111050240159162,-0.24876570102678225,-0.13142409625304693,0.8229166666666666,0.4889609968032129,0.13095819024668282,True
16384,peak_rmse_K,B_minus_A,-0.011396646499633794,0.023775736490885414,-0.11767167846361798,0.09416671130392287,0.4791666666666667,1.2800191243489583,0.3785072688630482,True
16384,interface_rmse_K,B_minus_A,-0.040965918210320716,-0.03209149521145613,-0.05022366612395749,-0.032168755541410035,0.8645833333333334,0.07588193556152296,0.04746620520450112,True
