route,output_domain,pg_pct,raw_K,source_K,peak_K,interface_K,fresh_median_s,fresh_p95_s,peak_vram_bytes,runtime_artifact,runtime_sha256,execution_commit
E16384_reconstruction,240825_full_field,2.702278749639563,2.2848086313706393,3.872084902441454,4.018083183794059,0.38573772763589265,3.0403386504622176,3.650991693825927,300780544,/tmp/v6_p1i_u5_same_session_44c897a/E16384_reconstruction.json,1f64afc569f190ad1ff46801e06932a0a74ad93426d0e7fceff90b0a9f6cad03,44c897aafa8fe7ce40cceeb714f14f5efd9f8ef6
E240825_direct,240825_full_field,3.067115754991304,2.4884034913743225,4.734638128740339,7.206491873209678,0.4743568100108813,1.0879864998860285,1.1253143512178212,4090319360,/tmp/v6_p1i_u5_same_session_44c897a/E240825_direct.json,dcfe701e416978800ca114e512f0a2a59ae5f10b3f5a5fe01cf1b520c6b36598,44c897aafa8fe7ce40cceeb714f14f5efd9f8ef6
U_direct240825,240825_full_field,2.8188215987281566,2.318094455192952,3.855983082965825,3.6218003795974165,0.43634084886286023,0.6582150295143947,0.6923901275498793,6098136064,/tmp/v6_p1i_u5_same_session_44c897a/U_direct240825.json,75fd05a4a98e4a41aa770c948d7f47a43e2309758ee3ad39b8d0ed04a53920e6,44c897aafa8fe7ce40cceeb714f14f5efd9f8ef6
