comparison,sample_id,deltaT_quartile,point_sse_delta_K2,outcome,P_operator_W,source_concentration,q_weighted_inverse_kz_mK_W,anisotropy_xy_over_z,log_top_h_W_m2K
shape_O075+scale_V32_minus_V32,sample_0194,Q4,-0.8382966247385557,win,5.267275463145131,2.9200087973231432,0.017520530824304558,1.1262123817516447,7.642608753643941
shape_O075+scale_V32_minus_V32,sample_0195,Q3,-1.0995794378174564,win,0.5286219583743985,5.614209458246381,0.05562602576705639,1.6115015701177682,5.826162489714171
shape_O075+scale_V32_minus_V32,sample_0196,Q1,0.051083044710723884,loss,0.5832441424971047,1.452761234974156,0.024069037123757155,0.8787721834783457,6.674219744806012
shape_O075+scale_V32_minus_V32,sample_0206,Q1,-0.10483130764294946,win,0.9095893439705849,6.410786241294826,0.0015389963689589417,0.9225009479094168,7.374190808128436
shape_O075+scale_V32_minus_V32,sample_0213,Q3,1.0929893199146754,loss,0.2541957089161052,8.978355153360967,0.3338061608476159,1.085279508389678,5.830960495500087
shape_O075+scale_V32_minus_V32,sample_0224,Q3,0.8298242310695123,loss,0.9832053204198379,1.3253136792522353,0.1960241993555455,1.9456277483464532,7.41472399655039
shape_O075+scale_V32_minus_V32,sample_0226,Q1,0.01858928887916801,loss,0.08353949202471203,3.6913892409238405,0.10109604834870858,0.9062395399111787,6.818280171927066
shape_O075+scale_V32_minus_V32,sample_0229,Q4,1.1235736264735579,loss,2.751753500691085,3.7344118937356483,0.04203707317954375,1.9425061245283546,6.509951935098846
shape_O075+scale_V32_minus_V32,sample_0234,Q3,0.6212099324147182,loss,1.1882882625237867,5.9610214344619346,0.05103742403173486,1.0206213002705935,5.636490924538919
shape_O075+scale_V32_minus_V32,sample_0240,Q1,-0.02992980779932357,win,0.10661600730841958,4.115985743764149,0.22418058396067897,1.9776749775050302,6.076395173001674
shape_O075+scale_V32_minus_V32,sample_0262,Q4,6.932475134231787,loss,0.6019470200550041,5.500344706695107,0.5822071184545925,1.8682779513541337,6.614191937197189
shape_O075+scale_V32_minus_V32,sample_0265,Q2,3.5136775014173516,loss,0.4899694198487844,4.583531723308358,0.005875170317264867,2.1240112281012657,6.292960273201742
shape_O075+scale_V32_minus_V32,sample_0271,Q4,-20.486083080376574,win,2.0843405365328556,6.668081843802681,0.03272332120263857,1.0997412122757035,6.23541644784522
shape_O075+scale_V32_minus_V32,sample_0281,Q4,-7.82500084752737,win,1.5914250429244843,4.902140239739195,0.09395981479067918,1.4821907799619052,6.063013675719138
shape_O075+scale_V32_minus_V32,sample_0283,Q2,0.1932726953032251,loss,0.38698123459717626,5.314651010871373,0.1118546677894914,1.4476807581768514,7.798186092344954
shape_O075+scale_V32_minus_V32,sample_0304,Q2,-0.6067391758161014,win,1.2985418653417093,4.23878634400479,0.015819015021283835,1.1718329259755578,7.928316391283577
shape_O075+scale_V32_minus_V32,sample_0323,Q4,3.8551398588784593,loss,1.8735566741125684,4.466673856537921,0.06855365385024924,1.6812799303908212,5.448632843952611
shape_O075+scale_V32_minus_V32,sample_0325,Q4,5.712616238099741,loss,1.2053004532078577,5.526796918557375,0.2137795872406109,1.6777354152287924,7.59282623103011
shape_O075+scale_V32_minus_V32,sample_0334,Q1,0.0008517631947833572,loss,0.12793763435336566,4.111447361613515,0.0045938694252734375,2.325756827350728,7.415734978067894
