cache_preparation_seconds_outside_timing,continuous_wall_mean_s,continuous_wall_median_s,continuous_wall_p95_s,continuous_wall_std_s,dataset_consistent_fvm_over_route_speedup,family,input_nodes,output_nodes,peak_device_bytes,peak_ram_bytes,route,sample_count,stage_assembly_seconds_mean,stage_assembly_seconds_median,stage_assembly_seconds_p95,stage_assembly_seconds_std,stage_continuous_wall_seconds_mean,stage_continuous_wall_seconds_median,stage_continuous_wall_seconds_p95,stage_continuous_wall_seconds_std,stage_data_seconds_mean,stage_data_seconds_median,stage_data_seconds_p95,stage_data_seconds_std,stage_graph_seconds_mean,stage_graph_seconds_median,stage_graph_seconds_p95,stage_graph_seconds_std,stage_jit_or_forward_seconds_mean,stage_jit_or_forward_seconds_median,stage_jit_or_forward_seconds_p95,stage_jit_or_forward_seconds_std,stage_linear_solve_seconds_mean,stage_linear_solve_seconds_median,stage_linear_solve_seconds_p95,stage_linear_solve_seconds_std,stage_map_apply_seconds_mean,stage_map_apply_seconds_median,stage_map_apply_seconds_p95,stage_map_apply_seconds_std,stage_map_build_seconds_mean,stage_map_build_seconds_median,stage_map_build_seconds_p95,stage_map_build_seconds_std,stage_output_seconds_mean,stage_output_seconds_median,stage_output_seconds_p95,stage_output_seconds_std,state
0.0,3.179092564565508,3.0853202385478653,3.4409109761531,0.36042709088391267,,p1i,240825,240825,0,414609408,fvm,32,0.031664783135056496,0.028899446479044855,0.04471100040827878,0.006680071516081717,1.684003877628129,1.656572668987792,1.9478067117452156,0.13545466070862144,0.024625240661407588,0.025143588020000607,0.029033107636496424,0.002895115838125475,,,,,,,,,1.6274334427071153,1.6061958655482158,1.8952954436361324,0.13648749531964932,,,,,,,,,0.0002748676961346064,0.0002656890428625047,0.0003238020231947303,3.1237379447614e-05,cold
0.0,1.6720469914653222,1.6442119249841198,1.9169131990522146,0.12616763931965594,,p1i,240825,240825,0,622596096,fvm,32,0.0281722405597975,0.02838497649645433,0.031206282181665303,0.0018524820421598007,1.6720469914653222,1.6442119249841198,1.9169131990522146,0.12616763931965594,0.014365042530698702,0.014183464518282562,0.01807142598554492,0.0036667504445894597,,,,,,,,,1.6292259405745426,1.601935733051505,1.8731279636675027,0.1247743127484356,,,,,,,,,0.0002795291438815184,0.0002772449515759945,0.0003190679010003805,2.7178009863107923e-05,jit_cached_new_case
1.3856894420459867,1.6118781820441654,1.606520069995895,1.804853763821302,0.1280858918976663,,p1i,240825,240825,0,1348079616,fvm,32,7.604430720675737e-07,7.299822755157948e-07,1.1064112186431885e-06,2.3248308938615923e-07,1.6118781820441654,1.606520069995895,1.804853763821302,0.1280858918976663,1.1997180990874767e-06,1.2020464055240154e-06,1.7785700038075444e-06,2.9800823297354055e-07,,,,,,,,,1.6115948989645403,1.6062572035007179,1.804576854890911,0.12807667430766947,,,,,,,,,0.00027855387452291325,0.0002725754748098552,0.00033154482953250407,2.589733767269965e-05,fully_cached_repeat
0.0,10.810771317748731,10.80511914001545,11.070430031709838,0.29189168191786097,,p1i,1024,1024,190730752,1858027520,model_support,32,,,,,8.608395806539193,8.59636327100452,8.850112648197683,0.23287001094881404,0.0005963251896901056,0.0005704555078409612,0.000721253314986825,5.8473606147581144e-05,4.727844566179556,4.749405383015983,4.836295797943603,0.1290228352525092,3.879828407196328,3.840928119025193,4.1147764805180485,0.1376504148253233,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010692191426642239,0.00010591896716505289,0.00011802852968685329,5.275942262145726e-06,cold
0.0,1.4576067553280154,1.5626216605305672,1.7559083826257846,0.2967564817109728,,p1i,1024,1024,139173376,3699310592,model_support,32,,,,,1.4576067553280154,1.5626216605305672,1.7559083826257846,0.2967564817109728,0.0005017238399886992,0.000493796484079212,0.0006243931711651385,7.367689369138522e-05,1.453967554269184,1.5588857629918493,1.7524388018762693,0.29676856557930326,0.003046693393116584,0.0028521259664557874,0.003767794679151848,0.0005363637374868192,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.303005648078397e-05,6.282550748437643e-05,7.386187207885087e-05,7.307273884940662e-06,jit_cached_new_case
55.0751426180359,0.0025834436746663414,0.002288172487169504,0.003404618304921314,0.0004897713584613633,,p1i,1024,1024,139176192,3668533248,model_support,32,,,,,0.0025834436746663414,0.002288172487169504,0.003404618304921314,0.0004897713584613633,0.0004219074071443174,0.0003861375153064728,0.00057866494753398,0.00013583316808097923,4.9599475460127e-07,5.125184543430805e-07,6.689282599836588e-07,1.289536281052542e-07,0.002109041146468371,0.001840378507040441,0.0029676371719688176,0.0004975873537008956,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.546852167346515e-05,3.171700518578291e-05,6.067377980798483e-05,1.1391728145697127e-05,fully_cached_repeat
0.0,10.874637123117282,10.854024406522512,11.121343286323826,0.17954827596227643,0.2842558780956677,p1i,1024,240825,139217664,1936191488,production_reconstruction,32,,,,,8.686942130945681,8.66794178308919,8.940882592543494,0.1552146105945448,0.0006153227295726538,0.0006063419859856367,0.0006922292057424783,3.856896753078387e-05,4.6830899020060315,4.675787548068911,4.810626523767132,0.07547671732186692,3.8465420253887714,3.8394033504882827,4.0560775697638745,0.13086268979793556,,,,,0.017410833977919538,0.01790178200462833,0.018856547359609975,0.0012172078555071006,0.13896555704559432,0.1403230885625817,0.14630242187995462,0.0055493815693311395,0.0002924123436969239,0.00029828003607690334,0.00033150145318359134,2.629901678553827e-05,cold
0.0,1.6088935809821123,1.7770571205182932,1.9087410156964324,0.2862653089824101,0.9252442738050941,p1i,1024,240825,139173376,4019728384,production_reconstruction,32,,,,,1.6088935809821123,1.7770571205182932,1.9087410156964324,0.2862653089824101,0.0007882239733589813,0.0007784985355101526,0.0009454272396396846,6.957056739474184e-05,1.4630876698574866,1.6262771764886566,1.760186863114359,0.2846669233319675,0.0030982724601926748,0.0028514090226963162,0.004152489587431773,0.0006231460969331462,,,,,0.012972159529454075,0.012731293449178338,0.01667687495937571,0.0024418381610084986,0.12864324363545165,0.1292341619846411,0.1369334289105609,0.006106324346020563,0.0002508898214728106,0.0002544820308685303,0.00028038177406415344,2.1075476696044804e-05,jit_cached_new_case
59.475207012030296,0.010906304971285863,0.010156094445846975,0.012516494310693814,0.0021989546260205543,158.18286040583567,p1i,1024,240825,139176192,4770840576,production_reconstruction,32,,,,,0.010906304971285863,0.010156094445846975,0.012516494310693814,0.0021989546260205543,0.0007853664719732478,0.0007759205182082951,0.0008726141531951725,4.534428211365794e-05,1.5941950550768524e-06,1.5684636309742928e-06,2.066406887024641e-06,3.0760817220405905e-07,0.0034745096272672527,0.0030726075056008995,0.0043689373589586465,0.0007652404323256364,,,,,0.006390178277797531,0.006006142939440906,0.006426076078787446,0.0019493257802897634,2.2560379875358194e-06,2.2354652173817158e-06,3.098882734775543e-06,4.415773073596838e-07,0.00021866655151825398,0.00022210401948541403,0.00023889883887022733,1.6214535560109272e-05,fully_cached_repeat
0.0,3.5439782182947965,3.5610960370395333,3.604212862800341,0.061010345118983636,,randomblock,240825,240825,0,448946176,fvm,32,0.046311547492223326,0.04223990603350103,0.06164814584190026,0.008344449204159693,1.3110809949612303,1.3218747429782525,1.3564442012633662,0.0413550158047984,0.006532442781463033,0.00644828355871141,0.007810542697552591,0.0005198622433006465,,,,,,,,,1.25794525411402,1.2678672109614126,1.3071448167029303,0.03908253148004366,,,,,,,,,0.0002855545753845945,0.0002842714893631637,0.00033110660733655096,2.6135713407920737e-05,cold
