cg_iterations_median,cg_iterations_p95,continuous_wall_mean_s,continuous_wall_median_s,continuous_wall_p95_s,continuous_wall_std_s,failed_group_id,family,fvm_assembly_s_mean,fvm_assembly_s_median,fvm_assembly_s_p95,fvm_solve_s_mean,fvm_solve_s_median,fvm_solve_s_p95,gpu_model_over_cpu_fvm_speedup,graph_s_mean,graph_s_median,graph_s_p95,jit_forward_s_mean,jit_forward_s_median,jit_forward_s_p95,load_s_mean,load_s_median,load_s_p95,map_apply_s_mean,map_apply_s_median,map_apply_s_p95,map_build_s_mean,map_build_s_median,map_build_s_p95,output_s_mean,output_s_median,output_s_p95,peak_device_bytes,peak_ram_bytes,reason,resolution,route,sample_count,state,status
,,0.14330423550563864,0.1479562629829161,0.1522355890017934,0.01886179980545645,,randomblock,,,,,,,,0.08424088974788901,0.08833660453092307,0.09404834689339622,0.0026503965054871514,0.002272735524456948,0.003524128219578415,0.0004934665048494935,0.0004638054524548352,0.0005729994154535234,8.709271423867904e-05,8.541252464056015e-05,9.594000875949859e-05,0.05574182262716931,0.05550071451580152,0.05730396533035673,6.875193503219634e-05,6.819353438913822e-05,7.434866856783628e-05,139137024,3584499712,,4096,production_reconstruction,32,known_topology_new_physics,passed
,,0.0031233613553922623,0.003056704008486122,0.0040069199865683915,0.000470596347680508,,randomblock,,,,,,,,7.437774911522865e-07,6.715417839586735e-07,1.1718133464455604e-06,0.0025338240557175595,0.0024726815172471106,0.003302504529710859,0.00041782670086831786,0.00039678195025771856,0.0005387996032368391,0.0001151896249211859,0.00011293799616396427,0.0001299510011449456,1.607026206329465e-06,1.4959950931370258e-06,2.2865366190671917e-06,3.5820616176351905e-05,3.406102769076824e-05,4.349516239017248e-05,139137024,3589570560,,4096,production_reconstruction,32,fully_cached,passed
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved k block,8192,fvm,32,process_cold,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved k block,8192,fvm,32,new_topology,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved k block,8192,fvm,32,known_topology_new_physics,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved k block,8192,fvm,32,fully_cached,not_run_resolution_infeasible
,,11.256678573870886,11.266984483983833,11.569503715948667,0.21874069082775333,,randomblock,,,,,,,,4.605212683589343,4.599799355957657,4.637053701607511,3.9866471080422343,3.978591749444604,4.2955005255586,0.0007212679847725667,0.0007067655096761882,0.0007894392416346817,0.00016899927504709922,0.00016111298464238644,0.0002025711117312312,0.05986616911832243,0.05984834645641968,0.061550552514381705,8.33552549011074e-05,8.248904487118125e-05,9.24549880437553e-05,139172864,1882054656,,8192,production_reconstruction,32,process_cold,passed
,,,,,,,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_applicable_under_frozen_contract,8192,production_reconstruction,32,new_topology,not_applicable_under_frozen_contract
,,0.14932247872638982,0.15332587051670998,0.16001014587236567,0.019510828843841074,,randomblock,,,,,,,,0.08607762125393492,0.09018916497007012,0.0970402553328313,0.002850556313205743,0.002707513456698507,0.004476665647234767,0.0004965051884937566,0.00048296997556462884,0.0005315348505973815,0.0001656810381973628,0.0001607259619049728,0.00018064231262542306,0.059635392692143796,0.05971954501001164,0.06083639874123037,7.500171705032699e-05,7.368047954514623e-05,8.465894497931003e-05,139137024,3590574080,,8192,production_reconstruction,32,known_topology_new_physics,passed
,,0.003231016678910237,0.0031621819944120944,0.004211228573694825,0.0005058689834198285,,randomblock,,,,,,,,7.880335033405572e-07,7.00005330145359e-07,1.206959132105112e-06,0.002547372816479765,0.002485906472429633,0.003492217871826142,0.0004128317814320326,0.00040456553688272834,0.00045163122704252603,0.00020972608763258904,0.00020086101721972227,0.00024389532045461239,1.5591394912917167e-06,1.568987499922514e-06,2.054957440122962e-06,4.085000909981318e-05,3.6331010051071644e-05,7.127761491574346e-05,139137024,3604119552,,8192,production_reconstruction,32,fully_cached,passed
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved q block,16384,fvm,32,process_cold,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved q block,16384,fvm,32,new_topology,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved q block,16384,fvm,32,known_topology_new_physics,not_run_resolution_infeasible
,,,,,,rb_g000,randomblock,,,,,,,,,,,,,,,,,,,,,,,,,,,,rb_g000: underresolved q block,16384,fvm,32,fully_cached,not_run_resolution_infeasible
