feature,peak_spearman,peak_linear_r2
continuous_severity,0.8891629280351584,0.7643011883798881
package_total_power_W,0.7502060062259659,0.51906385998307
top_h_W_m2K,-0.12298571690166636,0.01350008729791008
bottom_h_W_m2K,-0.060571552829152164,0.0008827821526964374
source_count,-0.10095355294403616,0.013290447665306182
k_region_count,0.03327111124646696,0.003942768159452492
upper_source_count,-0.08229466896647489,0.008614383601710962
cross_family_overlap_pair_count,-0.06598469631571208,0.007859323545876928
power_base_W,0.8891629280351584,0.7649705288805406
power_top_h_factor,-0.12298571690166636,0.014661969697087218
power_independent_latent,0.38430461453946163,0.165134235853044
power_independent_multiplier,0.38430461453946163,0.16877624188139861
total_source_area_fraction,-0.09774995422083867,0.015898620098772187
mean_source_area_fraction,-0.022923915033876578,0.008089998830265732
source_area_cv,-0.027541887932613075,0.0006096911835103969
mean_source_aspect_ratio,5.722395165720563e-06,0.002584290197913064
source_centroid_spread,0.018958295184032227,0.0002650976408055117
source_upper_fraction,-0.02322786540890231,0.0008901654420969685
cross_family_overlap_fraction,-0.06757276933132636,4.1078019177742675e-05
q_proxy_mean_W_m3,0.6252861197582861,0.34026853053170325
q_proxy_max_W_m3,0.6325306720380882,0.36589492852397476
mean_local_k_W_mK,-0.02139031312946347,8.823816191161349e-06
local_k_log_std,-0.052399972532503204,0.0001598986654560708
background_kz_pcb_fr4_equivalent_W_mK,0.005441997802600256,3.070819970840688e-05
background_kz_bt_substrate_with_vias_W_mK,-0.0010471983153268632,5.168635040631031e-06
background_kz_silicon_interposer_tsv_0p1_W_mK,-0.031238555209668555,0.00020263367594097748
background_kz_bump_underfill_under_interposer_W_mK,0.010071415491668192,0.0004038352918137589
background_kz_silicon_die_lower_W_mK,-0.08997321919062443,0.014059073219872431
background_kz_tim_between_dies_W_mK,-0.027805118110236216,0.001144379242001392
background_kz_silicon_die_upper_W_mK,-0.006065738875663797,0.00033643397341065473
background_kz_tim_to_spreader_W_mK,-0.05132416224134774,0.0014249661166310101
background_kz_spreader_W_mK,-0.003977064640175792,6.730305709612416e-05
