feature,peak_spearman,peak_linear_r2
continuous_severity,0.8541418696209485,0.7048489385440937
package_total_power_W,0.7097658395898186,0.4786664589164574
top_h_W_m2K,-0.27551043764878225,0.07901279559069496
bottom_h_W_m2K,-0.05458020509064274,0.020749825084917517
source_count,-0.17791448818656463,0.04325669478610483
k_region_count,-0.016326422559261755,2.2661411095414863e-06
upper_source_count,-0.1226928700682073,0.020782373101840057
cross_family_overlap_pair_count,0.03095178945705228,0.0014253037236159338
power_base_W,0.8541418696209485,0.7100379699487062
power_top_h_factor,-0.27551043764878225,0.0811984735343001
power_independent_latent,0.42802371360556674,0.1993129702643336
power_independent_multiplier,0.42802371360556674,0.19986207917885324
total_source_area_fraction,-0.1576977659769273,0.0344272146147756
mean_source_area_fraction,0.10496589452481228,0.013564050990018672
source_area_cv,0.16016411829335286,0.024874308155848457
mean_source_aspect_ratio,-0.09906038271378867,0.009818711758532439
source_centroid_spread,-0.055289782091192084,0.0017174464580534954
source_upper_fraction,-0.022945278579018617,0.000818977664215903
cross_family_overlap_fraction,0.10535635815736401,0.011351647633742634
q_proxy_mean_W_m3,0.5721193462735762,0.290771156679697
q_proxy_max_W_m3,0.5838845907342978,0.32075392049182383
mean_local_k_W_mK,-0.008142968320820362,0.0004698216761293006
local_k_log_std,-0.0085435359824208,0.000818948832194466
background_kz_pcb_fr4_equivalent_W_mK,0.01023736495147409,2.0688663198820123e-05
background_kz_bt_substrate_with_vias_W_mK,0.003318989196117927,0.00015975191481787387
background_kz_silicon_interposer_tsv_0p1_W_mK,-0.017813816150888118,0.0014245232333256475
background_kz_bump_underfill_under_interposer_W_mK,0.035244231825672954,5.0187369108445345e-05
background_kz_silicon_die_lower_W_mK,-0.02567638710858817,0.0001950209938057501
background_kz_tim_between_dies_W_mK,-0.012360373557956416,0.0002973451370287261
background_kz_silicon_die_upper_W_mK,-0.0029355887200146493,9.495533582537519e-06
background_kz_tim_to_spreader_W_mK,-0.051930736128914114,0.0011816069986431144
background_kz_spreader_W_mK,0.021550540194103643,0.0004344375029274872
