feature,peak_spearman,peak_linear_r2
continuous_severity,0.8610488005859733,0.7149302173052221
package_total_power_W,0.7560542940853322,0.4977612872803635
top_h_W_m2K,-0.17152307269730818,0.028464252142524793
bottom_h_W_m2K,-0.061824757370444974,0.00040000745689205974
source_count,-0.16305752107140026,0.02753142128157815
k_region_count,0.07776217713271669,0.007303705579552511
upper_source_count,-0.2227537039066216,0.04326374029380431
cross_family_overlap_pair_count,0.03680934348844157,0.00017674996884387006
power_base_W,0.8610488005859733,0.7178180023398761
power_top_h_factor,-0.17152307269730818,0.031886231389121056
power_independent_latent,0.4021928218275041,0.18604443872851306
power_independent_multiplier,0.4021928218275041,0.1894248807887956
total_source_area_fraction,-0.14750045779161328,0.025319282488380446
mean_source_area_fraction,-0.018746566562900566,0.0004897057190932363
source_area_cv,0.06386193004944149,0.006337389991779574
mean_source_aspect_ratio,-0.059638802417139716,0.005178598240981658
source_centroid_spread,-0.13742331990477935,0.012953125410249289
source_upper_fraction,-0.1773207547613389,0.02919110937296443
cross_family_overlap_fraction,0.05271211145972187,0.0032467363510381153
q_proxy_mean_W_m3,0.6396264420435818,0.3198907053639882
q_proxy_max_W_m3,0.653074070683025,0.3444591110648052
mean_local_k_W_mK,-0.06253433437099433,0.003181106411243695
local_k_log_std,0.025727888665079655,7.938497037895953e-05
background_kz_pcb_fr4_equivalent_W_mK,-0.020543398644936824,0.00020912643064785463
background_kz_bt_substrate_with_vias_W_mK,0.023181422816334004,0.0007975543099796312
background_kz_silicon_interposer_tsv_0p1_W_mK,-0.011393288774949642,2.8750045938275015e-05
background_kz_bump_underfill_under_interposer_W_mK,-0.03539301409998169,0.000183576473668845
background_kz_silicon_die_lower_W_mK,-0.02008560703167918,0.00044176013537844394
background_kz_tim_between_dies_W_mK,-0.04957883171580296,0.0037881349179395007
background_kz_silicon_die_upper_W_mK,0.003238875663797839,2.715700366728857e-05
background_kz_tim_to_spreader_W_mK,-0.03774491851309284,0.0020435360164748895
background_kz_spreader_W_mK,0.003175929316974913,0.00012398301690585978
