feature,peak_spearman,peak_linear_r2
continuous_severity,0.8644135689434169,0.6816540438147551
package_total_power_W,0.7807063724592564,0.5081651701572951
top_h_W_m2K,-0.26995971433803334,0.08647509248729068
bottom_h_W_m2K,0.10826771653543306,0.007514383512850609
source_count,-0.11045832072578725,0.013951174465899774
k_region_count,0.09906888297760995,0.004911303102765996
upper_source_count,-0.09848611143894748,0.014557035199265322
cross_family_overlap_pair_count,0.011620185855391327,0.000481352788836209
power_base_W,0.8644135689434169,0.6816540438147551
power_top_h_factor,-0.26995971433803334,0.09315251681181913
power_independent_latent,0.37360373557956417,0.16913938455381605
power_independent_multiplier,0.37360373557956417,0.17851150954367612
total_source_area_fraction,-0.10305461453946163,0.014909889247501695
mean_source_area_fraction,-0.017338857352133308,0.00019955135452087713
source_area_cv,-0.12891411829335286,0.0071417403258514645
mean_source_aspect_ratio,0.15630150155649147,0.029738135283098877
source_centroid_spread,-0.10832494048709027,0.009425537503378267
source_upper_fraction,-0.03120288888885098,0.002790041095101281
cross_family_overlap_fraction,-0.00032681084463865315,0.0014307843288356992
q_proxy_mean_W_m3,0.6310314045046694,0.3208192239583254
q_proxy_max_W_m3,0.6676032320087896,0.3552037132743542
mean_local_k_W_mK,0.08102339315143746,0.007308577850202891
local_k_log_std,0.07926661783556124,0.001002218657293108
background_kz_pcb_fr4_equivalent_W_mK,0.005127266068485624,6.971993030679968e-07
background_kz_bt_substrate_with_vias_W_mK,0.015582082036257095,2.042548462921623e-06
background_kz_silicon_interposer_tsv_0p1_W_mK,-0.012875389122871268,0.00021714085878477007
background_kz_bump_underfill_under_interposer_W_mK,-0.0038225599707013367,0.00022673540934059488
background_kz_silicon_die_lower_W_mK,-0.004045733382164438,1.6037348176012323e-05
background_kz_tim_between_dies_W_mK,-0.02203122138802417,0.0006167544191436614
background_kz_silicon_die_upper_W_mK,0.016091375206006224,8.70756876603096e-08
background_kz_tim_to_spreader_W_mK,0.022191448452664346,0.0016363368109446608
background_kz_spreader_W_mK,0.0027238600988829884,0.00012416169126538978
