route,model_seed_label,valid_population,valid_point_global_rmse_pct,valid_sample_first_cv_relative_rmse_pct,valid_raw_cv_rmse_K,valid_source_rmse_K,valid_peak_rmse_K,valid_interface_rmse_K,test_confirmatory_population,test_point_global_rmse_pct,test_sample_first_cv_relative_rmse_pct,test_raw_cv_rmse_K,test_source_rmse_K,test_peak_rmse_K,test_interface_rmse_K,wsl2_fresh_median_s,wsl2_fresh_p95_s,wsl2_resident_median_s,wsl2_q2_samples_s,wsl2_fresh_paired_speedup_vs_fvm,wsl2_q2_paired_speedup_vs_fvm,paired_speedup_definition,evidence_role
E16384_reconstruction,model_seed0,frozen_valid32,2.7022701863666154,2.738521950937166,2.2848059780011063,3.872082355580685,4.01776869521727,0.38573532298537117,test_iid_128,2.99200090751355,2.9485186876901066,2.389097281297028,3.940478825326559,5.726284777743643,0.35550676075661686,0.8832465254236013,0.982959209359251,0.006441973149776459,1.726329665327671,2.0013168422384684,2.005173095171336,within each lifecycle seed and identical ordered sample IDs compute FVM/neural paired workload ratio first; report median and min-max over the three lifecycle seeds; never pool 96 samples across machines,WSL2_Attempt4_primary_authoritative
U_v2_16384_reconstruction,model_seed0,frozen_valid32,2.6908852170063957,2.749638827068666,2.279714917315074,3.83322981086294,3.6074792112059955,0.39638151799628246,N/A,,,,,,,0.8661765540018678,0.9114785658428445,0.004051928874105215,1.7594814717617289,1.9763314924381818,2.052976606568755,within each lifecycle seed and identical ordered sample IDs compute FVM/neural paired workload ratio first; report median and min-max over the three lifecycle seeds; never pool 96 samples across machines,WSL2_Attempt4_primary_authoritative
U_v2_direct240825,model_seed0,frozen_valid32,2.81884946262079,2.8003456010524435,2.318118608279255,3.8560527107373908,3.6216835693360996,0.4363407162080616,N/A,,,,,,,1.309088043635711,1.5273324431385844,0.05923160701058805,1.147569509832514,1.2923099591481455,1.3403130328892972,within each lifecycle seed and identical ordered sample IDs compute FVM/neural paired workload ratio first; report median and min-max over the three lifecycle seeds; never pool 96 samples across machines,WSL2_Attempt4_primary_authoritative
E240825_direct_control,model_seed0,frozen_valid32,3.0670958565907793,3.039443376656023,2.4883756380040065,4.734618272189614,7.206822842180535,0.4743599140172052,N/A,,,,,,,1.3102346409577876,1.3755142256850377,0.09460066421888769,1.3108900829676136,1.3219975757612379,1.5310646090128834,within each lifecycle seed and identical ordered sample IDs compute FVM/neural paired workload ratio first; report median and min-max over the three lifecycle seeds; never pool 96 samples across machines,WSL2_Attempt4_primary_authoritative
FVM240825_reference,N/A,reference_solution,,,,,,,N/A,,,,,,,1.7006825949065387,1.9608000347157941,1.6267920054960996,0.8570392210666445,1.0,1.0,within each lifecycle seed and identical ordered sample IDs compute FVM/neural paired workload ratio first; report median and min-max over the three lifecycle seeds; never pool 96 samples across machines,WSL2_Attempt4_primary_authoritative
