feature,peak_spearman,peak_linear_r2
continuous_severity,0.6759350393700787,0.43947350157479026
package_total_power_W,0.7967805804797655,0.6047917592924709
top_h_W_m2K,-0.07246841237868522,0.00571654017290224
bottom_h_W_m2K,-0.04778199963376671,0.0004375873920678952
source_count,-0.1456167335883812,0.021482008071344927
k_region_count,0.28427318584636085,0.08824132255731998
upper_source_count,-0.1296896297588865,0.02334481842807501
cross_family_overlap_pair_count,-0.002169808400680146,0.00026618874028416784
power_base_W,0.6759350393700787,0.5621964648410944
power_top_h_factor,-0.07246841237868522,0.0056522962049153636
power_independent_latent,0.5832207928950741,0.37644877835909296
power_independent_multiplier,0.5832207928950741,0.39674755097011016
total_source_area_fraction,-0.15257049990844168,0.022798382580946908
mean_source_area_fraction,-0.06722097601171946,0.003187587871535724
source_area_cv,-0.061555804797656107,0.011587512019089585
mean_source_aspect_ratio,0.10419909357260575,0.005123283577082471
source_centroid_spread,0.10055392785204176,0.0037572363880903348
source_upper_fraction,-0.020129756269686345,0.0031862181540679435
cross_family_overlap_fraction,-0.09292415134645247,0.009106365847569187
q_proxy_mean_W_m3,0.677628868339132,0.39660020000275376
q_proxy_max_W_m3,0.6858576725874381,0.4197594885170869
mean_local_k_W_mK,-0.09239379234572422,0.014888560989206878
local_k_log_std,0.1605932979307819,0.03747438236450895
background_kz_pcb_fr4_equivalent_W_mK,-0.020612067386925472,0.0002862117553158461
background_kz_bt_substrate_with_vias_W_mK,0.014998397729353597,0.00015318669057073908
background_kz_silicon_interposer_tsv_0p1_W_mK,-0.0021172862113166087,3.70320529139434e-05
background_kz_bump_underfill_under_interposer_W_mK,0.009905466031862296,0.00020784577944443772
background_kz_silicon_die_lower_W_mK,0.01794543123969969,0.00014266123272710374
background_kz_tim_between_dies_W_mK,-0.029510391869620945,0.0015440980335611476
background_kz_silicon_die_upper_W_mK,0.0038683391320271016,5.030073140233071e-07
background_kz_tim_to_spreader_W_mK,-0.09968412378685222,0.006539925476571451
background_kz_spreader_W_mK,0.02361632484892877,0.00019675765867432915
