discretization_seed,factor_cell,p2r_edge_count,p2r_edge_length_max_normalized,p2r_edge_length_mean_normalized,p2r_edge_length_median_normalized,p2r_edge_length_p95_normalized,p2r_in_degree_max,p2r_in_degree_mean,p2r_in_degree_median,p2r_in_degree_min,p2r_in_degree_p05,p2r_in_degree_p95,p2r_in_degree_zero_count,p2r_out_degree_max,p2r_out_degree_mean,p2r_out_degree_median,p2r_out_degree_min,p2r_out_degree_p05,p2r_out_degree_p95,p2r_out_degree_zero_count,r2p_edge_count,r2p_edge_length_max_normalized,r2p_edge_length_mean_normalized,r2p_edge_length_median_normalized,r2p_edge_length_p95_normalized,r2p_in_degree_max,r2p_in_degree_mean,r2p_in_degree_median,r2p_in_degree_min,r2p_in_degree_p05,r2p_in_degree_p95,r2p_in_degree_zero_count,r2p_out_degree_max,r2p_out_degree_mean,r2p_out_degree_median,r2p_out_degree_min,r2p_out_degree_p05,r2p_out_degree_p95,r2p_out_degree_zero_count,r2r_edge_count,r2r_edge_length_max_normalized,r2r_edge_length_mean_normalized,r2r_edge_length_median_normalized,r2r_edge_length_p95_normalized,r2r_in_degree_max,r2r_in_degree_mean,r2r_in_degree_median,r2r_in_degree_min,r2r_in_degree_p05,r2r_in_degree_p95,r2r_in_degree_zero_count,r2r_isolated_node_count,r2r_out_degree_max,r2r_out_degree_mean,r2r_out_degree_median,r2r_out_degree_min,r2r_out_degree_p05,r2r_out_degree_p95,r2r_out_degree_zero_count,r2r_weakly_connected_components,regional_mode,regional_nodes,resolution,sample_id,suite,support_mode
0,,1200,0.6552723050117493,0.24288900196552277,0.2212546020746231,0.5276041626930237,82,4.705882352941177,2.0,0,0.0,16.599999999999966,54,7,2.34375,2.0,1,1.0,5.0,0,1200,0.6552723050117493,0.24288900196552277,0.2212546020746231,0.5276041626930237,7,2.34375,2.0,1,1.0,5.0,0,82,4.705882352941177,2.0,0,0.0,16.599999999999966,54,4150,2.0082685947418213,0.4668576419353485,0.40012115240097046,1.0588303804397583,33,16.274509803921568,15.0,8,10.0,28.299999999999983,0,0,33,16.274509803921568,15.0,8,10.0,28.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0308,main,source_aware
0,,1300,0.6908705234527588,0.23314796388149261,0.21500658988952637,0.5396338105201721,83,5.098039215686274,2.0,0,0.0,20.0,53,8,2.5390625,2.0,1,1.0,6.0,0,1300,0.6908705234527588,0.23314796388149261,0.21500658988952637,0.5396338105201721,8,2.5390625,2.0,1,1.0,6.0,0,83,5.098039215686274,2.0,0,0.0,20.0,53,4118,2.078536033630371,0.4595806896686554,0.40012967586517334,1.0123834609985352,38,16.149019607843137,15.0,6,10.0,27.0,0,0,38,16.149019607843137,15.0,6,10.0,27.0,0,1,fixed_training_nr,255,512,v6p1if1_0511,main,source_aware
0,,901,0.6430003046989441,0.17865975201129913,0.16944175958633423,0.3967626690864563,38,3.533333333333333,2.0,0,0.0,10.299999999999983,43,6,1.759765625,2.0,1,1.0,3.0,0,901,0.6430003046989441,0.17865975201129913,0.16944175958633423,0.3967626690864563,6,1.759765625,2.0,1,1.0,3.0,0,38,3.533333333333333,2.0,0,0.0,10.299999999999983,43,4092,2.317836284637451,0.48650527000427246,0.41079288721084595,1.1176249980926514,39,16.04705882352941,14.0,7,9.0,28.299999999999983,0,0,39,16.04705882352941,14.0,7,9.0,28.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0041,main,source_aware
0,,1057,0.5196099877357483,0.17961035668849945,0.1700136810541153,0.39844515919685364,35,4.145098039215687,2.0,0,0.0,15.299999999999983,45,7,2.064453125,2.0,1,1.0,4.0,0,1057,0.5196099877357483,0.17961035668849945,0.1700136810541153,0.39844515919685364,7,2.064453125,2.0,1,1.0,4.0,0,35,4.145098039215687,2.0,0,0.0,15.299999999999983,45,4132,2.4423422813415527,0.5133240818977356,0.41851913928985596,1.2234381437301636,38,16.20392156862745,14.0,6,9.0,29.299999999999983,0,0,38,16.20392156862745,14.0,6,9.0,29.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0846,main,source_aware
0,,945,0.5613764524459839,0.1847221851348877,0.16902220249176025,0.425595223903656,29,3.7058823529411766,2.0,0,0.0,13.299999999999983,44,5,1.845703125,2.0,1,1.0,3.0,0,945,0.5613764524459839,0.1847221851348877,0.16902220249176025,0.425595223903656,5,1.845703125,2.0,1,1.0,3.0,0,29,3.7058823529411766,2.0,0,0.0,13.299999999999983,44,4094,2.303433895111084,0.479736864566803,0.4064677059650421,1.0700244903564453,36,16.054901960784314,14.0,7,9.0,29.0,0,0,36,16.054901960784314,14.0,7,9.0,29.0,0,1,fixed_training_nr,255,512,v6p1if1_0572,main,source_aware
0,,847,0.5570830702781677,0.15858297049999237,0.15277127921581268,0.36081308126449585,24,3.3215686274509806,2.0,0,0.0,11.0,42,6,1.654296875,1.0,1,1.0,3.0,0,847,0.5570830702781677,0.15858297049999237,0.15277127921581268,0.36081308126449585,6,1.654296875,1.0,1,1.0,3.0,0,24,3.3215686274509806,2.0,0,0.0,11.0,42,4106,2.198925495147705,0.4967043697834015,0.43412917852401733,1.1193965673446655,40,16.101960784313725,15.0,5,9.0,28.0,0,0,40,16.101960784313725,15.0,5,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0347,main,source_aware
0,,1024,0.6286790370941162,0.19379934668540955,0.18474921584129333,0.4471694231033325,74,4.015686274509804,2.0,0,0.0,13.299999999999983,42,7,2.0,2.0,1,1.0,4.0,0,1024,0.6286790370941162,0.19379934668540955,0.18474921584129333,0.4471694231033325,7,2.0,2.0,1,1.0,4.0,0,74,4.015686274509804,2.0,0,0.0,13.299999999999983,42,4134,2.342916488647461,0.4819090962409973,0.4113698899745941,1.1505497694015503,33,16.211764705882352,14.0,6,9.0,28.0,0,0,33,16.211764705882352,14.0,6,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0286,main,source_aware
0,,893,0.5185925960540771,0.17080773413181305,0.17150454223155975,0.370949923992157,34,3.5019607843137255,2.0,0,0.0,12.299999999999983,46,6,1.744140625,1.0,1,1.0,4.0,0,893,0.5185925960540771,0.17080773413181305,0.17150454223155975,0.370949923992157,6,1.744140625,1.0,1,1.0,4.0,0,34,3.5019607843137255,2.0,0,0.0,12.299999999999983,46,4150,2.6784002780914307,0.49870577454566956,0.4257318079471588,1.1773256063461304,41,16.274509803921568,15.0,7,9.0,28.0,0,0,41,16.274509803921568,15.0,7,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0124,main,source_aware
0,,1008,0.5083250999450684,0.1797216683626175,0.17747075855731964,0.3984665870666504,31,3.9529411764705884,2.0,0,0.0,14.0,49,7,1.96875,2.0,1,1.0,4.449999999999989,0,1008,0.5083250999450684,0.1797216683626175,0.17747075855731964,0.3984665870666504,7,1.96875,2.0,1,1.0,4.449999999999989,0,31,3.9529411764705884,2.0,0,0.0,14.0,49,4074,2.212506055831909,0.486514687538147,0.4214839041233063,1.100242018699646,34,15.976470588235294,14.0,6,8.700000000000001,29.0,0,0,34,15.976470588235294,14.0,6,8.700000000000001,29.0,0,1,fixed_training_nr,255,512,v6p1if1_1017,main,source_aware
0,,1011,0.5920186042785645,0.1791543960571289,0.17636117339134216,0.37582504749298096,32,3.9647058823529413,2.0,0,0.0,14.0,48,6,1.974609375,2.0,1,1.0,4.0,0,1011,0.5920186042785645,0.1791543960571289,0.17636117339134216,0.37582504749298096,6,1.974609375,2.0,1,1.0,4.0,0,32,3.9647058823529413,2.0,0,0.0,14.0,48,4088,2.3404791355133057,0.5150855779647827,0.44702792167663574,1.1450462341308594,39,16.031372549019608,15.0,6,8.0,28.0,0,0,39,16.031372549019608,15.0,6,8.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0854,main,source_aware
0,,1163,0.5976240634918213,0.2278318554162979,0.2252066731452942,0.49567779898643494,72,4.56078431372549,2.0,0,0.0,15.0,51,9,2.271484375,2.0,1,1.0,5.0,0,1163,0.5976240634918213,0.2278318554162979,0.2252066731452942,0.49567779898643494,9,2.271484375,2.0,1,1.0,5.0,0,72,4.56078431372549,2.0,0,0.0,15.0,51,4102,2.054563283920288,0.46806782484054565,0.39654234051704407,1.0046497583389282,36,16.08627450980392,14.0,6,9.0,28.0,0,0,36,16.08627450980392,14.0,6,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0928,main,source_aware
0,,1017,0.5117804408073425,0.1645972579717636,0.1593422144651413,0.3477402925491333,36,3.988235294117647,2.0,0,0.0,12.0,32,8,1.986328125,2.0,1,1.0,4.0,0,1017,0.5117804408073425,0.1645972579717636,0.1593422144651413,0.3477402925491333,8,1.986328125,2.0,1,1.0,4.0,0,36,3.988235294117647,2.0,0,0.0,12.0,32,4030,2.1298980712890625,0.486031174659729,0.4185628592967987,1.0937285423278809,37,15.803921568627452,14.0,6,8.0,28.299999999999983,0,0,37,15.803921568627452,14.0,6,8.0,28.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0543,main,source_aware
0,,1200,0.749061644077301,0.22418683767318726,0.21079280972480774,0.514060378074646,49,4.705882352941177,2.0,0,0.0,20.299999999999983,52,10,2.34375,2.0,1,1.0,5.0,0,1200,0.749061644077301,0.22418683767318726,0.21079280972480774,0.514060378074646,10,2.34375,2.0,1,1.0,5.0,0,49,4.705882352941177,2.0,0,0.0,20.299999999999983,52,4126,2.035324811935425,0.4891924262046814,0.41818931698799133,1.1607410907745361,36,16.180392156862744,15.0,5,8.0,28.0,0,0,36,16.180392156862744,15.0,5,8.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0632,main,source_aware
0,,977,0.5035728216171265,0.1723499596118927,0.161512091755867,0.4034022092819214,37,3.831372549019608,2.0,0,0.0,14.299999999999983,48,7,1.908203125,2.0,1,1.0,4.0,0,977,0.5035728216171265,0.1723499596118927,0.161512091755867,0.4034022092819214,7,1.908203125,2.0,1,1.0,4.0,0,37,3.831372549019608,2.0,0,0.0,14.299999999999983,48,4176,2.664142608642578,0.4937615394592285,0.4126257300376892,1.1710422039031982,37,16.376470588235293,16.0,7,9.0,28.0,0,0,37,16.376470588235293,16.0,7,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0599,main,source_aware
0,,970,0.6889825463294983,0.20121711492538452,0.19869612157344818,0.4174671173095703,36,3.803921568627451,2.0,0,0.0,15.0,48,6,1.89453125,2.0,1,1.0,4.0,0,970,0.6889825463294983,0.20121711492538452,0.19869612157344818,0.4174671173095703,6,1.89453125,2.0,1,1.0,4.0,0,36,3.803921568627451,2.0,0,0.0,15.0,48,4074,2.327923059463501,0.4785493314266205,0.41425931453704834,1.0721805095672607,38,15.976470588235294,15.0,7,9.0,27.299999999999983,0,0,38,15.976470588235294,15.0,7,9.0,27.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0003,main,source_aware
0,,906,0.6202948093414307,0.17952218651771545,0.16442376375198364,0.4216556251049042,31,3.552941176470588,2.0,0,0.0,12.0,55,6,1.76953125,1.5,1,1.0,4.0,0,906,0.6202948093414307,0.17952218651771545,0.16442376375198364,0.4216556251049042,6,1.76953125,1.5,1,1.0,4.0,0,31,3.552941176470588,2.0,0,0.0,12.0,55,4124,2.375548839569092,0.4880717396736145,0.4118378162384033,1.1251131296157837,38,16.172549019607843,15.0,6,9.0,28.0,0,0,38,16.172549019607843,15.0,6,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0029,main,source_aware
0,,1003,0.704605221748352,0.21581320464611053,0.18499700725078583,0.5402831435203552,54,3.933333333333333,2.0,0,0.0,14.0,42,6,1.958984375,2.0,1,1.0,4.0,0,1003,0.704605221748352,0.21581320464611053,0.18499700725078583,0.5402831435203552,6,1.958984375,2.0,1,1.0,4.0,0,54,3.933333333333333,2.0,0,0.0,14.0,42,4146,1.903344988822937,0.48916009068489075,0.4087790250778198,1.131813883781433,37,16.258823529411764,15.0,6,8.0,27.0,0,0,37,16.258823529411764,15.0,6,8.0,27.0,0,1,fixed_training_nr,255,512,v6p1if1_0991,main,source_aware
0,,872,0.5797182321548462,0.17127379775047302,0.17335879802703857,0.36537402868270874,33,3.4196078431372547,2.0,0,0.0,10.0,41,6,1.703125,1.0,1,1.0,4.0,0,872,0.5797182321548462,0.17127379775047302,0.17335879802703857,0.36537402868270874,6,1.703125,1.0,1,1.0,4.0,0,33,3.4196078431372547,2.0,0,0.0,10.0,41,4100,2.243344783782959,0.4967324435710907,0.4205077290534973,1.1798171997070312,37,16.07843137254902,15.0,5,8.700000000000001,28.0,0,0,37,16.07843137254902,15.0,5,8.700000000000001,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0109,main,source_aware
0,,881,0.5702493190765381,0.16621844470500946,0.15934430062770844,0.3780111074447632,24,3.454901960784314,2.0,0,0.0,12.299999999999983,48,5,1.720703125,1.0,1,1.0,4.0,0,881,0.5702493190765381,0.16621844470500946,0.15934430062770844,0.3780111074447632,5,1.720703125,1.0,1,1.0,4.0,0,24,3.454901960784314,2.0,0,0.0,12.299999999999983,48,4128,2.4419503211975098,0.5095856785774231,0.4341452717781067,1.1526877880096436,35,16.188235294117646,15.0,6,9.0,28.0,0,0,35,16.188235294117646,15.0,6,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0365,main,source_aware
0,,994,0.503308892250061,0.17432396113872528,0.16966843605041504,0.3790767192840576,26,3.8980392156862744,2.0,0,0.0,13.0,36,6,1.94140625,2.0,1,1.0,4.0,0,994,0.503308892250061,0.17432396113872528,0.16966843605041504,0.3790767192840576,6,1.94140625,2.0,1,1.0,4.0,0,26,3.8980392156862744,2.0,0,0.0,13.0,36,4112,2.2746050357818604,0.492285817861557,0.41402995586395264,1.1361204385757446,40,16.12549019607843,15.0,7,9.0,28.0,0,0,40,16.12549019607843,15.0,7,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0091,main,source_aware
0,,1129,0.5692806243896484,0.20500321686267853,0.1986292153596878,0.4378243088722229,68,4.427450980392157,2.0,0,0.0,13.299999999999983,43,7,2.205078125,2.0,1,1.0,5.449999999999989,0,1129,0.5692806243896484,0.20500321686267853,0.1986292153596878,0.4378243088722229,7,2.205078125,2.0,1,1.0,5.449999999999989,0,68,4.427450980392157,2.0,0,0.0,13.299999999999983,43,4038,2.350050687789917,0.5003341436386108,0.4232226014137268,1.1765992641448975,38,15.83529411764706,14.0,6,8.0,28.0,0,0,38,15.83529411764706,14.0,6,8.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0930,main,source_aware
0,,1001,0.47026801109313965,0.1794385462999344,0.17595745623111725,0.36535364389419556,39,3.925490196078431,2.0,0,0.0,13.0,41,8,1.955078125,2.0,1,1.0,4.0,0,1001,0.47026801109313965,0.1794385462999344,0.17595745623111725,0.36535364389419556,8,1.955078125,2.0,1,1.0,4.0,0,39,3.925490196078431,2.0,0,0.0,13.0,41,4056,2.4240033626556396,0.48511531949043274,0.4054185152053833,1.1080234050750732,36,15.905882352941177,15.0,6,9.0,26.299999999999983,0,0,36,15.905882352941177,15.0,6,9.0,26.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0175,main,source_aware
0,,1057,0.653021514415741,0.20996135473251343,0.18831020593643188,0.5010109543800354,48,4.145098039215687,2.0,0,0.0,16.599999999999966,46,6,2.064453125,2.0,1,1.0,4.0,0,1057,0.653021514415741,0.20996135473251343,0.18831020593643188,0.5010109543800354,6,2.064453125,2.0,1,1.0,4.0,0,48,4.145098039215687,2.0,0,0.0,16.599999999999966,46,4164,2.4399025440216064,0.47759097814559937,0.4014294743537903,1.0773221254348755,38,16.32941176470588,15.0,6,9.0,29.299999999999983,0,0,38,16.32941176470588,15.0,6,9.0,29.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0915,main,source_aware
0,,964,0.8053507804870605,0.2172391265630722,0.18605008721351624,0.5860645771026611,119,3.780392156862745,2.0,0,0.0,12.299999999999983,53,7,1.8828125,2.0,1,1.0,4.0,0,964,0.8053507804870605,0.2172391265630722,0.18605008721351624,0.5860645771026611,7,1.8828125,2.0,1,1.0,4.0,0,119,3.780392156862745,2.0,0,0.0,12.299999999999983,53,4084,2.501020908355713,0.47794875502586365,0.4057808518409729,1.1022872924804688,35,16.015686274509804,14.0,6,9.0,27.299999999999983,0,0,35,16.015686274509804,14.0,6,9.0,27.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0869,main,source_aware
0,,989,0.6163078546524048,0.19822750985622406,0.18986552953720093,0.4340924322605133,43,3.8784313725490196,2.0,0,0.0,13.0,47,9,1.931640625,2.0,1,1.0,4.0,0,989,0.6163078546524048,0.19822750985622406,0.18986552953720093,0.4340924322605133,9,1.931640625,2.0,1,1.0,4.0,0,43,3.8784313725490196,2.0,0,0.0,13.0,47,4104,2.2587578296661377,0.47828033566474915,0.4077644944190979,1.0728766918182373,34,16.094117647058823,15.0,7,9.0,27.299999999999983,0,0,34,16.094117647058823,15.0,7,9.0,27.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0522,main,source_aware
0,,1001,0.5695732235908508,0.1928819715976715,0.18424904346466064,0.43705910444259644,50,3.925490196078431,2.0,0,0.0,14.299999999999983,60,7,1.955078125,2.0,1,1.0,4.0,0,1001,0.5695732235908508,0.1928819715976715,0.18424904346466064,0.43705910444259644,7,1.955078125,2.0,1,1.0,4.0,0,50,3.925490196078431,2.0,0,0.0,14.299999999999983,60,4152,2.106613874435425,0.480128675699234,0.4088529944419861,1.1107088327407837,36,16.28235294117647,15.0,5,9.0,29.0,0,0,36,16.28235294117647,15.0,5,9.0,29.0,0,1,fixed_training_nr,255,512,v6p1if1_0118,main,source_aware
0,,937,0.5745242238044739,0.19050829112529755,0.1859298050403595,0.424043744802475,28,3.6745098039215685,2.0,0,0.0,12.0,51,7,1.830078125,2.0,1,1.0,4.0,0,937,0.5745242238044739,0.19050829112529755,0.1859298050403595,0.424043744802475,7,1.830078125,2.0,1,1.0,4.0,0,28,3.6745098039215685,2.0,0,0.0,12.0,51,4070,2.1690444946289062,0.4859829545021057,0.41139817237854004,1.1078139543533325,42,15.96078431372549,14.0,7,9.0,28.0,0,0,42,15.96078431372549,14.0,7,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0708,main,source_aware
0,,944,0.5310591459274292,0.18453572690486908,0.17809903621673584,0.4131881594657898,39,3.7019607843137257,2.0,0,0.0,11.0,49,6,1.84375,2.0,1,1.0,4.0,0,944,0.5310591459274292,0.18453572690486908,0.17809903621673584,0.4131881594657898,6,1.84375,2.0,1,1.0,4.0,0,39,3.7019607843137257,2.0,0,0.0,11.0,49,4096,2.148115873336792,0.4709615707397461,0.408548504114151,1.0343208312988281,38,16.062745098039215,14.0,5,9.0,29.299999999999983,0,0,38,16.062745098039215,14.0,5,9.0,29.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0817,main,source_aware
0,,1002,0.5057741403579712,0.19000253081321716,0.18404316902160645,0.419613778591156,40,3.929411764705882,2.0,0,0.0,15.0,47,6,1.95703125,2.0,1,1.0,4.0,0,1002,0.5057741403579712,0.19000253081321716,0.18404316902160645,0.419613778591156,6,1.95703125,2.0,1,1.0,4.0,0,40,3.929411764705882,2.0,0,0.0,15.0,47,4132,2.4420979022979736,0.4810793995857239,0.40473121404647827,1.1304612159729004,38,16.20392156862745,15.0,7,9.0,27.0,0,0,38,16.20392156862745,15.0,7,9.0,27.0,0,1,fixed_training_nr,255,512,v6p1if1_1003,main,source_aware
0,,1041,0.5643900632858276,0.2031756192445755,0.20399148762226105,0.4315756559371948,55,4.08235294117647,2.0,0,0.0,12.0,47,6,2.033203125,2.0,1,1.0,4.449999999999989,0,1041,0.5643900632858276,0.2031756192445755,0.20399148762226105,0.4315756559371948,6,2.033203125,2.0,1,1.0,4.449999999999989,0,55,4.08235294117647,2.0,0,0.0,12.0,47,4096,2.31256365776062,0.4918861389160156,0.41516566276550293,1.1142733097076416,39,16.062745098039215,15.0,7,9.0,28.0,0,0,39,16.062745098039215,15.0,7,9.0,28.0,0,1,fixed_training_nr,255,512,v6p1if1_0697,main,source_aware
0,,1145,0.7488895654678345,0.23130908608436584,0.21286629140377045,0.5291426777839661,86,4.490196078431373,2.0,0,0.0,14.299999999999983,47,7,2.236328125,2.0,1,1.0,5.0,0,1145,0.7488895654678345,0.23130908608436584,0.21286629140377045,0.5291426777839661,7,2.236328125,2.0,1,1.0,5.0,0,86,4.490196078431373,2.0,0,0.0,14.299999999999983,47,4100,2.4638004302978516,0.48937976360321045,0.41838186979293823,1.1369414329528809,38,16.07843137254902,15.0,7,9.0,26.299999999999983,0,0,38,16.07843137254902,15.0,7,9.0,26.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0907,main,source_aware
0,,961,0.5006935000419617,0.19104619324207306,0.18173617124557495,0.4095925986766815,41,3.768627450980392,2.0,0,0.0,12.0,48,6,1.876953125,2.0,1,1.0,4.0,0,961,0.5006935000419617,0.19104619324207306,0.18173617124557495,0.4095925986766815,6,1.876953125,2.0,1,1.0,4.0,0,41,3.768627450980392,2.0,0,0.0,12.0,48,4042,2.210520029067993,0.4825288653373718,0.40853914618492126,1.1501593589782715,41,15.850980392156863,14.0,5,9.0,28.299999999999983,0,0,41,15.850980392156863,14.0,5,9.0,28.299999999999983,0,1,fixed_training_nr,255,512,v6p1if1_0203,main,source_aware
0,,2410,0.48391345143318176,0.17073875665664673,0.16828639805316925,0.3432832658290863,63,9.4140625,7.0,1,1.0,26.25,0,9,2.353515625,2.0,1,1.0,5.0,0,2410,0.48391345143318176,0.17073875665664673,0.16828639805316925,0.3432832658290863,9,2.353515625,2.0,1,1.0,5.0,0,63,9.4140625,7.0,1,1.0,26.25,0,4114,2.076317310333252,0.510331392288208,0.47007378935813904,1.0540157556533813,40,16.0703125,15.0,6,9.0,28.0,0,0,40,16.0703125,15.0,6,9.0,28.0,0,1,fixed_training_nr,256,1024,v6p1if1_0308,main,source_aware
0,,2657,0.5134073495864868,0.17164215445518494,0.16828638315200806,0.35874345898628235,91,10.37890625,7.0,1,1.0,32.0,0,10,2.5947265625,2.0,1,1.0,6.0,0,2657,0.5134073495864868,0.17164215445518494,0.16828638315200806,0.35874345898628235,10,2.5947265625,2.0,1,1.0,6.0,0,91,10.37890625,7.0,1,1.0,32.0,0,4200,2.409494638442993,0.5246292352676392,0.48768341541290283,1.1378731727600098,38,16.40625,15.5,6,8.75,28.25,0,0,38,16.40625,15.5,6,8.75,28.25,0,1,fixed_training_nr,256,1024,v6p1if1_0511,main,source_aware
0,,2428,0.6285803318023682,0.18280252814292908,0.17864307761192322,0.3678991496562958,67,9.484375,7.0,1,1.0,28.0,0,8,2.37109375,2.0,1,1.0,5.0,0,2428,0.6285803318023682,0.18280252814292908,0.17864307761192322,0.3678991496562958,8,2.37109375,2.0,1,1.0,5.0,0,67,9.484375,7.0,1,1.0,28.0,0,4168,2.230820894241333,0.5281789302825928,0.4696614742279053,1.1899831295013428,41,16.28125,15.0,7,9.0,29.0,0,0,41,16.28125,15.0,7,9.0,29.0,0,1,fixed_training_nr,256,1024,v6p1if1_0041,main,source_aware
0,,2784,0.5376453995704651,0.1833132654428482,0.18221724033355713,0.3688908815383911,74,10.875,7.0,1,1.0,32.0,0,9,2.71875,2.0,1,1.0,6.0,0,2784,0.5376453995704651,0.1833132654428482,0.18221724033355713,0.3688908815383911,9,2.71875,2.0,1,1.0,6.0,0,74,10.875,7.0,1,1.0,32.0,0,4106,2.574387550354004,0.5297998785972595,0.47323939204216003,1.157914161682129,36,16.0390625,15.0,5,9.0,27.0,0,0,36,16.0390625,15.0,5,9.0,27.0,0,1,fixed_training_nr,256,1024,v6p1if1_0846,main,source_aware
0,,2640,0.49548032879829407,0.17587345838546753,0.18221724033355713,0.3514036238193512,86,10.3125,6.0,1,1.0,36.25,0,9,2.578125,2.0,1,1.0,6.0,0,2640,0.49548032879829407,0.17587345838546753,0.18221724033355713,0.3514036238193512,9,2.578125,2.0,1,1.0,6.0,0,86,10.3125,6.0,1,1.0,36.25,0,4138,2.410656452178955,0.5283518433570862,0.47124290466308594,1.1961036920547485,41,16.1640625,15.0,7,9.0,27.25,0,0,41,16.1640625,15.0,7,9.0,27.25,0,1,fixed_training_nr,256,1024,v6p1if1_0572,main,source_aware
0,,2450,0.45500680804252625,0.16709400713443756,0.16828639805316925,0.3262594938278198,58,9.5703125,7.0,1,1.0,28.0,0,8,2.392578125,2.0,1,1.0,5.0,0,2450,0.45500680804252625,0.16709400713443756,0.16828639805316925,0.3262594938278198,8,2.392578125,2.0,1,1.0,5.0,0,58,9.5703125,7.0,1,1.0,28.0,0,4106,2.0617895126342773,0.5281383991241455,0.48083093762397766,1.1553465127944946,39,16.0390625,14.0,6,9.0,27.25,0,0,39,16.0390625,14.0,6,9.0,27.25,0,1,fixed_training_nr,256,1024,v6p1if1_0347,main,source_aware
0,,2554,0.46318235993385315,0.17885422706604004,0.18221721053123474,0.37247008085250854,88,9.9765625,6.0,1,1.0,32.25,0,9,2.494140625,2.0,1,1.0,6.0,0,2554,0.46318235993385315,0.17885422706604004,0.18221721053123474,0.37247008085250854,9,2.494140625,2.0,1,1.0,6.0,0,88,9.9765625,6.0,1,1.0,32.25,0,4092,2.0060298442840576,0.5093600153923035,0.46631938219070435,1.0974968671798706,42,15.984375,15.0,6,9.0,28.0,0,0,42,15.984375,15.0,6,9.0,28.0,0,1,fixed_training_nr,256,1024,v6p1if1_0286,main,source_aware
0,,2454,0.5127105712890625,0.17798282206058502,0.17862233519554138,0.3746596872806549,68,9.5859375,7.0,1,1.0,28.25,0,9,2.396484375,2.0,1,1.0,5.0,0,2454,0.5127105712890625,0.17798282206058502,0.17862233519554138,0.3746596872806549,9,2.396484375,2.0,1,1.0,5.0,0,68,9.5859375,7.0,1,1.0,28.25,0,4102,2.557945728302002,0.5167927145957947,0.468149334192276,1.096032738685608,40,16.0234375,15.0,6,8.0,27.25,0,0,40,16.0234375,15.0,6,8.0,27.25,0,1,fixed_training_nr,256,1024,v6p1if1_0124,main,source_aware
0,,2289,0.4763885736465454,0.17252443730831146,0.16944174468517303,0.3625502586364746,53,8.94140625,6.0,1,1.0,25.75,0,7,2.2353515625,2.0,1,1.0,5.0,0,2289,0.4763885736465454,0.17252443730831146,0.16944174468517303,0.3625502586364746,7,2.2353515625,2.0,1,1.0,5.0,0,53,8.94140625,6.0,1,1.0,25.75,0,4192,2.3320541381835938,0.5230257511138916,0.4693105220794678,1.1381311416625977,36,16.375,15.0,4,8.75,30.0,0,0,36,16.375,15.0,4,8.75,30.0,0,1,fixed_training_nr,256,1024,v6p1if1_1017,main,source_aware
0,,2960,0.5611090064048767,0.17592835426330566,0.17875373363494873,0.35133615136146545,83,11.5625,7.0,1,1.0,38.5,0,14,2.890625,2.0,1,1.0,7.0,0,2960,0.5611090064048767,0.17592835426330566,0.17875373363494873,0.35133615136146545,14,2.890625,2.0,1,1.0,7.0,0,83,11.5625,7.0,1,1.0,38.5,0,4128,2.425652265548706,0.5186731815338135,0.47088444232940674,1.1514561176300049,45,16.125,15.0,6,9.0,27.25,0,0,45,16.125,15.0,6,9.0,27.25,0,1,fixed_training_nr,256,1024,v6p1if1_0854,main,source_aware
