sample_id,role,deltaT_quartile,true_scale_cv_rms_K,physics_24_nearest_train_sample_id,physics_24_nearest_distance,physics_24_mean_k_distance,physics_24_neighbor_log_target_scale_mean,physics_24_neighbor_log_target_scale_variance,physics_24_neighbor_log_target_scale_std,pooled_latent_96_nearest_train_sample_id,pooled_latent_96_nearest_distance,pooled_latent_96_mean_k_distance,pooled_latent_96_neighbor_log_target_scale_mean,pooled_latent_96_neighbor_log_target_scale_variance,pooled_latent_96_neighbor_log_target_scale_std,combined_120_nearest_train_sample_id,combined_120_nearest_distance,combined_120_mean_k_distance,combined_120_neighbor_log_target_scale_mean,combined_120_neighbor_log_target_scale_variance,combined_120_neighbor_log_target_scale_std
sample_0426,valid_iid,Q4,1.2874419959677592,sample_0683,2.0191005458313045,2.487932585903958,0.1531287561774312,0.2577868673549753,0.5077271583783709,sample_0440,4.457013007243741,5.833954519578311,0.25131112719370885,0.2905086817098676,0.5389885728935889,sample_0440,5.464492536741561,6.701995747997938,0.27004850444423356,0.31631240015620143,0.5624165717297113
sample_0427,valid_iid,Q3,0.40927183736751865,sample_0046,1.9231818524649622,2.505863404316778,-1.1600970066948855,0.2771024802078162,0.5264052433323743,sample_0469,4.36092196704094,5.190408183391591,-0.9082378181983517,0.5176046609690085,0.7194474692213522,sample_0046,5.0853807600893655,6.1749255089570045,-0.6766008312507725,0.2395247409684572,0.48941264896655173
sample_0445,valid_iid,Q4,0.891042105596325,sample_0921,1.331586657508738,1.8798400690883565,-0.38770740408111654,0.34238221510751593,0.5851343564579984,sample_0991,5.453674212755094,6.779932794079135,-0.0008831011321345228,0.38968581251490575,0.6242481978467425,sample_0319,6.3799475263410175,7.420241196434176,0.0016985143287960246,0.39024462595630854,0.6246956266505381
sample_0446,valid_iid,Q1,0.1310501961976198,sample_0149,2.2251528698697807,2.65714171662994,-1.035654553952089,0.7756718535963897,0.8807223476194922,sample_0909,5.584816713279546,6.476843522041595,-1.969003524041052,0.2763009424047076,0.5256433604685857,sample_0484,6.76867465020307,7.546277021407161,-1.9342449486229225,0.2507836747458273,0.5007830615604199
sample_0454,valid_iid,Q3,0.4176986779773392,sample_0121,2.3520416058326408,2.989076448469991,-0.8954530771996219,0.8873442178227808,0.9419894998474139,sample_0280,5.985359792509302,6.516441536413607,-1.1583870722363332,0.1835699744448243,0.42845066745755495,sample_0968,6.972066933514423,7.970389801468424,-1.1877975432701764,0.20940919207649283,0.45761249117183506
sample_0460,valid_iid,Q1,0.1356497507851659,sample_0498,1.68669041686122,1.9648022939277492,-2.275471399981967,0.36778496945897404,0.6064527759512476,sample_0116,4.176644440328191,5.0789554229901155,-1.9469735346120765,0.6674094027228442,0.816951285403753,sample_0784,4.9854192090500655,5.967698253290441,-2.200611293848727,0.24162814327497747,0.49155685660458187
sample_0463,valid_iid,Q2,0.19819539260262883,sample_1029,2.137042154968271,2.781978519768413,-1.836279477029588,0.6018455272855728,0.7757870373276243,sample_0294,4.983064489337191,6.003163139858752,-1.9698713321787014,0.4477569725076031,0.6691464507173323,sample_0294,5.595793670523027,6.852385899214758,-1.8004468349617,0.19132022670385357,0.43740167661298873
sample_0480,valid_iid,Q3,0.5908209952841686,sample_0275,0.9976405335310342,1.4235346286983253,-0.09442996275775943,0.21110916794129225,0.4594661771461445,sample_0771,4.56260555104925,5.213271477243124,-0.5570443283094276,0.7836296174462769,0.885228567911292,sample_0275,5.144119942218483,5.93803743735264,-0.24596564081621222,0.29562058724668994,0.543710021285878
sample_0497,valid_iid,Q4,1.2061742300649378,sample_0936,1.460139468085518,1.7247595901526729,0.012730345358931736,0.23309166876401566,0.48279568014224783,sample_0357,3.1807509924557813,4.220620788219279,0.18428978416591524,0.35674283936472506,0.597279532015559,sample_0357,3.779071286970109,4.820834224936709,0.24430146420549845,0.29614025875542244,0.5441877054430966
sample_0515,valid_iid,Q4,1.1829935023061868,sample_0474,1.4664581107299706,1.8263944182282619,-0.361591288968243,0.3150847980834367,0.5613241470696203,sample_0474,3.9351529330075534,5.73603321080874,-0.1321944758995163,0.23020598596348424,0.4797978594819742,sample_0474,4.199515209721673,6.410244586065403,-0.1321944758995163,0.23020598596348424,0.4797978594819742
sample_0516,valid_iid,Q3,0.3631327000516148,sample_0219,1.1994674592210286,1.7478859154062238,-0.7382039140510807,0.14575121025734264,0.38177376842489147,sample_0060,2.8414431216568,4.0730751873961974,-0.4601151876375775,0.3387771662747959,0.58204567370164,sample_0060,3.2444665177637604,4.7131908504415865,-0.5360087099631385,0.27601255368236016,0.5253689690896867
sample_0518,valid_iid,Q2,0.30127662022507934,sample_0482,2.3548224035026464,3.1531067777827078,-0.836629057766439,0.7766651245817648,0.8812860628546016,sample_0690,7.263604453541856,8.69486711171317,-0.7038057289408567,0.38286838497301,0.6187635937682582,sample_0690,8.306407777320027,9.60838564953604,-0.7038057289408567,0.38286838497301,0.6187635937682582
sample_0531,valid_iid,Q3,0.6941838932469186,sample_0537,1.5620663779334871,1.963293255255794,-0.38534380271468804,0.22250778643370617,0.47170731013384365,sample_0462,4.03774408508672,4.493168616578338,-0.2897159501924002,0.23221558495028502,0.48188752313199085,sample_0160,4.635446746301127,5.3459515402705176,-0.28316588237536555,0.2961326270293595,0.5441806933632978
sample_0534,valid_iid,Q3,0.5440257418572824,sample_0251,1.7450045221968717,2.2975237968736026,-1.2826074374647634,0.5367973075967385,0.7326645259576435,sample_0625,4.70790830805246,6.175944961334061,0.24272781410197836,0.1749718139488084,0.4182963231356551,sample_0625,5.168588114672242,7.09290934255058,0.24272781410197836,0.1749718139488084,0.4182963231356551
sample_0545,valid_iid,Q2,0.1781799768004829,sample_0954,1.7936668088992958,2.0820782139302807,-1.4265465719036663,0.5326614927401785,0.7298366205803725,sample_0372,4.966051063898742,5.587154694921802,-1.102642699549241,0.2450850834931944,0.4950606866770926,sample_0372,5.816616747205187,6.32169835730115,-1.1355606200023582,0.2448731667005199,0.4948466092644466
sample_0561,valid_iid,Q1,0.15197174668891367,sample_0481,1.2758690855523371,1.7834266297646182,-0.9805633609211023,0.5245878243487566,0.7242843532403255,sample_0891,5.377395620081202,6.431908179241086,-1.9547749747209615,0.3448470553634335,0.5872367966701623,sample_0912,6.043592112751084,6.999506566601791,-1.7726318688538434,0.28713987879552494,0.5358543447575329
sample_0562,valid_iid,Q3,0.5364410717359955,sample_0091,1.0189689727236473,1.577882590069922,-0.07333932034329327,0.2028847606410101,0.4504273089423088,sample_0635,4.365721671795957,5.169283167175801,-0.7469542245901569,0.29957484842662624,0.5473343113916999,sample_0678,5.025307637579927,5.688427584295902,-0.702287407132344,0.20265342418600835,0.450170439040602
sample_0587,valid_iid,Q4,0.9443167116507968,sample_0091,1.0842760009563015,1.510837828981807,-0.19271474643291403,0.17983574749655865,0.424070451100473,sample_0352,3.529392676992017,4.20821504432527,-0.685139349011151,0.2589017087731996,0.5088238484713542,sample_0069,4.337687981316414,4.766588768603173,-0.5341180448195806,0.28544168902074724,0.5342674321168634
sample_0588,valid_iid,Q2,0.31733188376254684,sample_0747,1.1061754166756386,1.507543748391912,-0.9010304666139547,0.28667243821097355,0.5354180032563096,sample_0280,4.700039683712497,5.547629942571595,-1.2461206407891408,0.12327382384315826,0.3511037223430681,sample_0280,5.020008966801426,5.947618040932921,-1.2926881097516376,0.11419657985856253,0.3379298445810351
sample_0594,valid_iid,Q3,0.35887469769471425,sample_0633,1.2151409747939723,1.4773005202327527,-0.9842571934284349,0.1472548761444647,0.38373803062045425,sample_0826,3.7004169080073557,4.3261369739957,-0.8985878864724957,0.2073496479390748,0.4553566162241137,sample_0219,4.204361077493365,4.762643291854174,-0.8985878864724957,0.2073496479390748,0.4553566162241137
sample_0599,valid_iid,Q3,0.5728209870138453,sample_0443,1.4383700859621897,1.9323871092573532,-0.543602645250704,0.2868697840526573,0.5356022629271251,sample_0575,4.8433333578835445,6.851063657490144,-0.9719053928386938,0.40650597387539233,0.6375782100067351,sample_0575,5.4804194234150705,7.444116276230639,-0.7133027140380881,0.5904692311871941,0.7684199575669506
sample_0606,valid_iid,Q2,0.35486834510187976,sample_0205,2.9719666271205187,3.549803189506055,-0.8377149026537307,0.43732612765451656,0.6613063795658685,sample_0928,5.934809459957016,7.165775629073872,0.03653294178598392,0.2974649168487906,0.5454034441115958,sample_0328,7.676200790577095,8.431363324466407,0.023537951802009807,0.28409595259274495,0.5330065220921268
sample_0617,valid_iid,Q4,1.6954972295571176,sample_0413,0.699491771348781,1.4106276631760606,0.23086217456768235,0.12062599967897877,0.3473125389026126,sample_0250,4.16970706775818,5.3677146017567905,0.5448851572443546,0.0930422382645266,0.30502825814099027,sample_0559,5.289873841154149,6.088920429782724,0.4519846570529979,0.10823367852107053,0.32898887294416285
sample_0664,valid_iid,Q2,0.21182580625281516,sample_0895,0.7673228147272185,1.2819645877433685,-1.284520356235183,0.7946436037612914,0.8914278455159965,sample_0895,4.318564267765603,5.144751902036502,-1.580393936360137,0.26191834508279294,0.5117795864264155,sample_0895,4.3862035562457375,5.633151275505569,-1.6226659940574486,0.29755778898740093,0.5454885782373458
sample_0674,valid_iid,Q4,1.9653323024035245,sample_0814,0.7640620872305596,1.8834608711712761,0.37184920678704403,0.3174938850432899,0.563465957306464,sample_0814,4.563841834568328,5.644263764992839,0.11555873070231497,0.17001786014032677,0.4123322205944216,sample_0814,4.627358119283521,6.230896853232571,0.15023997984233134,0.18566113584910454,0.43088413274232384
sample_0680,valid_iid,Q1,0.13988127549974655,sample_0796,1.6301672757099466,2.4493649698947952,-1.432611519849394,0.9552179474985613,0.9773525195642365,sample_0909,4.599081983102745,5.675364206657455,-1.9458197645543958,0.43396181942373024,0.6587577850953492,sample_0909,5.312098827547337,6.586927109702989,-2.080610629973883,0.30763327620941483,0.5546469834132471
sample_0684,valid_iid,Q3,0.4675902590684859,sample_0737,1.034079266866178,1.6135272306190866,-0.6011013302781479,0.5272184372366462,0.7260980906438511,sample_0832,4.794154036651622,6.054860168497685,-0.2231634829640611,0.47162035258714197,0.6867462068239926,sample_0569,5.271442052984044,6.694886096877424,-0.30308465863751477,0.42242619448749313,0.6499432240492189
sample_0699,valid_iid,Q4,1.0241175065901906,sample_0207,1.4948266875027012,1.8963843254213988,0.06560851223869879,0.5303277607866888,0.7282360611688279,sample_0834,4.423661836915086,5.0109711039740015,-0.21396692865059216,0.223673185710395,0.47294099601366235,sample_0834,4.687308636341264,5.775341989874496,-0.26408412843181417,0.13821261938648738,0.37176957834993357
