sweep,route,mode,stage,median_s,p95_s,share_of_elapsed_median,measurement_count,execution_commit
K_plus_Q_scale,U_v2_16384_reconstruction,graph_only_reuse,h2d_sync,0.0015743076801300049,0.001789464964531362,0.007666439972506896,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,graph_only_reuse,neural_forward,0.0018737937789410353,0.003146885451860726,0.0091248538696845,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,graph_only_reuse,query_group_pack,0.012622612761333585,0.014413732173852622,0.06146860887000959,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,graph_only_reuse,reconstruction_apply,0.001307289581745863,0.0013627098174765705,0.006366136195378706,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,graph_only_reuse,reconstruction_map,0.13774927938356996,0.1402685807319358,0.6708006287328875,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,anchor_dynamic_pack,0.014377950690686703,0.0157831029035151,0.21140120734447215,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,dynamic_anchor_assembly,0.00015843752771615982,0.000197515357285738,0.002329531194564819,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,dynamic_query_assembly,0.006931921932846308,0.007582901138812303,0.10192110804570766,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,h2d_enqueue,0.02415760001167655,0.02724854275584221,0.35519288658579656,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,h2d_sync,0.001599573064595461,0.0017800675006583333,0.0235187673379778,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,neural_forward,0.0018133367411792278,0.0030253238277509805,0.026661767358521292,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,query_dynamic_pack,0.013941180193796754,0.015668821963481606,0.20497930394798958,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,reconstruction_apply,0.001312257256358862,0.001377279870212078,0.01929431907987427,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_plus_Q_scale,U_v2_16384_reconstruction,full_static_reuse,reconstruction_map_cache_lookup,0.0,0.0,0.0,48,ebc7179f3187b639aafe2c106626e3b591d6bcc3
K_only,U_v2_direct240825,fresh_new_case,anchor_graph,0.019771820632740855,0.02225772563833743,0.020451156188937718,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,anchor_group_pack,0.017749715596437454,0.019348502345383167,0.018359574098647143,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,device_payload_call_overhead,6.927945651113987e-05,9.223448578268289e-05,7.165981383868293e-05,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,dynamic_anchor_assembly,0.00023009325377643108,0.00034226279240101576,0.00023799897634163165,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,dynamic_query_assembly,0.013970942934975028,0.0218619431136176,0.014450967433761421,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,graph_call_overhead,0.0015073157846927643,0.0019215139793232082,0.0015591053100975688,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,h2d_enqueue,0.025378535268828273,0.028130948566831647,0.026250510677292272,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,h2d_sync,0.00013934331946074963,0.0010760203935205937,0.00014413098536094666,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,mapping_call_overhead,1.4246907085180283e-06,2.5541288778185844e-06,1.473641337438711e-06,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,neural_forward,0.0186438059899956,0.019684264319948852,0.019284384343759692,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,packing_call_overhead,0.0002745203673839569,0.0003918563481420278,0.0002839525511938449,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,prediction_call_overhead,0.0016394250560551882,0.0018043538555502891,0.001695753694322019,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
K_only,U_v2_direct240825,fresh_new_case,query_graph,0.8153256587684155,1.0230360596906394,0.8433392504436215,48,fb4bcf918497ae6e86970c84d08ad458f433fdde
