sample_id,family_id,selection_bin,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,total_source_area_mm2,layout_seed,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,solver_cv_mean_minus_projected_unweighted_mean_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,0,37.35622210798272,36.22087486342119,20.753456726657063,1.7963844633780077,0.0036155370947053445,0.9979913685433376,0.002008631719280747,-2.626183462439085e-10,6.870893092678651e-11,336.9413229675658,335.92660274434206,336.1542892750079,20.5642632302105,10217.381816290392,0.5648680691190072,217.68098955765933,19.999395161091492,9999.700826732733,20.522957204203212,20.522957198813508,-2.626183268292836e-10,True,0.02738355072676768,-0.14890988989549214,240,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l01,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,1,37.304767279854616,36.220874863418935,20.72487071103034,1.7963844633780401,0.0036155370947045843,0.9979913685433556,0.0020086317192803244,-2.6263593417155057e-10,7.003098631083092e-11,336.94796266635586,335.92657693915334,336.1542908230459,20.567959375954782,10219.218251271954,0.5685785799337446,219.5169963744449,19.99938079602104,9999.701254897509,20.526645925753257,20.52664592036222,-2.6263603755266495e-10,True,0.016290079942734792,-0.1525445617027188,264,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l02,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,2,37.328329540741095,36.22087486341843,20.737960855967273,1.7963844633780053,0.003615537094704616,0.9979913685433363,0.002008631719280342,-2.6261658453584513e-10,6.978177379325839e-11,336.9616775178162,335.9266233643584,336.1542593021808,20.57559407317059,10223.0115608414,0.5761874334581076,223.31902411345655,19.99940663971248,9999.692536727942,20.534265287675673,20.534265282283034,-2.626166141572205e-10,True,0.029206410532083282,-0.16888786593145255,264,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,3,37.33820082625033,36.220874863414814,20.743444903472405,1.796384463378006,0.0036155370947035343,0.9979913685433366,0.002008631719279741,-2.626163537212493e-10,6.9839043567439e-11,336.9582725669189,335.9265937360149,336.15426441440405,20.573698626529424,10222.069805634057,0.5743084801367849,222.37585494355218,19.99939014639264,9999.693950690504,20.532373648288267,20.532373642896125,-2.6261658474104507e-10,True,0.009560629548502675,-0.16313874818177254,264,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,4,37.311553551417774,36.220874863417144,20.728640861898764,1.7963844633779784,0.003615537094704346,0.9979913685433213,0.002008631719280192,-2.62601508343236e-10,6.975994387411109e-11,336.93268727116396,335.9265630390492,336.15426373251705,20.559455965074736,10214.99332015125,0.560082906875519,215.2995580620807,19.999373058199218,9999.69376208917,20.518159595091088,20.518159589702986,-2.6260164239958387e-10,True,0.012821949935130306,-0.14731173738991998,264,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,5,37.37835911216615,36.22087486341596,20.76575506231453,1.7963844633779957,0.0036155370947038965,0.9979913685433309,0.0020086317192799423,-2.6261088042774877e-10,6.98169034676387e-11,336.9790375509165,335.92661120513907,336.1542634676409,20.585257947165474,10227.813069622223,0.5858580761706096,228.11938079234292,19.999399870994864,9999.69368882988,20.54390975050915,20.543909745114096,-2.6261092143005564e-10,True,0.031102020854120838,-0.16208078342505416,240,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l06,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,6,37.36466637950599,36.22087486341641,20.75814798861444,1.7963844633780144,0.0036155370947040036,0.9979913685433413,0.0020086317192800018,-2.6262130201996453e-10,6.986224660840956e-11,336.97278953410256,335.9266385805184,336.15432386180794,20.581779840478585,10226.084967641424,0.5823647303300196,226.37457474672308,19.99941511014857,9999.710392894702,20.54043863005698,20.54043862466262,-2.626213994078229e-10,True,0.011534021116460735,-0.153435972752618,240,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l07,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,16.0,7,37.39979614610127,36.22087486341439,20.777664525611815,1.796384463377941,0.003615537094703634,0.9979913685433006,0.0020086317192797966,-2.625803885667836e-10,6.985519687872632e-11,336.9561377725399,335.9265133129016,336.1541778399586,20.572510242627654,10221.479355495085,0.5731648656669897,221.80934991817747,19.999345376960665,9999.670005576909,20.53118765141104,20.531187646019955,-2.625803621159432e-10,True,0.0033489649158582324,-0.16086366129579943,240,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l00,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,0,36.94750796467417,36.22087486342059,20.526393313707874,1.7963844633779689,0.003615537094705365,0.997991368543316,0.002008631719280758,-2.6259676989787456e-10,6.862347186385766e-11,336.648971678465,335.92674056889786,336.15442851499995,20.401518954104787,10136.522104042073,0.4020470697063537,136.78276574433542,19.999471884398435,9999.739338297737,20.36053982136944,20.360539816022825,-2.6259685967339236e-10,True,0.01473830635518425,-0.08842827325563007,480,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l01,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,1,36.92550311052463,36.22087486341827,20.514168394735904,1.7963844633779895,0.003615537094704641,0.9979913685433275,0.002008631719280356,-2.626078400839233e-10,6.954063288302964e-11,336.65438438995847,335.9267164991424,336.15443031013564,20.40453206828129,10138.019173871267,0.40507358288310424,138.2793390655753,19.999458485398186,9999.739834805692,20.36354688331026,20.36354687796263,-2.6260797910611847e-10,True,0.026622853151536674,-0.08635457012685066,504,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l02,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,2,36.95320712890452,36.22087486341871,20.529559516058068,1.796384463377927,0.0036155370947049924,0.9979913685432927,0.0020086317192805512,-2.625732482522094e-10,6.938866017328638e-11,336.6698035048473,335.926766702119,336.15440833679077,20.413115484139354,10142.283855571775,0.41362905206334954,142.55009824442428,19.999486432076004,9999.73375732735,20.372113058248512,20.37211305289934,-2.6257324200493605e-10,True,0.013443686392008658,-0.10193278689315832,504,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l03,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,3,36.970911403532796,36.22087486341731,20.539395224184887,1.7963844633780548,0.0036155370947041007,0.9979913685433638,0.002008631719280056,-2.626438071658595e-10,6.954308082980042e-11,336.66667325072467,335.9267145252977,336.15439466180146,20.411372953968847,10141.4180771185,0.4119155673588301,141.68810207301567,19.99945738661002,9999.729975045484,20.370374028180372,20.370374022830216,-2.626439684653324e-10,True,0.001315403302271534,-0.09679825014936227,504,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l04,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,4,36.9319215263597,36.220874863419304,20.517734181310946,1.796384463378042,0.003615537094704712,0.9979913685433566,0.0020086317192803955,-2.6263699187100326e-10,6.98329279086732e-11,336.65401725416524,335.92670989737667,336.154412589523,20.404327693437388,10137.91762995557,0.4048728830691923,138.18269638940706,19.999454810368196,9999.734933566164,20.36334291898069,20.363342913632522,-2.6263695383920847e-10,True,0.01017245431671654,-0.0919598457558024,504,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l05,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,5,36.96320041672345,36.220874863417194,20.53511134262414,1.7963844633780648,0.003615537094704032,0.9979913685433693,0.002008631719280018,-2.626493202134397e-10,6.968342554992321e-11,336.67032914530245,335.92674904710015,336.15440269504893,20.41340809435895,10142.429239356008,0.4139314903692797,142.69704244197507,19.99947660398967,9999.732196914032,20.37240508072358,20.372405075372782,-2.6264934816769544e-10,True,0.005781611175564194,-0.09667556760579288,480,7,True,True
p1d1024_f00_near_adiabatic_q1_30_42p5_a32_l06,f00_near_adiabatic,q1_30_42p5,500.0,1.0,1.8,32.0,6,36.93102112520057,36.22087486341991,20.517233958444763,1.796384463377957,0.0036155370947051763,0.9979913685433095,0.0020086317192806536,-2.6259012711163066e-10,6.913055176960768e-11,336.6434689838746,335.9267857806072,336.1544948083714,20.39845574870397,10135.000146323384,0.39895869613553014,135.2424723339923,19.99949705256844,9999.757673989392,20.357482768819214,20.35748276347354,-2.625900466146802e-10,True,0.008661114827248184,-0.08744140910832954,504,7,True,True
