sample_id,source_id,active_layer,slot_index,declared_source_area_m2,package_power_fraction,source_power_W,surface_power_density_W_m2,surface_power_density_W_cm2,realized_source_control_volume_m3,q_W_m3,covered_control_volume_count,covered_x_node_count,covered_y_node_count,covered_z_node_count,resolved_x_interval_count,resolved_y_interval_count,group_id,split_role
p1f_pilot_g001_t0_b1_p0,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,0.9043793557614652,190369.40154276908,19.03694015427691,6.277465820312502e-10,1440675874.068628,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t0_b1_p0,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,0.9594688874236826,201443.1778404224,20.14431778404224,6.982421875000003e-10,1374120476.5340567,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t0_b1_p1,src_00,silicon_die_lower,5,4.6651633485395476e-06,0.27516194025148966,1.650971641508938,353893.6406215621,35.38936406215621,4.998779296874989e-10,3302749618.3739314,546,13,14,3,12,13,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t0_b1_p1,src_01,silicon_die_lower,6,4.294546203880483e-06,0.2588759989522233,1.5532559937133397,361681.053124971,36.1681053124971,4.94384765624999e-10,3141795827.283878,540,12,15,3,11,14,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t0_b1_p1,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,1.3565690336421978,285554.1023141536,28.55541023141536,6.277465820312502e-10,2161013811.102942,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t0_b1_p1,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,1.439203331135524,302164.76676063356,30.216476676063355,6.982421875000003e-10,2061180714.801085,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p0,src_00,silicon_die_lower,5,4.6651633485395476e-06,0.27516194025148966,1.1006477610059586,235929.09374770807,23.59290937477081,4.998779296874989e-10,2201833078.915954,546,13,14,3,12,13,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p0,src_01,silicon_die_lower,6,4.294546203880483e-06,0.2588759989522233,1.0355039958088932,241120.70208331404,24.112070208331403,4.94384765624999e-10,2094530551.5225852,540,12,15,3,11,14,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p0,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,0.9043793557614652,190369.40154276908,19.03694015427691,6.277465820312502e-10,1440675874.068628,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p0,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,0.9594688874236826,201443.1778404224,20.14431778404224,6.982421875000003e-10,1374120476.5340567,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p1,src_00,silicon_die_lower,5,4.6651633485395476e-06,0.27516194025148966,1.650971641508938,353893.6406215621,35.38936406215621,4.998779296874989e-10,3302749618.3739314,546,13,14,3,12,13,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p1,src_01,silicon_die_lower,6,4.294546203880483e-06,0.2588759989522233,1.5532559937133397,361681.053124971,36.1681053124971,4.94384765624999e-10,3141795827.283878,540,12,15,3,11,14,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p1,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,1.3565690336421978,285554.1023141536,28.55541023141536,6.277465820312502e-10,2161013811.102942,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b0_p1,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,1.439203331135524,302164.76676063356,30.216476676063355,6.982421875000003e-10,2061180714.801085,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p0,src_00,silicon_die_lower,5,4.6651633485395476e-06,0.27516194025148966,1.1006477610059586,235929.09374770807,23.59290937477081,4.998779296874989e-10,2201833078.915954,546,13,14,3,12,13,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p0,src_01,silicon_die_lower,6,4.294546203880483e-06,0.2588759989522233,1.0355039958088932,241120.70208331404,24.112070208331403,4.94384765624999e-10,2094530551.5225852,540,12,15,3,11,14,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p0,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,0.9043793557614652,190369.40154276908,19.03694015427691,6.277465820312502e-10,1440675874.068628,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p0,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,0.9594688874236826,201443.1778404224,20.14431778404224,6.982421875000003e-10,1374120476.5340567,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p1,src_00,silicon_die_lower,5,4.6651633485395476e-06,0.27516194025148966,1.650971641508938,353893.6406215621,35.38936406215621,4.998779296874989e-10,3302749618.3739314,546,13,14,3,12,13,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p1,src_01,silicon_die_lower,6,4.294546203880483e-06,0.2588759989522233,1.5532559937133397,361681.053124971,36.1681053124971,4.94384765624999e-10,3141795827.283878,540,12,15,3,11,14,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p1,src_02,silicon_die_upper,5,4.750655034014403e-06,0.2260948389403663,1.3565690336421978,285554.1023141536,28.55541023141536,6.277465820312502e-10,2161013811.102942,748,11,17,4,10,16,p1f_pilot_g001,pilot_only
p1f_pilot_g001_t1_b1_p1,src_03,silicon_die_upper,6,4.762975334829889e-06,0.23986722185592066,1.439203331135524,302164.76676063356,30.216476676063355,6.982421875000003e-10,2061180714.801085,832,13,16,4,12,15,p1f_pilot_g001,pilot_only
p1f_pilot_g002_t0_b0_p0,src_00,silicon_die_lower,0,5.09497828046424e-06,0.22869084848024665,0.9147633939209866,179542.15770231627,17.954215770231627,6.069946289062488e-10,1507037048.3661613,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p0,src_01,silicon_die_lower,5,5.338075278715919e-06,0.24077653064766663,0.9631061225906665,180421.9821385402,18.042198213854018,6.069946289062487e-10,1586679810.2086992,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p0,src_02,silicon_die_upper,0,4.790211722185953e-06,0.16799487883324177,0.6719795153329671,140281.7984475888,14.028179844758881,6.646728515625002e-10,1010992872.287909,792,11,18,4,10,17,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p0,src_03,silicon_die_upper,5,5.057658068939165e-06,0.18116237420421474,0.724649496816859,143277.67653317316,14.327767653317316,6.982421875000002e-10,1037819698.937711,832,13,16,4,12,15,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p0,src_04,silicon_die_upper,10,4.781844791261898e-06,0.1813753678346302,0.7255014713385208,151719.9957355926,15.171999573559258,6.5460205078125e-10,1108309194.0708928,780,13,15,4,12,14,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p1,src_00,silicon_die_lower,0,5.09497828046424e-06,0.22869084848024665,1.3721450908814798,269313.2365534744,26.931323655347438,6.069946289062488e-10,2260555572.549242,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p1,src_01,silicon_die_lower,5,5.338075278715919e-06,0.24077653064766663,1.444659183886,270632.9732078103,27.063297320781032,6.069946289062487e-10,2380019715.3130493,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p1,src_02,silicon_die_upper,0,4.790211722185953e-06,0.16799487883324177,1.0079692729994507,210422.6976713832,21.042269767138322,6.646728515625002e-10,1516489308.4318638,792,11,18,4,10,17,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p1,src_03,silicon_die_upper,5,5.057658068939165e-06,0.18116237420421474,1.0869742452252884,214916.51479975975,21.491651479975975,6.982421875000002e-10,1556729548.4065664,832,13,16,4,12,15,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b0_p1,src_04,silicon_die_upper,10,4.781844791261898e-06,0.1813753678346302,1.0882522070077814,227579.9936033889,22.75799936033889,6.5460205078125e-10,1662463791.1063395,780,13,15,4,12,14,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p0,src_00,silicon_die_lower,0,5.09497828046424e-06,0.22869084848024665,0.9147633939209866,179542.15770231627,17.954215770231627,6.069946289062488e-10,1507037048.3661613,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p0,src_01,silicon_die_lower,5,5.338075278715919e-06,0.24077653064766663,0.9631061225906665,180421.9821385402,18.042198213854018,6.069946289062487e-10,1586679810.2086992,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p0,src_02,silicon_die_upper,0,4.790211722185953e-06,0.16799487883324177,0.6719795153329671,140281.7984475888,14.028179844758881,6.646728515625002e-10,1010992872.287909,792,11,18,4,10,17,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p0,src_03,silicon_die_upper,5,5.057658068939165e-06,0.18116237420421474,0.724649496816859,143277.67653317316,14.327767653317316,6.982421875000002e-10,1037819698.937711,832,13,16,4,12,15,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p0,src_04,silicon_die_upper,10,4.781844791261898e-06,0.1813753678346302,0.7255014713385208,151719.9957355926,15.171999573559258,6.5460205078125e-10,1108309194.0708928,780,13,15,4,12,14,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p1,src_00,silicon_die_lower,0,5.09497828046424e-06,0.22869084848024665,1.3721450908814798,269313.2365534744,26.931323655347438,6.069946289062488e-10,2260555572.549242,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
p1f_pilot_g002_t0_b1_p1,src_01,silicon_die_lower,5,5.338075278715919e-06,0.24077653064766663,1.444659183886,270632.9732078103,27.063297320781032,6.069946289062487e-10,2380019715.3130493,663,13,17,3,12,16,p1f_pilot_g002,pilot_only
