sample_id,package_total_power_W,layer_index,layer_id,bottom_plane_mean_temperature_K,top_plane_mean_temperature_K,top_minus_bottom_temperature_K,absolute_axial_temperature_drop_K,cv_mean_temperature_K,family_id,selection_bin
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,0,pcb_fr4_equivalent,336.1542892750079,336.34046146507956,0.18617219007165886,0.18617219007165886,336.24535764807865,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,1,bt_substrate_with_vias,336.34046146507956,336.40749680162253,0.06703533654297189,0.06703533654297189,336.37464122599147,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,2,silicon_interposer_tsv_0p1,336.40749680162253,336.4073644908726,-0.00013231074990471825,0.00013231074990471825,336.412722216754,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,3,bump_underfill_under_interposer,336.4073644908726,336.40673492262704,-0.0006295682455856877,0.0006295682455856877,336.4130286382877,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,4,silicon_die_lower,336.40673492262704,336.3608626455481,-0.04587227707895636,0.04587227707895636,336.4123345408576,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,5,tim_between_dies,336.3608626455481,336.26317549258727,-0.09768715296081609,0.09768715296081609,336.33350481905285,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,6,silicon_die_upper,336.26317549258727,336.1652730144202,-0.09790247816704323,0.09790247816704323,336.26235298097055,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,7,tim_to_spreader,336.1652730144202,335.9712309715814,-0.19404204283881654,0.19404204283881654,336.1019946974819,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l00,1.8,8,spreader,335.9712309715814,335.92660274434206,-0.04462822723934323,0.04462822723934323,335.9502835441939,f00_near_adiabatic,q1_30_42p5
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l01,1.8,0,pcb_fr4_equivalent,336.1542908230459,336.3403859353945,0.1860951123485961,0.1860951123485961,336.2453576480726,f00_near_adiabatic,q1_30_42p5
