sample_id,source_id,active_layer,declared_source_area_m2,source_power_W,surface_power_density_W_m2,realized_source_control_volume_m3,q_W_m3,covered_control_volume_count,covered_x_node_count,covered_y_node_count,covered_z_node_count,resolved_x_interval_count,resolved_y_interval_count,active_layer_power_W,package_total_power_W,total_source_area_mm2
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l02,src_07,silicon_die_upper,2.0000000000000003e-06,0.225,112499.99999999999,2.6855468749999996e-10,837818181.818182,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_00,silicon_die_lower,2e-06,0.225,112500.00000000001,2.4169921874999955e-10,930909090.9090927,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_01,silicon_die_lower,2e-06,0.225,112500.00000000001,2.4169921874999944e-10,930909090.909093,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_02,silicon_die_lower,2.0000000000000008e-06,0.225,112499.99999999996,2.4169921874999955e-10,930909090.9090927,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_03,silicon_die_lower,2.000000000000002e-06,0.225,112499.99999999988,2.416992187499994e-10,930909090.9090933,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_04,silicon_die_upper,2.0000000000000016e-06,0.225,112499.99999999991,2.6855468750000007e-10,837818181.8181816,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_05,silicon_die_upper,2.0000000000000025e-06,0.225,112499.99999999987,2.685546875000001e-10,837818181.8181815,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_06,silicon_die_upper,1.9999999999999995e-06,0.225,112500.00000000003,2.685546875e-10,837818181.8181818,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l03,src_07,silicon_die_upper,2.0000000000000037e-06,0.225,112499.9999999998,2.6855468749999996e-10,837818181.818182,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_00,silicon_die_lower,1.9999999999999995e-06,0.225,112500.00000000003,2.4169921874999955e-10,930909090.9090927,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_01,silicon_die_lower,1.9999999999999982e-06,0.225,112500.0000000001,2.4169921874999955e-10,930909090.9090927,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_02,silicon_die_lower,1.9999999999999982e-06,0.225,112500.0000000001,2.4169921874999944e-10,930909090.909093,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_03,silicon_die_lower,2.000000000000001e-06,0.225,112499.99999999994,2.416992187499994e-10,930909090.9090933,264,8,11,3,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_04,silicon_die_upper,1.999999999999999e-06,0.225,112500.00000000006,2.9541015625e-10,761652892.5619835,352,8,11,4,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_05,silicon_die_upper,1.9999999999999986e-06,0.225,112500.00000000007,2.9541015624999996e-10,761652892.5619836,352,8,11,4,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_06,silicon_die_upper,1.9999999999999965e-06,0.225,112500.0000000002,2.9541015624999996e-10,761652892.5619836,352,8,11,4,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l04,src_07,silicon_die_upper,2.0000000000000003e-06,0.225,112499.99999999999,2.9541015624999986e-10,761652892.5619838,352,8,11,4,7,10,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_00,silicon_die_lower,1.9999999999999995e-06,0.225,112500.00000000003,2.1972656249999952e-10,1024000000.0000023,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_01,silicon_die_lower,1.9999999999999995e-06,0.225,112500.00000000003,2.197265624999995e-10,1024000000.0000024,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_02,silicon_die_lower,1.9999999999999986e-06,0.225,112500.00000000007,2.1972656249999947e-10,1024000000.0000025,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_03,silicon_die_lower,2.0000000000000016e-06,0.225,112499.99999999991,2.197265624999994e-10,1024000000.0000029,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_04,silicon_die_upper,1.9999999999999995e-06,0.225,112500.00000000003,2.6855468750000007e-10,837818181.8181816,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_05,silicon_die_upper,2.0000000000000003e-06,0.225,112499.99999999999,2.685546875000001e-10,837818181.8181815,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_06,silicon_die_upper,1.9999999999999986e-06,0.225,112500.00000000007,2.685546875e-10,837818181.8181818,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l05,src_07,silicon_die_upper,2.0000000000000016e-06,0.225,112499.99999999991,2.6855468749999996e-10,837818181.818182,320,8,10,4,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l06,src_00,silicon_die_lower,2e-06,0.225,112500.00000000001,2.1972656249999955e-10,1024000000.0000021,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l06,src_01,silicon_die_lower,2e-06,0.225,112500.00000000001,2.197265624999995e-10,1024000000.0000024,240,8,10,3,7,9,0.9,1.8,16.0
p1d1024_f00_near_adiabatic_q1_30_42p5_a16_l06,src_02,silicon_die_lower,2.0000000000000008e-06,0.225,112499.99999999996,2.1972656249999955e-10,1024000000.0000021,240,8,10,3,7,9,0.9,1.8,16.0
