sample_id,family_id,selection_bin,top_h_W_m2K,bottom_h_W_m2K,package_total_power_W,total_source_area_mm2,layout_seed,peak_deltaT_K,mean_deltaT_K,Rth_peak_K_W,top_heat_flux_W,bottom_heat_flux_W,top_heat_fraction,bottom_heat_fraction,energy_balance_relative_error,linear_residual,junction_temperature_K,top_surface_mean_temperature_K,bottom_surface_mean_temperature_K,top_branch_R_ambient_K_W,bottom_branch_R_ambient_K_W,top_internal_R_junction_to_surface_K_W,bottom_internal_R_junction_to_surface_K_W,top_film_R_surface_to_ambient_K_W,bottom_film_R_surface_to_ambient_K_W,effective_R_junction_to_ambient_K_W,parallel_branch_R_effective_K_W,parallel_branch_relative_closure_error,in_30_80_K_window,solver_peak_minus_projected_peak_K,solver_cv_mean_minus_projected_unweighted_mean_K,minimum_source_control_volume_count,minimum_source_in_plane_interval_count,all_layers_covered_by_1024_points,all_interfaces_covered_by_1024_points
p1d64_f01_low_low_low_a48_l2,f01_low_low,low,500.0,20.0,2.0,48.0,2,39.625633971406955,37.68991969366522,19.812816985703478,1.9314842316878633,0.06851576878906317,0.9657421158439317,0.03425788439453158,-2.38463242208109e-10,6.955499937737563e-11,339.29408722859887,338.6289539559361,334.2571337343608,20.34398551328633,573.5042884736804,0.3443638119072536,73.51524449422908,19.999621701379077,499.9890439794513,19.647043614299434,19.647043609614336,-2.384632835010416e-10,True,0.004882477372291305,-0.43396592972150927,744,7,True,True
p1d64_f01_low_low_low_a64_l3,f01_low_low,low,500.0,20.0,2.0,64.0,3,39.49383823753766,37.68991969366908,19.74691911876883,1.9314842316877816,0.06851576878908805,0.9657421158438908,0.034257884394544025,-2.384348274375725e-10,6.84676375529917e-11,339.212058578873,338.62915074826225,334.25736428210087,20.30151628243346,572.3070655396042,0.30179269447174106,72.31465667449697,19.99972358796172,499.9924088651072,19.606029289436492,19.60602928476173,-2.384350047758571e-10,True,0.008467900307493892,-0.37427623274038524,984,7,True,True
p1d64_f01_low_low_high_a16_l0,f01_low_low,high,500.0,20.0,3.5,16.0,0,70.33967694746224,65.9573594580604,20.09705055641778,3.380097405150784,0.11990259537025309,0.9657421157573669,0.03425788439150088,-1.4886778714513175e-10,6.915270433732642e-11,369.54235929491523,367.59983544412927,359.94931142957597,20.574069607858824,579.9904420765204,0.5746946368544978,80.00700765247338,19.99937497100433,499.98343442404695,19.869245512832922,19.869245509875032,-1.4886775298417256e-10,True,0.026647213484807253,-0.7794276745277955,240,7,True,True
p1d64_f01_low_low_high_a32_l1,f01_low_low,high,500.0,20.0,3.5,32.0,1,69.50181349018857,65.95735945806297,19.857660997196735,3.380097405150705,0.11990259537027209,0.9657421157573444,0.03425788439150631,-1.4885063023431907e-10,6.988280966070633e-11,368.98442369526987,367.6000566308712,359.94957063704476,20.409004660679038,575.3372016864068,0.40956425169555793,75.35160544544105,19.99944040898348,499.98559624096583,19.709835341505677,19.709835338571853,-1.4885075393541947e-10,True,0.008046974539240637,-0.6719931458381296,504,7,True,True
p1d64_f01_low_low_high_a48_l2,f01_low_low,high,500.0,20.0,3.5,48.0,2,69.34485944388507,65.957359458058,19.812816983967164,3.3800974051506403,0.1199025953702495,0.9657421157573258,0.034257884391499856,-1.48825650216265e-10,6.974139277376634e-11,368.7646526439842,367.6006694168259,359.949984029826,20.343985513316767,573.5042884738612,0.34436381193767723,73.51524449441015,19.99962170137909,499.989043979451,19.64704361256692,19.647043609642935,-1.4882576961753246e-10,True,0.03701233364233758,-0.6928843959200037,744,7,True,True
p1d64_f01_low_low_high_a64_l3,f01_low_low,high,500.0,20.0,3.5,64.0,3,69.11421690962112,65.95735945806246,19.746919117034604,3.3800974051506967,0.11990259537027179,0.9657421157573419,0.034257884391506226,-1.4884813223251366e-10,6.872056737832232e-11,368.62110250696907,367.6010138034007,359.9503874883603,20.301516282460415,572.3070655398235,0.3017926944986655,72.31465667471724,19.99972358796175,499.9924088651062,19.606029287705447,19.60602928478713,-1.4884789839359008e-10,True,0.011559393795323558,-0.6472555155534678,984,7,True,True
p1d64_f02_750_50_low_a16_l0,f02_750_50,low,750.0,50.0,3.0,16.0,0,40.42320011612139,35.888477883074316,13.474400038707131,2.856820177972181,0.1431798225139028,0.9522733926573936,0.04772660750463426,-1.6202790035594697e-10,6.898439605887849e-11,339.74315071107327,338.08912774412596,328.63439957211267,13.91167390146468,277.5750801563831,0.5789734263643302,77.58600998322886,13.33270047510035,199.9890701731542,13.24771690369109,13.247716901544592,-1.620277747469725e-10,True,0.017483353465649998,-0.8802018178553581,240,7,True,True
p1d64_f02_750_50_low_a32_l1,f02_750_50,low,750.0,50.0,3.0,32.0,1,39.70485884424585,35.88847788305974,13.234952948081949,2.8568201779720828,0.14317982251372602,0.9522733926573609,0.04772660750457534,-1.6193626069712272e-10,6.867919414431412e-11,339.26493722955723,338.0893170126276,328.6346040561012,13.744280277882067,274.23512992407206,0.4115135513234017,74.24463158862324,13.332766726558665,199.99049833544882,13.088312409852412,13.088312407732941,-1.6193614231548932e-10,True,0.010128448563193615,-0.7917609456052688,504,7,True,True
p1d64_f02_750_50_low_a48_l2,f02_750_50,low,750.0,50.0,3.0,48.0,2,39.570462883104994,35.888477883066884,13.190154294368332,2.8568201779721734,0.143179822513811,0.9522733926573911,0.04772660750460367,-1.6199478795423752e-10,6.904559297938188e-11,339.07657413603596,338.0898415427571,328.6349317170821,13.678345748654461,272.91955982321923,0.3453954158148222,72.92677303009407,13.332950332839639,199.9927867931252,13.025524712011986,13.025524709901918,-1.6199489932061003e-10,True,0.03012207815106649,-0.7561390294243893,744,7,True,True
p1d64_f02_750_50_low_a64_l3,f02_750_50,low,750.0,50.0,3.0,64.0,3,39.37278393459616,35.88847788306922,13.124261311532052,2.856820177972164,0.14317982251383723,0.952273392657388,0.04772660750461241,-1.620004223360875e-10,6.848171262870101e-11,338.9535471590673,338.09013624677885,328.63524934798824,13.635281443131433,272.06031181734926,0.30222795223369586,72.06530661875813,13.333053490897736,199.99500519859114,12.984515719689094,12.984515717585598,-1.620003463683346e-10,True,0.021320029014475494,-0.6625669905907543,984,7,True,True
p1d64_f02_750_50_high_a16_l0,f02_750_50,high,750.0,50.0,5.0,16.0,0,67.3720001899311,59.8141298017637,13.47440003798622,4.761366963015479,0.23863303750984072,0.9522733926030957,0.047726607501968145,-1.0506387981834565e-10,6.863532501364555e-11,366.23858451483557,363.4818795699236,347.72399928418844,13.91167390149765,277.5750801567198,0.5789734263972991,77.58600998356577,13.332700475100351,199.98907017315406,13.247716902967113,13.247716901575256,-1.0506393715078347e-10,True,0.015733471524981724,-1.6948784124170118,240,7,True,True
p1d64_f02_750_50_high_a32_l1,f02_750_50,high,750.0,50.0,5.0,32.0,1,66.17476473680983,59.81412980175598,13.234952947361966,4.761366963015487,0.23863303750973505,0.9522733926030973,0.04772660750194701,-1.0504434544422736e-10,6.957980531364603e-11,365.44156204564416,363.48219501742864,347.72434009087385,13.744280277905416,274.23512992401345,0.4115135513467357,74.24463158856423,13.332766726558681,199.9904983354492,13.088312409128832,13.088312407753977,-1.0504454216846741e-10,True,0.01875763492984106,-1.3601005596938478,504,7,True,True
p1d64_f02_750_50_high_a48_l2,f02_750_50,high,750.0,50.0,5.0,48.0,2,65.9507714682133,59.81412980175773,13.19015429364266,4.7613669630155355,0.23863303750975184,0.9522733926031071,0.04772660750195037,-1.0505747383149355e-10,6.950003631567563e-11,365.1276235564406,363.48306923430977,347.7248861924839,13.678345748674044,272.9195598232249,0.34539541583438,72.9267730300987,13.332950332839664,199.9927867931262,13.025524711288119,13.02552470991969,-1.0505748951087992e-10,True,0.023133366282763745,-1.2695524247599508,744,7,True,True
p1d64_f02_750_50_high_a64_l3,f02_750_50,high,750.0,50.0,5.0,64.0,3,65.62130655403581,59.814129801763805,13.124261310807162,4.761366963015545,0.23863303750984022,0.9522733926031091,0.04772660750196804,-1.0507710257456893e-10,6.839106868621821e-11,364.9225785948279,363.4835604076796,347.72541557733655,13.635281443148854,272.06031181726354,0.30222795225111365,72.0653066186705,13.333053490897742,199.99500519859308,12.984515718965577,12.9845157176012,-1.0507723855933543e-10,True,0.01304706367250219,-1.145040163541232,984,7,True,True
p1d64_f03_1000_100_low_a16_l0,f03_1000_100,low,1000.0,100.0,4.0,16.0,0,40.83619946789992,34.11204098038781,10.20904986697498,3.7739062556085745,0.22609374486975334,0.9434765639021436,0.056523436217438335,-1.1958196238781582e-10,6.86156000906105e-11,339.9324079981532,337.73665579197456,322.6075351456683,10.581187049574389,176.61880925169882,0.5818247877555146,76.62694455552202,9.999362261818876,99.9918646961768,9.983101999538306,9.983101998344507,-1.1958195334649582e-10,True,0.0984869843564411,-1.5431059568638616,240,7,True,True
p1d64_f03_1000_100_low_a32_l1,f03_1000_100,low,1000.0,100.0,4.0,32.0,1,39.87823945300727,34.11204098038755,9.969559863251817,3.77390625560858,0.22609374486975664,0.943476563902145,0.05652343621743916,-1.1958412038381994e-10,6.869854519517634e-11,339.29481318173305,337.7369077228116,322.6077759143429,10.412238810472617,173.79876300589024,0.4128097926667226,73.80583340332076,9.999429017805895,99.99292960256948,9.823703295433262,9.823703294258504,-1.195840339708424e-10,True,0.009654707335471358,-1.2247881875688478,504,7,True,True
p1d64_f03_1000_100_low_a48_l2,f03_1000_100,low,1000.0,100.0,4.0,48.0,2,39.699175081249734,34.11204098038293,9.924793770312434,3.7739062556085656,0.22609374486965234,0.9434765639021414,0.056523436217413084,-1.1955449130685025e-10,6.882319651667394e-11,339.04368007508316,337.73760614350954,322.60816443145654,10.345694203998484,172.68801530795395,0.3460801204673827,72.69336731585399,9.999614083531101,99.99464799209997,9.76092001877079,9.760920017603828,-1.1955447193382468e-10,True,0.027826015821972305,-1.329308656190726,744,7,True,True
p1d64_f03_1000_100_low_a64_l3,f03_1000_100,low,1000.0,100.0,4.0,64.0,3,39.435622559218984,34.11204098039175,9.858905639804746,3.773906255608599,0.22609374486982178,0.9434765639021497,0.056523436217455446,-1.196051799268183e-10,6.848243718105934e-11,338.87966563362306,337.73799843556077,322.60853733718415,10.302234077977417,171.96258859796782,0.3025160459048506,71.96629126474667,9.999718032072566,99.99629733322116,9.719916408405766,9.719916407243213,-1.196052179781788e-10,True,0.014584502857644566,-1.0937237668147972,984,7,True,True
p1d64_f03_1000_100_high_a16_l0,f03_1000_100,high,1000.0,100.0,7.0,16.0,0,71.46334906585577,59.6960717130368,10.209049866550824,6.604335947016833,0.3956640535047078,0.9434765638595476,0.056523436214958256,-7.45057983562804e-11,6.900641425353455e-11,369.8817139937869,366.0391476329739,339.5631865031837,10.5811870496007,176.61880925191352,0.5818247877818344,76.62694455573643,9.999362261818867,99.99186469617709,9.983101999112412,9.983101998368614,-7.450569093821165e-11,True,0.060839054512825896,-2.5332131673740577,240,7,True,True
p1d64_f03_1000_100_high_a32_l1,f03_1000_100,high,1000.0,100.0,7.0,32.0,1,69.78691903979626,59.69607171303496,9.969559862828037,6.604335947016825,0.39566405350463985,0.9434765638595464,0.05652343621494855,-7.449494989129692e-11,6.918917459314058e-11,368.7659230650514,366.03958851193863,339.5636078483574,10.412238810491305,173.7987630060132,0.4128097926854064,73.8058334034421,9.999429017805898,99.99292960257111,9.823703295007347,9.82370329427553,-7.44949601277845e-11,True,0.033821414582064335,-2.3189321815688544,504,7,True,True
p1d64_f03_1000_100_high_a48_l2,f03_1000_100,high,1000.0,100.0,7.0,48.0,2,69.47355638919703,59.69607171303025,9.924793769885289,6.604335947016872,0.39566405350450506,0.9434765638595531,0.05652343621492929,-7.448242023144758e-11,6.956500104379145e-11,368.3264401284149,366.0408107481608,339.5642877533115,10.345694204014173,172.68801530800908,0.3460801204830412,72.69336731590639,9.999614083531132,99.99464799210271,9.760920018344986,9.760920017617968,-7.448257378189307e-11,True,0.06276487229496297,-2.3049532070877703,744,7,True,True
p1d64_f03_1000_100_high_a64_l3,f03_1000_100,high,1000.0,100.0,7.0,64.0,3,69.01233947563526,59.696071713038805,9.858905639376465,6.604335947016828,0.39566405350478623,0.9434765638595469,0.05652343621496946,-7.451636926550772e-11,6.886389620866644e-11,368.0394148558594,366.04149725924935,339.5649403383331,10.30223407799125,171.96258859799687,0.3025160459186635,71.96629126477329,9.999718032072586,99.99629733322358,9.71991640797991,9.719916407255619,-7.451625171410168e-11,True,0.022209670259030645,-2.022043536483352,984,7,True,True
p1d64_f04_1500_200_low_a16_l0,f04_1500_200,low,1500.0,200.0,6.0,16.0,0,42.48913932764589,32.69017220342172,7.081523221274314,5.675757687461283,0.3242423130277021,0.9459596145768806,0.05404038550461702,-8.149758645714655e-11,6.853848847016475e-11,341.13218464198445,337.83478589126975,316.2098844865835,7.246994481961846,126.85631390271467,0.580961861356277,76.86319506754708,6.666032620605569,49.993118835167586,6.855364106997409,6.855364106438713,-8.149766980928343e-11,True,0.22730399980520133,-1.888517691386916,240,7,True,True
p1d64_f04_1500_200_low_a32_l1,f04_1500_200,low,1500.0,200.0,6.0,32.0,1,41.05206666964983,32.69017220341929,6.842011111608305,5.675757687461379,0.3242423130275397,0.9459596145768966,0.05404038550458995,-8.148650273061737e-11,6.863178906533931e-11,340.17586075137507,337.8351625179369,316.210177327934,7.0785017549515405,123.90690276121583,0.41240277727308955,73.91288077014656,6.666098977678451,49.99402199106929,6.695976791895845,6.695976791350213,-8.14865404998862e-11,True,0.003631520440080749,-1.861774266727835,504,7,True,True
p1d64_f04_1500_200_low_a48_l2,f04_1500_200,low,1500.0,200.0,6.0,48.0,2,40.78343511917575,32.69017220341802,6.797239186529292,5.675757687461337,0.32424231302751383,0.9459596145768895,0.05404038550458564,-8.147508593718082e-11,6.783717373225967e-11,339.7992056924574,337.83620731162495,316.21065531940206,7.0121396796731235,122.7452559193908,0.34585662195710704,72.74975974851782,6.666283057716017,49.995496170872975,6.633200948742901,6.63320094820246,-8.147508048559782e-11,True,0.0585478616309274,-1.809662659466774,744,7,True,True
p1d64_f04_1500_200_low_a64_l3,f04_1500_200,low,1500.0,200.0,6.0,64.0,3,40.38816861614754,32.69017220342144,6.7313614360245895,5.675757687461294,0.324242313027713,0.9459596145768824,0.054040385504618836,-8.150117617825951e-11,6.811366866394492e-11,339.55324788932626,337.8367938288688,316.2111068668984,6.968804883391349,121.98669421022062,0.3024184884159875,71.98980541578122,6.666386394975362,49.9968887944394,6.592207981554377,6.592207981017103,-8.150127217385475e-11,True,0.021998807886745908,-1.5236017789961451,984,7,True,True
p1d64_f04_1500_200_high_a16_l0,f04_1500_200,high,1500.0,200.0,10.0,16.0,0,70.81523221095284,54.48362033751473,7.081523221095284,9.45959614549717,0.5404038550311865,0.9459596145497169,0.05404038550311865,-5.2835580355292675e-11,6.929209929580293e-11,368.55364106816296,363.0579764836389,327.01647414355665,7.246994481978488,126.85631390288057,0.5809618613729095,76.86319506771324,6.666032620605579,49.99311883516734,6.855364106816296,6.855364106454089,-5.2835582109977996e-11,True,0.03694333107279135,-3.4497287908375185,240,7,True,True
p1d64_f04_1500_200_high_a32_l1,f04_1500_200,high,1500.0,200.0,10.0,32.0,1,68.4201111142832,54.483620337518005,6.84201111142832,9.459596145497098,0.5404038550313348,0.9459596145497098,0.05404038550313348,-5.284330750754407e-11,6.889538813135685e-11,366.95976791714696,363.0586041947493,327.0169622124953,7.078501754963478,123.90690276120321,0.41240277728501806,73.91288077013371,6.66609897767846,49.9940219910695,6.695976791714696,6.695976791360859,-5.2843217761754566e-11,True,0.04510917424238414,-3.2567423273781912,504,7,True,True
p1d64_f04_1500_200_high_a48_l2,f04_1500_200,high,1500.0,200.0,10.0,48.0,2,67.97239186349987,54.48362033751423,6.797239186349986,9.459596145497095,0.5404038550311729,0.9459596145497094,0.054040385503117294,-5.2826765184477155e-11,6.842319146718654e-11,366.33200948561733,363.0603455175631,327.01775886493607,7.012139679683084,122.74525591937349,0.34585662196705647,72.74975974850038,6.6662830577160275,49.9954961708731,6.633200948561734,6.633200948211324,-5.282660391686013e-11,True,0.06308804814671021,-2.5753777060224436,744,7,True,True
p1d64_f04_1500_200_high_a64_l3,f04_1500_200,high,1500.0,200.0,10.0,64.0,3,67.31361435843314,54.48362033751392,6.731361435843314,9.459596145497047,0.5404038550312091,0.9459596145497047,0.054040385503120916,-5.282558834807105e-11,6.85719496329203e-11,365.92207981373235,363.061323046303,327.01851144408164,6.968804883400075,121.98669421024995,0.3024184884247001,71.9898054158107,6.666386394975375,49.996888794439265,6.592207981373235,6.592207981024997,-5.282568207168468e-11,True,0.09436561175760971,-2.9276618964691394,984,7,True,True
p1d64_f05_2000_20_low_a16_l0,f05_2000_20,low,2000.0,20.0,8.0,16.0,0,45.96285375309304,39.818238840861206,5.74535671913663,7.926887706258068,0.0731122942309107,0.9908609632822585,0.009139036778863838,-6.112231554222802e-11,6.879515166854436e-11,344.1231766902248,339.6296549699063,336.5516114193729,5.566267408505197,603.4987296510006,0.5668708687232906,103.5607670433461,4.999396539781905,499.9379626076546,5.515397086278099,5.515397085940986,-6.112224432696136e-11,True,0.15060505953340453,-0.9845627254101856,240,7,True,True
p1d64_f05_2000_20_low_a32_l1,f05_2000_20,low,2000.0,20.0,8.0,32.0,1,44.047669457104064,39.818238840893095,5.505958682138008,7.926887706258191,0.07311229423108537,0.9908609632822739,0.009139036778885671,-6.115958087193896e-11,6.888568818046511e-11,342.8481540371049,339.63015551687545,336.5522034265138,5.405419582678931,586.0594922883303,0.40595989743728583,86.11343245079327,4.9994596852416455,499.94605983753695,5.356019254638113,5.3560192543105405,-6.11597195808466e-11,True,0.021865316009495928,-0.7136751013888158,504,7,True,True
p1d64_f05_2000_20_low_a48_l2,f05_2000_20,low,2000.0,20.0,8.0,48.0,2,43.68802600542455,39.81823884078956,5.461003250678068,7.926887706258002,0.07311229423051288,0.9908609632822503,0.00913903677881411,-6.106437230868345e-11,6.778213666192156e-11,342.3459380078606,339.6315448994964,336.55314736064736,5.342063566061361,579.1903872466338,0.3424286061503362,79.23141666091563,4.999634959911025,499.95897058571813,5.293242250982573,5.293242250659344,-6.106437977074042e-11,True,0.021841466479031624,-0.503483440631797,744,7,True,True
p1d64_f05_2000_20_low_a64_l3,f05_2000_20,low,2000.0,20.0,8.0,64.0,3,43.16110611263406,39.81823884079569,5.395138264079257,7.926887706258156,0.07311229423054251,0.9908609632822695,0.009139036778817814,-6.108728280163067e-11,6.771000196816274e-11,342.018070819301,339.632324477855,336.5540688100567,5.300702164120272,574.7059541970716,0.30096885812605856,74.73438040413308,4.999733305994214,499.97157379293856,5.2522588524126235,5.252258852091777,-6.108732823849918e-11,True,0.03984932841160571,-0.539907010465555,984,7,True,True
p1d64_f05_2000_20_high_a16_l0,f05_2000_20,high,2000.0,20.0,13.0,16.0,0,74.68963734746444,64.70463811509282,5.745356719035726,12.881192522404838,0.11880747812275308,0.9908609632619106,0.009139036778673313,-4.0583931514549275e-11,6.91171797639828e-11,371.70016212028895,364.3981893247754,359.3963685552414,5.566267408516535,603.4987296524182,0.5668708687346232,103.56076704477435,4.9993965397819125,499.93796260764384,5.5153970861760735,5.5153970859522365,-4.058401335001184e-11,True,0.13585095903863476,-1.524104622592887,240,7,True,True
p1d64_f05_2000_20_high_a32_l1,f05_2000_20,high,2000.0,20.0,13.0,32.0,1,71.57746286647927,64.7046381151319,5.505958682036867,12.881192522404888,0.11880747812296771,0.9908609632619144,0.009139036778689824,-4.060426781129842e-11,6.935681537402509e-11,369.62825030896965,364.3990027135993,359.3973305668115,5.405419582687071,586.05949228973,0.4059598974454308,86.11343245219794,4.999459685241641,499.946059837532,5.356019254536127,5.3560192543186504,-4.060416756872707e-11,True,0.0841875074171412,-1.0951404009122996,504,7,True,True
p1d64_f05_2000_20_high_a48_l2,f05_2000_20,high,2000.0,20.0,13.0,48.0,2,70.9930422574995,64.70463811503815,5.461003250576884,12.881192522404795,0.11880747812244617,0.9908609632619073,0.009139036778649705,-4.0557043834432704e-11,6.901049526862956e-11,368.81214926144753,364.40126046035965,359.3988644599825,5.342063566068102,579.1903872458928,0.3424286061570647,79.23141666018218,4.999634959911037,499.9589705857106,5.29324225088058,5.293242250665901,-4.0557172922653284e-11,True,0.07397354403366307,-0.8986868799398025,744,7,True,True
p1d64_f05_2000_20_high_a64_l3,f05_2000_20,high,2000.0,20.0,13.0,64.0,3,70.13679743169916,64.70463811505954,5.395138263976859,12.881192522404707,0.11880747812257475,0.9908609632619005,0.009139036778659597,-4.056010228536112e-11,6.844271382956903e-11,368.2793650800385,364.4025272751907,359.4003618153135,5.300702164126326,574.7059541958633,0.3009688581320894,74.73438040292748,4.999733305994236,499.9715737929358,5.252258852310652,5.25225885209762,-4.055995264365055e-11,True,0.10288040041331215,-0.8360296161108494,984,7,True,True
p1d64_f06_2500_100_low_a16_l0,f06_2500_100,low,2500.0,100.0,10.0,16.0,0,46.88418550575233,36.28178167403421,4.688418550575233,9.756947822319246,0.2430521781678362,0.9756947822319246,0.02430521781678362,-4.870820413671595e-11,5.823345156135815e-11,344.5972577962046,339.02183072720646,324.30062379342763,4.5708205689270285,183.4884103174282,0.5714314732978488,83.50731170473776,3.9993890956291795,99.98109861269042,4.459725779620459,4.459725779403233,-4.870822995718477e-11,True,0.06498306262869846,-1.9662565348891903,240,7,True,True
