sample_id,package_total_power_W,layer_index,layer_id,bottom_plane_mean_temperature_K,top_plane_mean_temperature_K,top_minus_bottom_temperature_K,absolute_axial_temperature_drop_K,cv_mean_temperature_K,family_id,selection_bin
p1d_f04_high,10.0,3,bump_underfill_under_interposer,365.47974029375484,365.54585245715134,0.06611216339649673,0.06611216339649673,365.53154140278593,f04_1500_200,high
p1d_f04_high,10.0,4,silicon_die_lower,365.54585245715134,365.32040052967585,-0.2254519274754898,0.2254519274754898,365.5717082180392,f04_1500_200,high
p1d_f04_high,10.0,5,tim_between_dies,365.32040052967585,364.83347302249075,-0.4869275071851007,0.4869275071851007,365.1807564967535,f04_1500_200,high
p1d_f04_high,10.0,6,silicon_die_upper,364.83347302249075,364.3184742203519,-0.5149988021388481,0.5149988021388481,364.8257980438342,f04_1500_200,high
p1d_f04_high,10.0,7,tim_to_spreader,364.3184742203519,363.29513934874666,-1.0233348716052433,1.0233348716052433,363.98185074176115,f04_1500_200,high
p1d_f04_high,10.0,8,spreader,363.29513934874666,363.05991707070183,-0.2352222780448301,0.2352222780448301,363.18295369582466,f04_1500_200,high
p1d_f05_low,8.0,0,pcb_fr4_equivalent,336.55306110566187,340.3517988585249,3.798737752863019,3.798737752863019,338.3758308828809,f05_2000_20,low
p1d_f05_low,8.0,1,bt_substrate_with_vias,340.3517988585249,341.74366359047536,1.391864731950477,1.391864731950477,340.9901641726112,f05_2000_20,low
p1d_f05_low,8.0,2,silicon_interposer_tsv_0p1,341.74366359047536,341.74477716114905,0.001113570673680897,0.001113570673680897,341.7602264145574,f05_2000_20,low
p1d_f05_low,8.0,3,bump_underfill_under_interposer,341.74477716114905,341.74927898187383,0.004501820724783556,0.004501820724783556,341.7664227778365,f05_2000_20,low
p1d_f05_low,8.0,4,silicon_die_lower,341.74927898187383,341.54815124959646,-0.2011277322773708,0.2011277322773708,341.76816420234195,f05_2000_20,low
p1d_f05_low,8.0,5,tim_between_dies,341.54815124959646,341.1191347989609,-0.42901645063557226,0.42901645063557226,341.4229616008615,f05_2000_20,low
p1d_f05_low,8.0,6,silicon_die_upper,341.1191347989609,340.68636976997584,-0.4327650289850453,0.4327650289850453,341.11115260070085,f05_2000_20,low
p1d_f05_low,8.0,7,tim_to_spreader,340.68636976997584,339.8283587851473,-0.8580109848285247,0.8580109848285247,340.4035943539965,f05_2000_20,low
p1d_f05_low,8.0,8,spreader,339.8283587851473,339.6312028160413,-0.19715596910600652,0.19715596910600652,339.7341400692088,f05_2000_20,low
p1d_f05_high,13.0,0,pcb_fr4_equivalent,359.4008092951819,365.5786477422692,6.177838447087311,6.177838447087311,362.3607251834401,f05_2000_20,high
p1d_f05_high,13.0,1,bt_substrate_with_vias,365.5786477422692,367.84630634180206,2.267658599532865,2.267658599532865,366.6090167791859,f05_2000_20,high
p1d_f05_high,13.0,2,silicon_interposer_tsv_0p1,367.84630634180206,367.8487626393972,0.0024562975951312183,0.0024562975951312183,367.8603679223316,f05_2000_20,high
p1d_f05_high,13.0,3,bump_underfill_under_interposer,367.8487626393972,367.8590097766917,0.01024713729452742,0.01024713729452742,367.87043701266134,f05_2000_20,high
p1d_f05_high,13.0,4,silicon_die_lower,367.8590097766917,367.5313328211448,-0.3276769555469059,0.3276769555469059,367.8732668274841,f05_2000_20,high
p1d_f05_high,13.0,5,tim_between_dies,367.5313328211448,366.83212404683354,-0.6992087743112734,0.6992087743112734,367.31231260007496,f05_2000_20,high
