sample_id,group_id,split_role,layer_name,operator_point_count,solver_node_count,layer_average_signed_error_K,layer_drop_signed_error_K
p1g_g002_t0_b1_p1,p1g_g002,train,tim_to_spreader,21,16900,0.6664044415630883,0.587689160530374
p1g_g002_t0_b1_p1,p1g_g002,train,spreader,207,71825,0.5901495032289859,-0.8817321580349358
p1g_g002_t1_b0_p0,p1g_g002,train,pcb_fr4_equivalent,267,33800,0.06314408289358653,-0.6441917046482217
p1g_g002_t1_b0_p0,p1g_g002,train,bt_substrate_with_vias,132,33800,0.038654846067231574,0.10629718225203533
p1g_g002_t1_b0_p0,p1g_g002,train,silicon_interposer_tsv_0p1,28,16900,-0.0016188775971386349,0.0038137188854534543
p1g_g002_t1_b0_p0,p1g_g002,train,bump_underfill_under_interposer,23,16900,-0.0033023225993815686,-0.008770577650295763
p1g_g002_t1_b0_p0,p1g_g002,train,silicon_die_lower,137,16900,-0.018345428200007063,0.05057798715978379
p1g_g002_t1_b0_p0,p1g_g002,train,tim_between_dies,25,16900,0.09413770766661855,0.15606411049355984
p1g_g002_t1_b0_p0,p1g_g002,train,silicon_die_upper,184,16900,0.18611786250329487,0.15469462872630402
p1g_g002_t1_b0_p0,p1g_g002,train,tim_to_spreader,21,16900,0.49222921121776153,0.40449001796241646
p1g_g002_t1_b0_p0,p1g_g002,train,spreader,207,71825,0.41394713718210596,-0.6400948265723514
p1g_g002_t1_b0_p1,p1g_g002,train,pcb_fr4_equivalent,267,33800,0.09471612433611654,-0.9662875569391076
p1g_g002_t1_b0_p1,p1g_g002,train,bt_substrate_with_vias,132,33800,0.057982269099397854,0.15944577337501187
p1g_g002_t1_b0_p1,p1g_g002,train,silicon_interposer_tsv_0p1,28,16900,-0.0024283163943437103,0.005720578327043313
p1g_g002_t1_b0_p1,p1g_g002,train,bump_underfill_under_interposer,23,16900,-0.004953483898304967,-0.013155866475074163
p1g_g002_t1_b0_p1,p1g_g002,train,silicon_die_lower,137,16900,-0.027518142299527426,0.07586698073959042
p1g_g002_t1_b0_p1,p1g_g002,train,tim_between_dies,25,16900,0.14120656150140576,0.2340961657414482
p1g_g002_t1_b0_p1,p1g_g002,train,silicon_die_upper,184,16900,0.2791767937569034,0.23204194308885917
p1g_g002_t1_b0_p1,p1g_g002,train,tim_to_spreader,21,16900,0.7383438168280918,0.6067350269432836
p1g_g002_t1_b0_p1,p1g_g002,train,spreader,207,71825,0.6209207057731874,-0.9601422398609998
p1g_g002_t1_b1_p0,p1g_g002,train,pcb_fr4_equivalent,267,33800,0.23153126874825602,-2.266365627597338
p1g_g002_t1_b1_p0,p1g_g002,train,bt_substrate_with_vias,132,33800,0.05405339633745143,0.228459769527376
p1g_g002_t1_b1_p0,p1g_g002,train,silicon_interposer_tsv_0p1,28,16900,-0.11971920646220724,0.055103486789505496
p1g_g002_t1_b1_p0,p1g_g002,train,bump_underfill_under_interposer,23,16900,-0.08187406031510136,0.002141621660769033
p1g_g002_t1_b1_p0,p1g_g002,train,silicon_die_lower,137,16900,-0.07280948282732425,0.08313051263377247
p1g_g002_t1_b1_p0,p1g_g002,train,tim_between_dies,25,16900,0.05348030281567162,0.15168352703875598
p1g_g002_t1_b1_p0,p1g_g002,train,silicon_die_upper,184,16900,0.15185639710983878,0.16957999833022086
p1g_g002_t1_b1_p0,p1g_g002,train,tim_to_spreader,21,16900,0.46033935134022386,0.3960376693643184
p1g_g002_t1_b1_p0,p1g_g002,train,spreader,207,71825,0.40030318586792646,-0.605330968305509
p1g_g002_t1_b1_p1,p1g_g002,train,pcb_fr4_equivalent,267,33800,0.34729690311075956,-3.39954844128016
p1g_g002_t1_b1_p1,p1g_g002,train,bt_substrate_with_vias,132,33800,0.08108009450432974,0.34268965428100273
p1g_g002_t1_b1_p1,p1g_g002,train,silicon_interposer_tsv_0p1,28,16900,-0.17957880968634754,0.082655230180535
p1g_g002_t1_b1_p1,p1g_g002,train,bump_underfill_under_interposer,23,16900,-0.12281109046813299,0.003212432491011441
p1g_g002_t1_b1_p1,p1g_g002,train,silicon_die_lower,137,16900,-0.10921422423803051,0.12469576894881129
p1g_g002_t1_b1_p1,p1g_g002,train,tim_between_dies,25,16900,0.0802204542266054,0.22752529055969717
p1g_g002_t1_b1_p1,p1g_g002,train,silicon_die_upper,184,16900,0.22778459566814035,0.25436999749410916
p1g_g002_t1_b1_p1,p1g_g002,train,tim_to_spreader,21,16900,0.6905090270133201,0.594056504046705
p1g_g002_t1_b1_p1,p1g_g002,train,spreader,207,71825,0.6004547788027708,-0.9079964524625552
p1g_g003_t0_b0_p0,p1g_g003,train,pcb_fr4_equivalent,269,33800,-0.001409326959617374,-0.697733117772998
p1g_g003_t0_b0_p0,p1g_g003,train,bt_substrate_with_vias,145,33800,0.06311938096666836,-0.006657834871703017
p1g_g003_t0_b0_p0,p1g_g003,train,silicon_interposer_tsv_0p1,24,16900,-0.05934444272139672,0.021281030867157824
p1g_g003_t0_b0_p0,p1g_g003,train,bump_underfill_under_interposer,28,16900,-0.046060409640119815,-0.0014736593155362243
p1g_g003_t0_b0_p0,p1g_g003,train,silicon_die_lower,136,16900,-0.04786747878699771,0.06683672522086681
p1g_g003_t0_b0_p0,p1g_g003,train,tim_between_dies,18,16900,0.07227473912354299,0.1552139116211606
p1g_g003_t0_b0_p0,p1g_g003,train,silicon_die_upper,190,16900,0.16793754694219842,0.1631229659186033
p1g_g003_t0_b0_p0,p1g_g003,train,tim_to_spreader,24,16900,0.47952800674926266,0.40317792270798236
p1g_g003_t0_b0_p0,p1g_g003,train,spreader,190,71825,0.43822844068836275,-0.5937407546914528
p1g_g003_t0_b0_p1,p1g_g003,train,pcb_fr4_equivalent,269,33800,-0.0021139904396818565,-1.0465996766238277
p1g_g003_t0_b0_p1,p1g_g003,train,bt_substrate_with_vias,145,33800,0.09467907144846777,-0.009986752305565005
p1g_g003_t0_b0_p1,p1g_g003,train,silicon_interposer_tsv_0p1,24,16900,-0.08901666407786024,0.031921546298576686
p1g_g003_t0_b0_p1,p1g_g003,train,bump_underfill_under_interposer,28,16900,-0.06909061445719544,-0.0022104889731053845
p1g_g003_t0_b0_p1,p1g_g003,train,silicon_die_lower,136,16900,-0.07180121817839336,0.10025508783013493
p1g_g003_t0_b0_p1,p1g_g003,train,tim_between_dies,18,16900,0.10841210868773032,0.2328208674327925
p1g_g003_t0_b0_p1,p1g_g003,train,silicon_die_upper,190,16900,0.2519063204158556,0.24468444887719443
