sample_id,group_id,split_role,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g010_t1_b0_p1,p1g_g010,train,0.6300712800634458,0.01498765128274136,3.75360182065549,0.798297973630099,1.0220708917125876
p1g_g010_t1_b1_p0,p1g_g010,train,0.888408635165159,0.03582002537124717,6.077839416418328,0.5049173058901602,1.8922283642265256
p1g_g010_t1_b1_p1,p1g_g010,train,1.3326129527084094,0.03582002537143866,9.11675912431474,0.7573759588381108,2.838342546242359
p1g_g011_t0_b0_p0,p1g_g011,train,0.5576707155986796,0.014382305277753821,4.369569495385008,0.5829242368654945,0.7226788725006941
p1g_g011_t0_b0_p1,p1g_g011,train,0.8365060733910435,0.014382305278132895,6.554354243076375,0.8743863552990092,1.0840183087165087
p1g_g011_t0_b1_p0,p1g_g011,train,1.1568757852480835,0.03412484328371902,7.404209695611996,0.53556028607278,2.5497130614413663
p1g_g011_t0_b1_p1,p1g_g011,train,1.7353136778223264,0.03412484328390921,11.106314543033534,0.8033404291127226,3.8245695920320486
p1g_g011_t1_b0_p0,p1g_g011,train,0.5165275026148233,0.0184071376666703,4.376142810123895,0.5880778401591442,0.695513157517496
p1g_g011_t1_b0_p1,p1g_g011,train,0.7747912539180529,0.01840713766721993,6.564214215175923,0.8821167602391142,1.0432697362776366
p1g_g011_t1_b1_p0,p1g_g011,train,0.9098424735620303,0.03664140613454333,5.441219679818289,0.5531009111020921,1.8736881244873302
p1g_g011_t1_b1_p1,p1g_g011,train,1.3647637103075532,0.03664140613485902,8.161829519441596,0.829651366655753,2.81053218663385
p1g_g012_t0_b0_p0,p1g_g012,train,0.5227427694520734,0.013486165527708162,3.125949867665213,0.5846749600358976,0.8394150096900717
p1g_g012_t0_b0_p1,p1g_g012,train,0.7841141541683913,0.013486165528004624,4.688924801489179,0.8770124400552959,1.2591225144921054
p1g_g012_t0_b1_p0,p1g_g012,train,1.195860536777421,0.035286319912016445,9.807105313523437,0.5426849342302944,3.0080645555826777
p1g_g012_t0_b1_p1,p1g_g012,train,1.7937908051118832,0.035286319912159095,14.710657969804629,0.8140274013489375,4.512096833217981
p1g_g012_t1_b0_p0,p1g_g012,train,0.4736968310177308,0.016889467824701906,3.1323923350832956,0.5892406715810239,0.6804128765066935
p1g_g012_t1_b0_p1,p1g_g012,train,0.7105452465207559,0.01688946782515178,4.698588502617213,0.8838610073727295,1.0206193147624276
p1g_g012_t1_b1_p0,p1g_g012,train,0.9238717612219607,0.03722480958817318,7.270881705583918,0.5582421301635918,2.204073616868129
p1g_g012_t1_b1_p1,p1g_g012,train,1.3858076417944438,0.037224809588432134,10.906322558026147,0.8373631952482015,3.306110425186091
p1g_g013_t0_b0_p0,p1g_g013,train,0.43072237348932907,0.01112865789738735,2.2020209403251556,0.4869596532562923,0.7366978996680587
