sample_id,source_id,active_layer,declared_source_area_m2,source_power_W,surface_power_density_W_m2,realized_source_control_volume_m3,q_W_m3,covered_control_volume_count,covered_x_node_count,covered_y_node_count,covered_z_node_count,resolved_x_interval_count,resolved_y_interval_count,active_layer_power_W,package_total_power_W,total_source_area_mm2
p1d64_f00_near_adiabatic_low_a16_l0,src_00,silicon_die_lower,1.9999999999999995e-06,0.25,125000.00000000003,2.471923828124995e-10,1011358024.6913601,270,9,10,3,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_01,silicon_die_lower,2.0000000000000003e-06,0.25,124999.99999999999,2.1972656249999958e-10,1137777777.77778,240,8,10,3,7,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_02,silicon_die_lower,2.0000000000000003e-06,0.25,124999.99999999999,2.4719238281249944e-10,1011358024.6913604,270,9,10,3,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_03,silicon_die_lower,2.0000000000000016e-06,0.25,124999.9999999999,2.471923828124994e-10,1011358024.6913605,270,9,10,3,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_04,silicon_die_upper,1.9999999999999995e-06,0.25,125000.00000000003,3.021240234375001e-10,827474747.4747472,360,9,10,4,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_05,silicon_die_upper,2.0000000000000003e-06,0.25,124999.99999999999,2.685546875000001e-10,930909090.9090905,320,8,10,4,7,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_06,silicon_die_upper,2.0000000000000003e-06,0.25,124999.99999999999,3.021240234375001e-10,827474747.4747472,360,9,10,4,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a16_l0,src_07,silicon_die_upper,2.0000000000000016e-06,0.25,124999.9999999999,3.021240234375e-10,827474747.4747474,360,9,10,4,8,9,1.0,2.0,16.0
p1d64_f00_near_adiabatic_low_a32_l1,src_00,silicon_die_lower,3.999999999999998e-06,0.25,62500.00000000003,4.6142578124999894e-10,541798941.798943,504,8,21,3,7,20,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_01,silicon_die_lower,3.999999999999998e-06,0.25,62500.00000000003,4.614257812499991e-10,541798941.7989428,504,8,21,3,7,20,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_02,silicon_die_lower,3.999999999999997e-06,0.25,62500.000000000044,4.6142578124999894e-10,541798941.798943,504,8,21,3,7,20,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_03,silicon_die_lower,4.000000000000002e-06,0.25,62499.99999999996,4.614257812499987e-10,541798941.7989434,504,8,21,3,7,20,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_04,silicon_die_upper,4.000000000000002e-06,0.25,62499.99999999996,5.37109375e-10,465454545.45454544,640,8,20,4,7,19,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_05,silicon_die_upper,4.0000000000000015e-06,0.25,62499.99999999998,5.371093750000001e-10,465454545.4545453,640,8,20,4,7,19,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_06,silicon_die_upper,4.000000000000002e-06,0.25,62499.99999999996,5.371093750000002e-10,465454545.45454526,640,8,20,4,7,19,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a32_l1,src_07,silicon_die_upper,4.000000000000006e-06,0.25,62499.99999999991,5.371093749999998e-10,465454545.4545456,640,8,20,4,7,19,1.0,2.0,32.0
p1d64_f00_near_adiabatic_low_a48_l2,src_00,silicon_die_lower,5.999999999999999e-06,0.25,41666.66666666667,6.811523437499985e-10,367025089.60573554,744,8,31,3,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_01,silicon_die_lower,5.999999999999999e-06,0.25,41666.66666666667,6.811523437499984e-10,367025089.6057356,744,8,31,3,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_02,silicon_die_lower,5.999999999999998e-06,0.25,41666.666666666686,6.811523437499984e-10,367025089.6057356,744,8,31,3,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_03,silicon_die_lower,6.000000000000006e-06,0.25,41666.66666666663,6.811523437499982e-10,367025089.6057357,744,8,31,3,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_04,silicon_die_upper,6.000000000000002e-06,0.25,41666.66666666666,8.325195312500002e-10,300293255.13196474,992,8,31,4,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_05,silicon_die_upper,6.000000000000002e-06,0.25,41666.66666666666,8.325195312500001e-10,300293255.1319648,992,8,31,4,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_06,silicon_die_upper,5.999999999999998e-06,0.25,41666.666666666686,8.325195312499999e-10,300293255.13196486,992,8,31,4,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a48_l2,src_07,silicon_die_upper,6.000000000000006e-06,0.25,41666.66666666663,8.325195312499996e-10,300293255.131965,992,8,31,4,7,30,1.0,2.0,48.0
p1d64_f00_near_adiabatic_low_a64_l3,src_00,silicon_die_lower,7.999999999999998e-06,0.25,31250.000000000007,9.00878906249998e-10,277506775.0677513,984,8,41,3,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_01,silicon_die_lower,7.999999999999998e-06,0.25,31250.000000000007,9.008789062499978e-10,277506775.06775135,984,8,41,3,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_02,silicon_die_lower,8.000000000000001e-06,0.25,31249.999999999996,9.00878906249998e-10,277506775.0677513,984,8,41,3,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_03,silicon_die_lower,8.000000000000006e-06,0.25,31249.999999999975,9.008789062499974e-10,277506775.06775147,984,8,41,3,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_04,silicon_die_upper,7.999999999999998e-06,0.25,31250.000000000007,1.1010742187500002e-09,227050997.78270507,1312,8,41,4,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_05,silicon_die_upper,8.000000000000001e-06,0.25,31249.999999999996,1.1010742187500004e-09,227050997.782705,1312,8,41,4,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_06,silicon_die_upper,7.99999999999999e-06,0.25,31250.00000000004,1.1010742187500002e-09,227050997.78270507,1312,8,41,4,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_low_a64_l3,src_07,silicon_die_upper,8.000000000000006e-06,0.25,31249.999999999975,1.1010742187499996e-09,227050997.7827052,1312,8,41,4,7,40,1.0,2.0,64.0
p1d64_f00_near_adiabatic_high_a16_l0,src_00,silicon_die_lower,1.9999999999999995e-06,0.4375,218750.00000000006,2.471923828124995e-10,1769876543.20988,270,9,10,3,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_01,silicon_die_lower,2.0000000000000003e-06,0.4375,218749.99999999997,2.1972656249999958e-10,1991111111.111115,240,8,10,3,7,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_02,silicon_die_lower,2.0000000000000003e-06,0.4375,218749.99999999997,2.4719238281249944e-10,1769876543.2098806,270,9,10,3,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_03,silicon_die_lower,2.0000000000000016e-06,0.4375,218749.99999999983,2.471923828124994e-10,1769876543.2098808,270,9,10,3,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_04,silicon_die_upper,1.9999999999999995e-06,0.4375,218750.00000000006,3.021240234375001e-10,1448080808.0808077,360,9,10,4,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_05,silicon_die_upper,2.0000000000000003e-06,0.4375,218749.99999999997,2.685546875000001e-10,1629090909.0909083,320,8,10,4,7,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_06,silicon_die_upper,2.0000000000000003e-06,0.4375,218749.99999999997,3.021240234375001e-10,1448080808.0808077,360,9,10,4,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a16_l0,src_07,silicon_die_upper,2.0000000000000016e-06,0.4375,218749.99999999983,3.021240234375e-10,1448080808.0808082,360,9,10,4,8,9,1.75,3.5,16.0
p1d64_f00_near_adiabatic_high_a32_l1,src_00,silicon_die_lower,3.999999999999998e-06,0.4375,109375.00000000006,4.6142578124999894e-10,948148148.1481503,504,8,21,3,7,20,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_01,silicon_die_lower,3.999999999999998e-06,0.4375,109375.00000000006,4.614257812499991e-10,948148148.14815,504,8,21,3,7,20,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_02,silicon_die_lower,3.999999999999997e-06,0.4375,109375.00000000007,4.6142578124999894e-10,948148148.1481503,504,8,21,3,7,20,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_03,silicon_die_lower,4.000000000000002e-06,0.4375,109374.99999999994,4.614257812499987e-10,948148148.1481508,504,8,21,3,7,20,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_04,silicon_die_upper,4.000000000000002e-06,0.4375,109374.99999999994,5.37109375e-10,814545454.5454545,640,8,20,4,7,19,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_05,silicon_die_upper,4.0000000000000015e-06,0.4375,109374.99999999996,5.371093750000001e-10,814545454.5454544,640,8,20,4,7,19,1.75,3.5,32.0
p1d64_f00_near_adiabatic_high_a32_l1,src_06,silicon_die_upper,4.000000000000002e-06,0.4375,109374.99999999994,5.371093750000002e-10,814545454.5454541,640,8,20,4,7,19,1.75,3.5,32.0
