seed,config_id,dataset_id,source_host,execution_status,evaluation_status,training_commit,remote_run_dir,remote_log_path,final_epoch,selection_metric,primary_checkpoint,primary_epoch,point_global_relative_rmse_pct,sample_first_relative_rmse_pct,raw_rmse_K,base_mse,amplitude_ratio,spatial_correlation,hotspot_rmse_K,top5_rmse_K,strong_q_rmse_K,low_delta_bias_K,low_delta_rmse_K,low_delta_over_ratio,shape_cv_rmse,scale_log_rmse,sample_first_best_epoch,sample_first_best_relative_rmse_pct,base_mse_best_epoch,base_mse_best_value,final_point_global_relative_rmse_pct,final_sample_first_relative_rmse_pct,final_raw_rmse_K,best_to_final_point_global_delta_pct,reload_status,valid_sample_count,threshold_lt20,result_scope
0,V6_03_V5best_P1h,heat3d_v6_p1h_shared_support1024_v0,wsl2,completed_e600,completed_valid_iid_saved_predictions,950a1ce,output/heat3d_v6_runs/V6_03_V5best_P1h,,600,valid_rel_rmse_v4_pct,point_global_best,111,0.9120289273421123,0.7503433218412353,0.3901072787095482,0.0011737941580526883,0.9993456544440577,0.9924975939073286,0.966818193325725,1.2173826279696554,1.1658344931850109,-0.00380260844439192,0.21811940105815728,0.45892333984375,0.007420927616584966,0.001607897163450941,427,0.723249519870933,111,0.0011737739661410588,1.0479195479602272,0.7380711380758586,0.4482325405540105,0.13589062061811497,passed,128,True,valid_iid_saved_predictions_only
1,V6_03_V5best_P1h_seed1,heat3d_v6_p1h_shared_support1024_v0,wsl2,completed_e600,completed_valid_iid_saved_predictions,7d30b78,output/heat3d_v6_runs/V6_03_V5best_P1h_seed1,,600,valid_rel_rmse_v4_pct,point_global_best,254,0.962141515803239,0.7101182873054277,0.41154221890451914,0.0013063291748545848,0.9997621997908249,0.992088213370669,0.9769810823395063,1.1823678698340756,1.1522774585632,0.02803629615619855,0.2298021664950898,0.527313232421875,0.007042933453812425,0.0011371749426487253,379,0.698305711215384,254,0.0013063263505952874,1.0504894278405814,0.7221717381440944,0.4493317697743567,0.08834791203734238,passed,128,True,valid_iid_saved_predictions_only
2,V6_03_V5best_P1h_seed2,heat3d_v6_p1h_shared_support1024_v0,devbox,completed_e600,completed_valid_iid_saved_predictions,7d30b78,output/heat3d_v6_runs/V6_03_V5best_P1h_seed2,,600,valid_rel_rmse_v4_pct,point_global_best,139,0.8988337981811965,0.7582243968556881,0.38446325166735007,0.0011400752197135893,0.9992985655187974,0.99175987634132,0.890103870414355,1.1061346237504601,1.059907692816453,-0.004036707549392416,0.22558039624029289,0.4705810546875,0.007485572257794009,0.001311354903438298,434,0.6807359087160143,139,0.0011400480774526151,0.9974252522655063,0.7029660554602069,0.426634330570443,0.0985914540843098,passed,128,True,valid_iid_saved_predictions_only
