sample_id,package_total_power_W,layer_index,layer_id,bottom_plane_mean_temperature_K,top_plane_mean_temperature_K,top_minus_bottom_temperature_K,absolute_axial_temperature_drop_K,cv_mean_temperature_K,family_id,selection_bin
p1d64_f00_near_adiabatic_low_a16_l0,2.0,0,pcb_fr4_equivalent,340.1714325268688,340.378290515831,0.20685798896221286,0.20685798896221286,340.27261960805555,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,1,bt_substrate_with_vias,340.378290515831,340.4527742230987,0.07448370726768871,0.07448370726768871,340.4162680279543,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,2,silicon_interposer_tsv_0p1,340.4527742230987,340.4526272111543,-0.00014701194436383958,0.00014701194436383958,340.45858023991144,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,3,bump_underfill_under_interposer,340.4526272111543,340.4519276908812,-0.0006995202731445715,0.0006995202731445715,340.45892070828205,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,4,silicon_die_lower,340.4519276908812,340.40095849412677,-0.050969196754408586,0.050969196754408586,340.45814948891507,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,5,tim_between_dies,340.40095849412677,340.292417213059,-0.10854128106774397,0.10854128106774397,340.370560909132,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,6,silicon_die_upper,340.292417213059,340.1836366817623,-0.10878053129670207,0.10878053129670207,340.2915033112627,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,7,tim_to_spreader,340.1836366817623,339.9680344119414,-0.2156022698209199,0.2156022698209199,340.11332744071973,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a16_l0,2.0,8,spreader,339.9680344119414,339.9184474927871,-0.04958691915430791,0.04958691915430791,339.944759492622,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,0,pcb_fr4_equivalent,340.171589232568,340.3786489277202,0.20705969515216793,0.20705969515216793,340.27261960805055,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,1,bt_substrate_with_vias,340.3786489277202,340.453185329582,0.07453640186184884,0.07453640186184884,340.4162680279523,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,2,silicon_interposer_tsv_0p1,340.453185329582,340.4530062434608,-0.00017908612124983847,0.00017908612124983847,340.4585802399107,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,3,bump_underfill_under_interposer,340.4530062434608,340.45216100123986,-0.0008452422209188626,0.0008452422209188626,340.45892070828125,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,4,silicon_die_lower,340.45216100123986,340.4011441135145,-0.05101688772538182,0.05101688772538182,340.45814948891416,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,5,tim_between_dies,340.4011441135145,340.2925156312532,-0.10862848226128108,0.10862848226128108,340.3705609091309,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,6,silicon_die_upper,340.2925156312532,340.1837410053988,-0.10877462585438025,0.10877462585438025,340.29150331126147,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,7,tim_to_spreader,340.1837410053988,339.9681599884594,-0.21558101693943854,0.21558101693943854,340.11332744071865,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a32_l1,2.0,8,spreader,339.9681599884594,339.91857388700936,-0.04958610145001785,0.04958610145001785,339.9447594926211,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,0,pcb_fr4_equivalent,340.17183834035546,340.3796504679329,0.2078121275774265,0.2078121275774265,340.2726196080566,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,1,bt_substrate_with_vias,340.3796504679329,340.4550628378575,0.07541236992460654,0.07541236992460654,340.41626802795327,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,2,silicon_interposer_tsv_0p1,340.4550628378575,340.4549288986728,-0.00013393918470683275,0.00013393918470683275,340.45858023990957,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,3,bump_underfill_under_interposer,340.4549288986728,340.45428778414276,-0.0006411145300262433,0.0006411145300262433,340.45892070828,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,4,silicon_die_lower,340.45428778414276,340.4031476696345,-0.051140114508257284,0.051140114508257284,340.4581494889129,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,5,tim_between_dies,340.4031476696345,340.2942415668087,-0.10890610282581292,0.10890610282581292,340.3705609091299,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,6,silicon_die_upper,340.2942415668087,340.1850462850387,-0.10919528176998483,0.10919528176998483,340.2915033112607,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,7,tim_to_spreader,340.1850462850387,339.968615224948,-0.2164310600907129,0.2164310600907129,340.1133274407177,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a48_l2,2.0,8,spreader,339.968615224948,339.9189240529496,-0.049691171998404116,0.049691171998404116,339.94475949261994,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,0,pcb_fr4_equivalent,340.1720826032678,340.3803546269866,0.2082720237187914,0.2082720237187914,340.27261960805873,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,1,bt_substrate_with_vias,340.3803546269866,340.4562925048946,0.07593787790796114,0.07593787790796114,340.4162680279552,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,2,silicon_interposer_tsv_0p1,340.4562925048946,340.45619655568476,-9.594920982181065e-05,9.594920982181065e-05,340.45858023991116,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,3,bump_underfill_under_interposer,340.45619655568476,340.4557271844696,-0.00046937121516066327,0.00046937121516066327,340.45892070828194,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,4,silicon_die_lower,340.4557271844696,340.4044435323704,-0.05128365209918684,0.05128365209918684,340.4581494889152,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,5,tim_between_dies,340.4044435323704,340.2952217226459,-0.10922180972448814,0.10922180972448814,340.3705609091317,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,6,silicon_die_upper,340.2952217226459,340.1857791981699,-0.1094425244760373,0.1094425244760373,340.29150331126226,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,7,tim_to_spreader,340.1857791981699,339.9688643900717,-0.2169148080981813,0.2169148080981813,340.11332744071933,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_low_a64_l3,2.0,8,spreader,339.9688643900717,339.91912084826623,-0.04974354180546925,0.04974354180546925,339.9447594926217,f00_near_adiabatic,low
p1d64_f00_near_adiabatic_high_a16_l0,3.5,0,pcb_fr4_equivalent,370.3000069158134,370.66200839646086,0.3620014806474501,0.3620014806474501,370.4770843078738,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,1,bt_substrate_with_vias,370.66200839646086,370.7923548841638,0.1303464877029228,0.1303464877029228,370.7284690426695,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,2,silicon_interposer_tsv_0p1,370.7923548841638,370.7920976132611,-0.0002572709026935627,0.0002572709026935627,370.8025154135862,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,3,bump_underfill_under_interposer,370.7920976132611,370.79087345278225,-0.0012241604788414406,0.0012241604788414406,370.80311123323423,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,4,silicon_die_lower,370.79087345278225,370.7016773584614,-0.08919609432086872,0.08919609432086872,370.80176159934143,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,5,tim_between_dies,370.7016773584614,370.5117301165916,-0.18994724186978829,0.18994724186978829,370.6484815847199,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,6,silicon_die_upper,370.5117301165916,370.321364186822,-0.1903659297695981,0.1903659297695981,370.51013078844784,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,7,tim_to_spreader,370.321364186822,369.9440602146348,-0.37730397218717826,0.37730397218717826,370.19832301499713,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a16_l0,3.5,8,spreader,369.9440602146348,369.85728310611904,-0.08677710851577558,0.08677710851577558,369.9033291058271,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,0,pcb_fr4_equivalent,370.30028115079085,370.66263561726754,0.36235446647668823,0.36235446647668823,370.47708430786844,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,1,bt_substrate_with_vias,370.66263561726754,370.79307432050774,0.1304387032402019,0.1304387032402019,370.72846904266595,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,2,silicon_interposer_tsv_0p1,370.79307432050774,370.7927609197955,-0.0003134007122298499,0.0003134007122298499,370.8025154135829,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,3,bump_underfill_under_interposer,370.7927609197955,370.7912817459085,-0.0014791738869917026,0.0014791738869917026,370.80311123323105,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,4,silicon_die_lower,370.7912817459085,370.7020021923885,-0.08927955352004346,0.08927955352004346,370.8017615993384,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,5,tim_between_dies,370.7020021923885,370.5119023484298,-0.19009984395864876,0.19009984395864876,370.64848158471665,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,6,silicon_die_upper,370.5119023484298,370.32154675318435,-0.19035559524547807,0.19035559524547807,370.5101307884442,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,7,tim_to_spreader,370.32154675318435,369.9442799735399,-0.377266779644458,0.377266779644458,370.1983230149938,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a32_l1,3.5,8,spreader,369.9442799735399,369.85750429600574,-0.08677567753414905,0.08677567753414905,369.9033291058238,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,0,pcb_fr4_equivalent,370.3007170894091,370.664388312637,0.3636712232279251,0.3636712232279251,370.477084307871,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,1,bt_substrate_with_vias,370.664388312637,370.79635995999206,0.1319716473550443,0.1319716473550443,370.72846904266675,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,2,silicon_interposer_tsv_0p1,370.79635995999206,370.7961255664189,-0.0002343935731801139,0.0002343935731801139,370.80251541358325,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,3,bump_underfill_under_interposer,370.7961255664189,370.7950036159908,-0.0011219504280575165,0.0011219504280575165,370.8031112332312,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,4,silicon_die_lower,370.7950036159908,370.70550841560066,-0.08949520039016079,0.08949520039016079,370.8017615993383,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,5,tim_between_dies,370.70550841560066,370.51492273565384,-0.19058567994682107,0.19058567994682107,370.6484815847168,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,6,silicon_die_upper,370.51492273565384,370.3238309925561,-0.19109174309772925,0.19109174309772925,370.5101307884447,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,7,tim_to_spreader,370.3238309925561,369.9450766373969,-0.3787543551592307,0.3787543551592307,370.19832301499406,f00_near_adiabatic,high
p1d64_f00_near_adiabatic_high_a48_l2,3.5,8,spreader,369.9450766373969,369.8581170864038,-0.08695955099307184,0.08695955099307184,369.903329105824,f00_near_adiabatic,high
