resolution,model_nodes,solver_nodes,dof_matched,model_graph_build_seconds_valid128,model_first_compile_seconds_batch1,model_warm_inference_seconds_batch1,model_end_to_end_seconds_per_sample_amortized_valid128,model_peak_ram_bytes,solver_warm_solve_seconds,solver_cold_mesh_assembly_solve_seconds,solver_peak_ram_bytes,warm_solve_over_model_inference_speedup,cold_solver_over_amortized_model_speedup,gpu_memory,model_observed_rss_bytes_at_termination
1024,1024,240825,False,5.798640249995515,3.9957193750306033,0.1663058374891989,0.24834839355526128,1296367616,1.651182930644912,2.90014462597901,358645760,9.928592739579281,11.677726537553317,N/A_CPU_only,
2048,2048,240825,False,10.063798624963965,3.990488707961049,0.17955744570354,0.2915831575623997,1212923904,1.651182930644912,2.90014462597901,358645760,9.195847736501626,9.946200769015165,N/A_CPU_only,
4096,4096,240825,False,26.88317870796891,3.9034589169896208,0.23651839580270462,0.47151059245288707,2011693056,1.651182930644912,2.90014462597901,358645760,6.981202984406639,6.150751801548955,N/A_CPU_only,
8192,8192,240825,False,97.79839266597992,4.059809791971929,0.31531944589223715,1.1239173385397407,1979285504,1.651182930644912,2.90014462597901,358645760,5.236540125118755,2.580389612769074,N/A_CPU_only,
16384,16384,240825,False,387.8283459999948,4.3826437090174295,0.5762496292998549,3.6429153115154804,4710137856,1.651182930644912,2.90014462597901,358645760,2.865395215353291,0.7961054205162206,N/A_CPU_only,
32768,32768,240825,False,>3820.0,N/A_not_reached,N/A_not_reached,N/A_inference_not_reached,,1.651182930644912,2.90014462597901,358645760,N/A_not_reached,N/A_not_reached,N/A_CPU_only,930168832
