sample_id,package_total_power_W,interface_index,interface_z_m,lower_layer,upper_layer,perfect_contact_temperature_jump_K,adjacent_plane_upper_minus_lower_K,family_id,selection_bin
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.005002894156120874,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.001767952870636691,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.09248276276139222,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.02307389947293359,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.1910376872190227,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a64_l0,2.5,7,0.003175,tim_to_spreader,spreader,0.0,-0.04158304635296872,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,0.6776855674978037,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.10946240773421323,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.004737632967589889,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.0016795235648032758,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.0919275892326823,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.02292969094463615,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.18948052950423744,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q2_42p5_55_a16_l1,2.5,7,0.003175,tim_to_spreader,spreader,0.0,-0.04124405565170264,f01_low_low,q2_42p5_55
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,0.8405231721132509,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.13577234220326773,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.005898698878695541,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.002089850898755685,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.1141276840864407,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.02846827110005279,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.23531793711788396,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a32_l0,3.1,7,0.003175,tim_to_spreader,spreader,0.0,-0.05122153130406559,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,0.8407186077060942,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.13579807298577862,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.005811252447813331,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.0020578113113174368,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.11433584362811189,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.02851862867055388,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.23551271244792815,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q3_55_67p5_a48_l1,3.1,7,0.003175,tim_to_spreader,spreader,0.0,-0.051263837115925526,f01_low_low,q3_55_67p5
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,0,0.0016,pcb_fr4_equivalent,bt_substrate_with_vias,0.0,1.004031416395776,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,1,0.0026,bt_substrate_with_vias,silicon_interposer_tsv_0p1,0.0,0.16224560887974349,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,2,0.0026999999999999997,silicon_interposer_tsv_0p1,bump_underfill_under_interposer,0.0,0.007404283350638252,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,3,0.0027749999999999997,bump_underfill_under_interposer,silicon_die_lower,0.0,0.002616570248278549,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,4,0.0029249999999999996,silicon_die_lower,tim_between_dies,0.0,-0.13687448888822473,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,5,0.0029749999999999998,tim_between_dies,silicon_die_upper,0.0,-0.03414937122016681,f01_low_low,q4_67p5_80
p1d64b_f01_low_low_q4_67p5_80_a64_l0,3.7,6,0.0031249999999999997,silicon_die_upper,tim_to_spreader,0.0,-0.28273577708478115,f01_low_low,q4_67p5_80
