sample_id,seed,model,label,sse,truth_sse,cv_sse,cv_truth_energy,absolute_error_sum,node_count,hotspot_sse,hotspot_count,sample_first_relative_rmse_pct,point_global_relative_rmse_pct,rmse_K,mae_K,peak_temperature_absolute_error_K,true_hotspot_region_rmse_K
v6p1if1_0017,2,Heat3D,heat3d_seed2,572051.2553361366,1722431537.7740855,8.970505492169908e-07,0.0026760564629318756,292786.575466156,240825,50566.27873657568,2409,1.830883968580224,1.822411666969672,1.5412272782583816,1.2157648726924364,0.28382110595703125,4.581546483038846
v6p1if1_0017,0,Therm-FM,thermfm_seed0,587094.732202291,1722431537.7740855,7.339952631445419e-07,0.0026760564629318756,315052.8847541809,240825,17880.07997502247,2409,1.6561474198760706,1.8462185378376645,1.5613609283313843,1.3082233354268906,3.4397354125976562,2.724371500484759
v6p1if1_0017,1,Therm-FM,thermfm_seed1,279621.0730821973,1722431537.7740855,4.218199853160524e-07,0.0026760564629318756,188954.11129379272,240825,35419.16474817449,2409,1.2554977532431568,1.274130654534571,1.0775418948558382,0.7846116943581136,3.7045974731445312,3.8344295045864656
v6p1if1_0017,2,Therm-FM,thermfm_seed2,387927.9162733051,1722431537.7740855,7.487004684080631e-07,0.0026760564629318756,226654.0725479126,240825,43973.094765671296,2409,1.6726551658942186,1.5007368009684163,1.2691844203262745,0.9411567426467875,5.0932464599609375,4.27243157355557
v6p1if1_0019,0,Heat3D,heat3d_seed0,52193.58739604545,1269930200.947831,7.192879369242955e-08,0.0020813531653017933,88411.93907928467,240825,2588.747624667827,2409,0.5878662119740331,0.6410894768903217,0.46554084392609346,0.36712110071331744,0.1717681884765625,1.0366364055067774
v6p1if1_0019,1,Heat3D,heat3d_seed1,171518.98442599946,1269930200.947831,2.8184851733191115e-07,0.0020813531653017933,178841.154586792,240825,6086.549452135805,2409,1.163683799863129,1.1621606662731965,0.8439278398061982,0.7426187255757998,1.0274200439453125,1.5895243214062407
v6p1if1_0019,2,Heat3D,heat3d_seed2,393100.52152572246,1269930200.947831,7.899759768142625e-07,0.0020813531653017933,286074.75565338135,240825,7902.164827291854,2409,1.9482023074235448,1.7593890481115502,1.2776180108666861,1.1878947603171655,1.0995330810546875,1.8111509253123546
v6p1if1_0019,0,Therm-FM,thermfm_seed0,2280525.430808697,1269930200.947831,4.032326484156516e-06,0.0020813531653017933,702025.3119277954,240825,15259.900340258726,2409,4.401543063317003,4.237673904275197,3.0772775982054825,2.9150848621521663,4.55047607421875,2.516850669704139
v6p1if1_0019,1,Therm-FM,thermfm_seed1,1013418.8922138612,1269930200.947831,1.7411417278895451e-06,0.0020813531653017933,456752.4444961548,240825,8842.220490786072,2409,2.8923055638466644,2.8249097158724794,2.0513686475114072,1.8966155693808981,1.8350830078125,1.9158533828649698
v6p1if1_0019,2,Therm-FM,thermfm_seed2,1283181.7830102467,1269930200.947831,2.5916474368073973e-06,0.0020813531653017933,514264.7595100403,240825,20945.254766270053,2409,3.5287027130894986,3.1787338518424657,2.30830561621643,2.135429293096814,4.3803863525390625,2.9486581342997717
v6p1if1_0023,0,Heat3D,heat3d_seed0,2747592.7719561053,1453536051.386969,4.531785689811455e-06,0.0022034812241965825,731505.5696029663,240825,25822.744960647484,2409,4.53502833324794,4.347737135018251,3.377733631971942,3.037498472347,0.46973419189453125,3.2740311189430034
v6p1if1_0023,1,Heat3D,heat3d_seed1,3282536.734562575,1453536051.386969,5.841696027490589e-06,0.0022034812241965825,847197.983001709,240825,45957.729084204824,2409,5.1489040669048105,4.752169181749539,3.691934717195965,3.5178988186513402,1.3473281860351562,4.367781257219665
v6p1if1_0023,2,Heat3D,heat3d_seed2,1742975.102210702,1453536051.386969,3.126852924739229e-06,0.0022034812241965825,608487.804977417,240825,22656.028903177415,2409,3.767029749243991,3.4628420912823366,2.690263424558049,2.526680390231151,0.8354721069335938,3.066715547951166
