comparison,baseline,candidate,sample_id,deltaT_quartile,true_scale_cv_rms_K,point_true_squared_sum,baseline_point_sse_K2,candidate_point_sse_K2,delta_point_sse_K2,baseline_sample_relative_pct,candidate_sample_relative_pct,delta_sample_relative_pct
V45_minus_V38,V38,V45,sample_0196,Q1,0.11565347010374963,12.116959260659277,0.052671158147118716,0.061535205723001835,0.008864047575883119,5.881457731340953,6.679316567025095,0.797858835684142
V45_minus_V38,V38,V45,sample_0206,Q1,0.057751311223483696,3.0892330235724597,0.18798811577272942,0.33332598378130124,0.14533786800857182,24.841823714003368,32.80439672651713,7.962573012513763
V45_minus_V38,V38,V45,sample_0213,Q3,0.5267958684596359,200.7249510433949,1.8437557499181823,2.167589946483137,0.32383419656495493,9.18120836450165,10.133750211331664,0.9525418468300142
V45_minus_V38,V38,V45,sample_0224,Q3,0.6197833329296856,320.237723094359,8.087136498363792,3.6271992904094508,-4.459937207954342,15.046684943907529,9.59212576966311,-5.4545591742444195
V45_minus_V38,V38,V45,sample_0226,Q1,0.058075400567802395,2.589466040242577,0.16902507567803818,0.16014902263502198,-0.008876053043016197,25.547260587483304,24.276894364604996,-1.2703662228783108
V45_minus_V38,V38,V45,sample_0229,Q4,0.8969272992883323,684.3413259684132,53.690506036123494,31.869654285772686,-21.82085175035081,26.870967101485977,21.001500240807307,-5.869466860678671
V45_minus_V38,V38,V45,sample_0234,Q3,0.38896814091839,112.22124107050782,2.4618480736094877,4.3964331942572805,1.9345851206477929,14.801873102627955,19.78161212382228,4.979739021194327
V45_minus_V38,V38,V45,sample_0240,Q1,0.08668854138869422,5.4059686157488205,0.1635826838120413,0.1510781144270066,-0.012504569385034692,16.510216429168935,16.20685926281608,-0.30335716635285226
V45_minus_V38,V38,V45,sample_0262,Q4,1.4815468124091347,1545.3241113879365,25.781909630952633,31.395043331142563,5.61313370018993,12.817312086201547,13.876318641403584,1.0590065552020382
V45_minus_V38,V38,V45,sample_0265,Q2,0.2449745382555374,53.396676743242665,13.270940621895399,5.731160458137964,-7.539780163757435,49.26041007080994,32.84588195352084,-16.4145281172891
V45_minus_V38,V38,V45,sample_0271,Q4,1.3831723659142101,1853.273310980898,76.10690707076384,70.45135643777239,-5.655550632991449,19.68697933129019,18.697240513090584,-0.9897388181996036
V45_minus_V38,V38,V45,sample_0281,Q4,1.4172206963127103,1615.1042070611625,28.86383518132779,13.230139185944648,-15.633695995383142,13.647422124754105,8.540359208230385,-5.107062916523721
V45_minus_V38,V38,V45,sample_0283,Q2,0.25939914864171104,47.53182930507547,3.954299563023042,2.9148018982030393,-1.039497664820003,28.92731971637586,24.475152838406206,-4.452166877969654
V45_minus_V38,V38,V45,sample_0304,Q2,0.22636690019492287,46.434051271630125,6.040059296093158,6.774604384584496,0.7345450884913376,34.29590293454548,36.83598602465925,2.5400830901137708
V45_minus_V38,V38,V45,sample_0323,Q4,1.1575128402634633,1139.5867925495845,26.4780361165595,21.470530160969997,-5.0075059555895045,14.919435279787837,13.594239169916857,-1.3251961098709797
V45_minus_V38,V38,V45,sample_0325,Q4,1.6250987103360819,1926.2213582881873,98.01394434588266,65.97538663846903,-32.03855770741363,22.55588427656356,18.709804345284883,-3.8460799312786786
V45_minus_V38,V38,V45,sample_0334,Q1,0.009529631065595099,0.07691464630910275,0.003317081114836493,0.0029790256543632604,-0.00033805546047323276,20.844716244766094,18.702096426994117,-2.1426198177719735
V45_minus_V38,V38,V45,sample_0348,Q4,1.7594226076455959,2206.8572181233667,138.43538873755602,108.39766758882834,-30.037721148727684,25.07211244513645,21.934191724688326,-3.137920720448126
V45_minus_V38,V38,V45,sample_0360,Q3,0.5414195306327659,272.8303519265439,21.922824181156088,13.780112366736986,-8.142711814419101,26.062209432824613,21.421201703291675,-4.641007729532936
V45_minus_V38,V38,V45,sample_0364,Q4,0.8546407191781071,552.4710459924131,25.46392436712678,47.54079336894575,22.07686900181897,21.444034297684517,28.549135942639143,7.105101644954626
V45_minus_V38,V38,V45,sample_0371,Q3,0.6640046958425427,314.10071711693416,18.91891300453695,26.034891890095203,7.115978885558253,23.872227557734956,27.506924000763565,3.6346964430286093
V45_minus_V38,V38,V45,sample_0384,Q1,0.102519256834361,8.895322613334228,0.21268503612725365,0.3066779526458794,0.09399291651862574,15.444080186354563,18.292885523022253,2.8488053366676898
V45_minus_V38,V38,V45,sample_0408,Q2,0.18930178633627778,27.930643427313292,3.5585080197688703,2.1378263750072652,-1.420681644761605,36.34575974142675,28.188662888014566,-8.157096853412183
V45_minus_V38,V38,V45,sample_0411,Q1,0.027465730895437586,0.5556297744257668,0.09616663465768699,0.0468788126908151,-0.04928782196687189,41.55101457322786,29.355388996424043,-12.195625576803815
