sample_id,role,bypass_residual_scale,bypass_residual_normalized_mean_abs,bypass_residual_normalized_rmse,bypass_residual_raw_delta_cv_rms_K,bypass_residual_raw_delta_mean_abs_K,full_sample_id,full_split,full_point_count,full_cv_volume_m3,full_point_error_squared_sum,full_point_true_abs_sum,full_point_count_for_global,full_raw_cv_error_squared_integral_K2_m3,full_raw_cv_volume_m3,full_sample_cv_relative_rmse,full_raw_cv_weighted_rmse_K,full_amplitude_ratio,full_spatial_correlation,full_hotspot_cv_weighted_rmse_K,full_top5_cv_weighted_rmse_K,full_strong_q_cv_weighted_rmse_K,full_strong_q_active,full_low_deltaT_background_bias_K,full_low_deltaT_background_rmse_K,full_low_deltaT_background_over_ratio,full_shape_cv_rmse,full_scale_log_error,full_scale_log_squared_error,full_true_scale_cv_rms_K,full_pred_scale_cv_rms_K,full_legacy_normalized_base_mse,without_bypass_sample_id,without_bypass_split,without_bypass_point_count,without_bypass_cv_volume_m3,without_bypass_point_error_squared_sum,without_bypass_point_true_abs_sum,without_bypass_point_count_for_global,without_bypass_raw_cv_error_squared_integral_K2_m3,without_bypass_raw_cv_volume_m3,without_bypass_sample_cv_relative_rmse,without_bypass_raw_cv_weighted_rmse_K,without_bypass_amplitude_ratio,without_bypass_spatial_correlation,without_bypass_hotspot_cv_weighted_rmse_K,without_bypass_top5_cv_weighted_rmse_K,without_bypass_strong_q_cv_weighted_rmse_K,without_bypass_strong_q_active,without_bypass_low_deltaT_background_bias_K,without_bypass_low_deltaT_background_rmse_K,without_bypass_low_deltaT_background_over_ratio,without_bypass_shape_cv_rmse,without_bypass_scale_log_error,without_bypass_scale_log_squared_error,without_bypass_true_scale_cv_rms_K,without_bypass_pred_scale_cv_rms_K,without_bypass_legacy_normalized_base_mse
sample_0218,train,0.5,0.3174872235467774,0.3180070117940782,0.1259882725640531,0.12645548032873638,sample_0218,train,1024,2.0000000000000004e-07,0.49068870273176035,43.020751953125,1024,1.1069470131699864e-10,2.0000000000000004e-07,0.2011030420515845,0.02352601765248409,1.1008816807145194,0.9832452806431379,0.08156084489987694,0.1757676798170405,0.059873634796094366,True,0.0016673384671511112,0.004350893987307131,0.6279893711248893,0.16580679048446487,0.09611138667465342,0.009237398648524747,0.11698489198611667,0.12878652450788264,0.0007551328115786448,sample_0218,train,1024,2.0000000000000004e-07,18.061143252314245,43.020751953125,1024,3.510482572602153e-09,2.0000000000000004e-07,1.132501105033544,0.1324855194465069,1.8004077946262969,0.9820221308825134,0.14824063733016105,0.1701700092377648,0.16433420235249982,True,0.1304317210051103,0.13048922092288492,1.0,0.597104458878435,0.5880131918131257,0.3457595137462598,0.11698489198611667,0.21062051138531987,0.027794731814973245
sample_0219,train,0.5,0.31348495528800413,0.3168851381972462,0.12468256664029861,0.12486137285753271,sample_0219,train,1024,2.0000000000000004e-07,0.636718456466451,151.18777465820312,1024,1.4771698278573947e-10,2.0000000000000004e-07,0.08660829630749636,0.027176918771794147,1.0460364511398719,0.9962903812425199,0.06355569949851117,0.07703353640060448,0.057511110466056406,True,0.0025693819091115793,0.005847894737695795,0.5398642917726888,0.07172722003402154,0.04500821316162185,0.002025739252001991,0.3137911716367737,0.3282370035779532,0.0009798614534080902,sample_0219,train,1024,2.0000000000000004e-07,18.651046176348117,151.18777465820312,1024,3.639709921188741e-09,2.0000000000000004e-07,0.4299101192157145,0.13490200000720412,1.2766584807164398,0.994141478265361,0.13462028068376947,0.11214339466165738,0.08457656641892647,True,0.13228545574261233,0.13236364727208919,1.0,0.2912341928103957,0.24424610253243112,0.059656158602282856,0.3137911716367737,0.4006041604440352,0.028702547801094037
sample_0220,train,0.5,0.31261841098603327,0.314841793366219,0.12423400330652437,0.12451622739086575,sample_0220,train,1024,2.0000000000000004e-07,0.5261171046574518,71.23733520507812,1024,1.226163768747002e-10,2.0000000000000004e-07,0.1817430378808959,0.02476049039040828,0.9420379269804195,0.9752966617668422,0.04314874205538244,0.05149414313036127,0.057602441430381915,True,0.005819440944912973,0.011461499489784836,0.8016637478108581,0.17747262981170078,-0.0597097430289922,0.0035652534125882825,0.1362390035905249,0.12834230851629602,0.0008096543234045868,sample_0220,train,1024,2.0000000000000004e-07,16.370584799514695,71.23733520507812,1024,3.0907443632916168e-09,2.0000000000000004e-07,0.9124626289846557,0.1243129993864603,1.6005591800854793,0.9601540243825624,0.09394975852737243,0.07346065681584199,0.034906107436774296,True,0.13430520038131866,0.13457697497447907,1.0,0.5429962299069613,0.4703530557426103,0.2212319970464111,0.1362390035905249,0.2180585878825132,0.02519309051562011
sample_0221,train,0.5,0.31767553614190547,0.318335447101919,0.12602099670964478,0.1265304854246985,sample_0221,train,1024,2.0000000000000004e-07,0.6571504174895448,101.11822509765625,1024,1.3190985886616591e-10,2.0000000000000004e-07,0.1391094462861968,0.02568169181208336,1.0644358492034565,0.9892952668074945,0.05541465825700022,0.03151673050292689,0.028681788342908417,True,0.0024019639712531825,0.0053628291130826174,0.5515202702702704,0.11949626310399956,0.0624449397528945,0.003899370500742624,0.1846150099630699,0.1965108349057449,0.0010113046553513105,sample_0221,train,1024,2.0000000000000004e-07,19.606637319076796,101.11822509765625,1024,3.809929918369523e-09,2.0000000000000004e-07,0.7476123856093364,0.1380204680177821,1.5578383145573191,0.988655100998456,0.13421712046175333,0.08126587975858453,0.12324466229834116,True,0.13141390853058044,0.1314866210221123,1.0,0.3987837788334265,0.44329916450059637,0.19651414924692678,0.1846150099630699,0.2876003359628515,0.030173130100134452
sample_0223,train,0.5,0.3149183437344618,0.3153989397804832,0.1251891440308075,0.12543229291683317,sample_0223,train,1024,2.0000000000000004e-07,0.22112880238721333,11.956451416015625,1024,3.920942681396589e-11,2.0000000000000004e-07,0.4461775691673981,0.014001683258445372,1.2513025694468756,0.9439081067317372,0.03085006952133699,0.04977597649902825,0.030620776090280546,True,0.0074026177470321464,0.010523354145982345,0.917587085811385,0.3295814940974712,0.22418506430870558,0.050258943059098456,0.031381414544378816,0.039267644652258765,0.0003403003916820186,sample_0223,train,1024,2.0000000000000004e-07,18.542177433632887,11.956451416015625,1024,3.5879250646653946e-09,2.0000000000000004e-07,4.268095892705183,0.13393888652414193,4.758187482038917,0.9296678284468525,0.13081905721951334,0.11000697947071764,0.13178485534206305,True,0.13413967385875442,0.13417512219889488,1.0,0.9274330259521849,1.5598668146435415,2.4331844794261888,0.031381414544378816,0.14931865385373727,0.028535006463641033
sample_0225,train,0.5,0.31988408289907966,0.3209493974352544,0.12697151033501566,0.1274101518184732,sample_0225,train,1024,2.0000000000000004e-07,1.0866083421724957,230.64016723632812,1024,2.8026164260211467e-10,2.0000000000000004e-07,0.06634497588654277,0.03743405151744295,1.0078095676425058,0.9973014227294985,0.08829083885170497,0.1848494734596516,0.2769489288330078,True,-0.001651726956041451,0.008485735764087638,0.24358974358974356,0.06562796989940575,0.007779230811781265,6.0516432022967e-05,0.5642334030154643,0.5686398219424749,0.0016722078967144924,sample_0225,train,1024,2.0000000000000004e-07,16.475776466820953,230.64016723632812,1024,3.198195591728747e-09,2.0000000000000004e-07,0.22411902229175107,0.1264554386281734,1.1112861945891706,0.9973701089350531,0.1255466831079665,0.15670180948494977,0.23620986938476562,True,0.12836682102364352,0.12864776858765212,1.0,0.18453964598395833,0.105518078374423,0.011134064863830874,0.5642334030154643,0.6270247912971532,0.025354972657634603
sample_0227,train,0.5,0.317281638213899,0.31748713751521707,0.12587586289655658,0.12637359548396293,sample_0227,train,1024,2.0000000000000004e-07,0.20177152728647485,64.2874755859375,1024,4.5278806438770285e-11,2.0000000000000004e-07,0.16688737957453056,0.015046395986875108,1.0643298947973847,0.9747400912168261,0.029421493152877943,0.02951731652532858,0.032560979399696925,True,-0.004158921247023357,0.01015254608697627,0.46181015452538626,0.1492642107470732,0.06234539436472031,0.003886948198492499,0.0901589804168236,0.09595889814207734,0.00031051112435911076,sample_0227,train,1024,2.0000000000000004e-07,16.72227109259843,64.2874755859375,1024,3.277042747886008e-09,2.0000000000000004e-07,1.4197669548840512,0.12800474108184445,2.3051385107545257,0.9708818566514126,0.13980103966538443,0.13685998266372537,0.14051371979272417,True,0.12454962352122162,0.12503194129148426,1.0,0.36810643171965496,0.8351407660768276,0.6974600991633906,0.0901589804168236,0.20782893784918322,0.0257343087973085
sample_0230,train,0.5,0.2977051074230985,0.3056513149675174,0.11833338294853295,0.1185762435884583,sample_0230,train,1024,2.0000000000000004e-07,0.656186008076425,114.67251586914062,1024,1.4793122155925436e-10,2.0000000000000004e-07,0.12789140926544912,0.027196619418528318,1.0477394553941082,0.9887756029897914,0.06094369633733808,0.05903315812936447,0.05714604960818041,True,-0.0004111812931710274,0.006776716821568959,0.6810344827586207,0.11591264796671079,0.04663494372478291,0.0021748179762136693,0.21265399743996488,0.22280598346512887,0.0010098206218909877,sample_0230,train,1024,2.0000000000000004e-07,16.688173790879393,114.67251586914062,1024,3.1043150809835106e-09,2.0000000000000004e-07,0.585860676305091,0.1245856147591589,1.381001342443898,0.9802693187338398,0.0806289830263736,0.05716092640938856,0.10466705730468237,True,0.1289789522387858,0.12920786642179372,1.0,0.3787154979049286,0.3228088465077094,0.10420555138363789,0.21265399743996488,0.29367545594065275,0.025681835733553184
sample_0231,train,0.5,0.2761588249995839,0.28307234776158696,0.1033942575728183,0.10999433763732727,sample_0231,train,1024,2.0000000000000004e-07,30.0613577694981,3060.796661376953,1024,8.252259239353472e-09,2.0000000000000004e-07,0.036760059509933066,0.20312876752633377,1.029792402245855,0.9995893553438999,0.3228824902141477,0.12545226005103216,0.2661957889766992,True,0.005229096742711831,0.038395557613062424,0.3361344537815125,0.02122025558961881,0.02935723070975173,0.0008618469949455901,5.525800834774101,5.690427715974173,0.04626216342321729,sample_0231,train,1024,2.0000000000000004e-07,35.039277262422786,3060.796661376953,1024,7.4320377383189686e-09,2.0000000000000004e-07,0.03488540165436081,0.19276978158309677,1.0246550244097046,0.9996548753583273,0.252662799421418,0.13295290036010451,0.21223543950709964,True,0.1126610009952859,0.12046639530457359,0.9787704555506413,0.024381642348073225,0.024355994389313726,0.0005932144626922817,5.525800834774101,5.662039589238622,0.05392277328486084
sample_0232,train,0.5,0.31256227703852346,0.31329823458755507,0.12397352058387526,0.12449386918313757,sample_0232,train,1024,2.0000000000000004e-07,2.5314886499600453,397.22991943359375,1024,5.174434538844e-10,2.0000000000000004e-07,0.04488392406072468,0.050864695707553385,0.9754152880868808,0.9991431597080613,0.1409074422217959,0.12694791691315668,0.06840371448872574,True,0.00464595632404925,0.009121497151971473,0.7863616745791971,0.03802237124147298,-0.024891962170125827,0.0006196097806789753,1.1332497497040845,1.1053891310819952,0.0038957682839701516,sample_0232,train,1024,2.0000000000000004e-07,15.652990612483348,397.22991943359375,1024,3.0161057782760262e-09,2.0000000000000004e-07,0.1083634079181242,0.12280280490029585,1.0071241341105868,0.9991287268097083,0.13474307961360846,0.2120709358135305,0.139972252091533,True,0.1315966029464555,0.13176479599146096,1.0,0.10774585656816237,0.007098877351255771,5.039405964817215e-05,1.1332497497040845,1.1413231729017652,0.024088765712676905
sample_0233,train,0.5,0.31992080132476985,0.3200355918286663,0.12730131702083886,0.12742477680434097,sample_0233,train,1024,2.0000000000000004e-07,0.19234724530255787,19.5792236328125,1024,4.2777904283901464e-11,2.0000000000000004e-07,0.347012596544831,0.014624962270703718,1.249455303169079,0.9755429884762905,0.02934189244981911,0.023614624449152386,0.039639815049940845,True,0.006571580730788694,0.008554654167635485,0.9839119390347162,0.21580576743511704,0.22270769887959865,0.04959871914024599,0.042145335403737424,0.052658712824039264,0.0002960077708532802,sample_0233,train,1024,2.0000000000000004e-07,19.233065723823696,19.5792236328125,1024,3.809055122671064e-09,2.0000000000000004e-07,3.2744933784033674,0.1380046217101272,3.9073058412529886,0.9798285904451384,0.15183705891705238,0.15071508550450924,0.16468558386198856,True,0.13458574437090748,0.13462911503364136,1.0,0.7621890593358885,1.36284809334013,1.8573549255208275,0.042145335403737424,0.16467471520458962,0.029598231489371105
sample_0236,train,0.5,0.27133404458436416,0.2865997707839472,0.10627947397315388,0.10807262274728731,sample_0236,train,1024,2.0000000000000004e-07,4.363142384368427,1021.8038330078125,1024,9.45779972565436e-10,2.0000000000000004e-07,0.03619012288049981,0.06876699690132745,0.9918472163692493,0.9990072517880301,0.12317320263679853,0.13547792634860814,0.08424572329911223,True,0.017978836432205023,0.032857344151467904,0.7987588652482268,0.035404469143589884,-0.00818619931571398,6.701385923659602e-05,1.90015925418095,1.884667666917644,0.006714544938680084,sample_0236,train,1024,2.0000000000000004e-07,18.420404261975452,1021.8038330078125,1024,3.372432496957483e-09,2.0000000000000004e-07,0.06833868753995671,0.12985438954762912,1.0147047715933648,0.998991526228326,0.09269984144402896,0.11051463411720962,0.08856296406683771,True,0.1471006369271071,0.14958346656888705,1.0,0.066252552941733,0.014597704758942046,0.00021309298422923925,1.90015925418095,1.9281006620046994,0.028347607443005837
sample_0237,train,0.5,0.3150421280624869,0.31784870408748567,0.12530554540072816,0.1254815963391338,sample_0237,train,1024,2.0000000000000004e-07,0.3471310887710968,60.950469970703125,1024,8.497172303585895e-11,2.0000000000000004e-07,0.14312106202240948,0.020612098757266197,1.059077521598061,0.9897723134930452,0.046820270880252896,0.04866951696447482,0.04797866720483609,True,0.00242103964166309,0.005706908684592063,0.6100254885301615,0.12667104370693358,0.057398266582259556,0.003294561006648134,0.1440186263712801,0.1525268898812525,0.000534208404622477,sample_0237,train,1024,2.0000000000000004e-07,18.61677387102897,60.950469970703125,1024,3.6419614897294184e-09,2.0000000000000004e-07,0.9369879644037411,0.13494371955984868,1.6272225679964256,0.9807463151632881,0.10693211121266269,0.050195775933180566,0.08233973435930375,True,0.1323619507816553,0.13244137698342412,1.0,0.5456831885852157,0.48687461543699057,0.23704689115691746,0.1440186263712801,0.23435035904319215,0.028649805186748367
sample_0238,train,0.5,0.24499139543331694,0.26816298493310237,0.09479238611345185,0.09758031910648819,sample_0238,train,1024,2.0000000000000004e-07,0.4237175446322503,182.354736328125,1024,9.06896291373958e-11,2.0000000000000004e-07,0.08247671704748288,0.02129432191188484,1.0331515125879291,0.9924372842542851,0.027422407366814398,0.024381754965634616,0.02193285929312627,True,0.002921437865156812,0.009697554529473788,0.5447333627148525,0.07429924100139476,0.03261385178092662,0.0010636633279882506,0.2581858574659977,0.266745109169807,0.0006520692088592865,sample_0238,train,1024,2.0000000000000004e-07,13.320428389912156,182.354736328125,1024,2.0714937241204483e-09,2.0000000000000004e-07,0.39417979897879635,0.10177164939511514,1.2211690193649816,0.9339031928187601,0.0558048509706725,0.031226301737985275,0.07015078625360181,True,0.11041012470051811,0.11433129019520308,1.0,0.29526323798971865,0.19980861254678167,0.03992348164786992,0.2581858574659977,0.3152885703756593,0.020499131036066272
sample_0241,train,0.5,0.3185823222374893,0.31978520912104447,0.1269212045117458,0.12689165923821916,sample_0241,train,1024,2.0000000000000004e-07,0.4214676765171099,28.83367919921875,1024,1.0089271016998876e-10,2.0000000000000004e-07,0.17539733051178533,0.022460266045840678,1.0975198467366516,0.9901422729273395,0.07226939438167787,0.09199040695692237,0.10284460353408816,True,0.003052273956783496,0.003979314871719446,0.8941227312013827,0.13916024980204153,0.09305294939060955,0.008658851390291343,0.12805363673611625,0.14054140776469318,0.0006486067894093364,sample_0241,train,1024,2.0000000000000004e-07,18.90434506023867,28.83367919921875,1024,3.6978007071302365e-09,2.0000000000000004e-07,1.0618540694151366,0.13597427527165268,1.6056323867420725,0.9787825074517301,0.14900115317091084,0.06390416952766177,0.06829680193303579,True,0.1325784184379936,0.1325847217117558,1.0,0.6883289866057605,0.47351768941145034,0.22421900218555874,0.12805363673611625,0.20560706638361267,0.0290923553240593
sample_0242,train,0.5,0.31214205421565566,0.31442103298792845,0.12406134834157372,0.12432649401031265,sample_0242,train,1024,2.0000000000000004e-07,0.8138830481131372,104.42034912109375,1024,1.9476036345414115e-10,2.0000000000000004e-07,0.11542751384661804,0.031205797815000748,1.0508563223346938,0.9934159723431886,0.07717684716972,0.11203324196697742,0.10227601491975319,True,0.003562129557538197,0.011466121501075613,0.6503401360544218,0.10108174881591517,0.049605376873903075,0.002460693414801958,0.27034973530199674,0.28409872858361424,0.0012525044047739216,sample_0242,train,1024,2.0000000000000004e-07,18.128579308586243,104.42034912109375,1024,3.4835262841218623e-09,2.0000000000000004e-07,0.4881672040147395,0.13197587438850067,1.2967413472850309,0.9908778802152296,0.14685773440227035,0.1472811673286477,0.13539451198569488,True,0.1321451068803026,0.1326313317706117,1.0,0.34039498311177835,0.2598544616109786,0.06752434121913155,0.27034973530199674,0.35057367999366273,0.027898510849467997
sample_0243,train,0.5,0.3142061675898731,0.3152800479523133,0.1236039204376591,0.12514863244244762,sample_0243,train,1024,2.0000000000000004e-07,0.7545315695589003,168.5294189453125,1024,1.6935141594211804e-10,2.0000000000000004e-07,0.10898130693726067,0.02909909070247024,1.0276347527525334,0.9888536594043511,0.05008371837234336,0.05869828227146832,0.049266383369904736,True,0.008833121004148478,0.02116882454783582,0.5549715286903197,0.1039922719985065,0.02725980502051346,0.0007430969697564109,0.26700992601623197,0.2743886793041628,0.0011611669140444566,sample_0243,train,1024,2.0000000000000004e-07,18.232121917542297,168.5294189453125,1024,3.509450229892848e-09,2.0000000000000004e-07,0.49610903870595024,0.13246603772085974,1.3794701773515416,0.988265160402153,0.14166502280559068,0.15236709647642344,0.13739049309828416,True,0.14000924768361195,0.14115543176249173,1.0,0.2720903878503818,0.32169949599392594,0.10349056572274598,0.26700992601623197,0.36833222999623355,0.028057855452344654
sample_0245,train,0.5,0.22599347539653536,0.2556671215610779,0.08620966833375523,0.09001342845602339,sample_0245,train,1024,2.0000000000000004e-07,1.1878616658286973,197.11422729492188,1024,2.8872388385270375e-10,2.0000000000000004e-07,0.13929431663792963,0.03799499202873345,1.1021161981366099,0.9856032550366894,0.06567964859929573,0.06241798627025938,0.047324037939401556,True,0.009601649319609773,0.022105767852854397,0.7427884615384617,0.09024187328668386,0.09723214812718647,0.009454090629427132,0.27276771189089183,0.30062171360361184,0.0018280292336090925,sample_0245,train,1024,2.0000000000000004e-07,13.618276633558189,197.11422729492188,1024,2.137353502124106e-09,2.0000000000000004e-07,0.3789921547984973,0.10337682288898478,1.2850907881773153,0.9552888893195778,0.08825993225689137,0.08461460555552909,0.07224585343747929,True,0.11638931444344612,0.12066101028414,1.0,0.2202826102224401,0.2508293681294948,0.06291537191624162,0.27276771189089183,0.350531273863189,0.020957497275226382
sample_0246,train,0.5,0.31111473926284816,0.3130060700141991,0.12319982375316553,0.1239173134317845,sample_0246,train,1024,2.0000000000000004e-07,3.625269016524752,1165.1052551269531,1024,7.90148370587693e-10,2.0000000000000004e-07,0.027873608529325262,0.06285492703788992,0.9910901809879185,0.999464569671125,0.08854623664981641,0.07575620013210534,0.09328928207320077,True,-0.0015880196672798154,0.03258408620666011,0.36897458369851,0.026529683812134334,-0.008949748804588044,8.009800366522512e-05,2.2549978404038185,2.2349062177731858,0.005579014554859979,sample_0246,train,1024,2.0000000000000004e-07,16.254693505290042,1165.1052551269531,1024,3.0192122683559628e-09,2.0000000000000004e-07,0.05448609655175243,0.12286603005623568,1.0147502473118972,0.9994596023515295,0.09807798457097722,0.10400932634318936,0.11486234081681343,True,0.12688574635021313,0.13110567196334688,1.0,0.05206893918989274,0.014642520453910797,0.00021440340524319604,2.2549978404038185,2.288259616237569,0.02501474216301461
sample_0248,train,0.5,0.32372804402257316,0.323830589818756,0.12875534778755546,0.12894120539853873,sample_0248,train,1024,2.0000000000000004e-07,0.28888995931733064,34.442596435546875,1024,7.294170417121293e-11,2.0000000000000004e-07,0.24946327614348138,0.01909734329314066,1.107227707605744,0.9675005938348932,0.03104036835360224,0.01713852244179447,0.029088002298302284,True,0.003025383061427197,0.007945014958161032,0.7523302263648468,0.2140581164988388,0.10185933050108315,0.010375323210128887,0.07655372601679707,0.08476240656625642,0.00044457972666192856,sample_0248,train,1024,2.0000000000000004e-07,18.5681788484895,34.442596435546875,1024,3.6821025370623165e-09,2.0000000000000004e-07,1.7724198606815489,0.13568534440134492,2.4635035965847996,0.9651811862844615,0.13574869045803073,0.10988959432397123,0.12928754808323442,True,0.1334541990023637,0.13366443923021637,1.0,0.6370050961787174,0.9015845629499928,0.8128547241497295,0.07655372601679707,0.18859037937434692,0.028575020996129116
sample_0250,train,0.5,0.3038409707296523,0.30752159265831186,0.12036868728787527,0.12102016411223146,sample_0250,train,1024,2.0000000000000004e-07,5.081454169446354,1030.4021911621094,1024,1.1175227872274683e-09,2.0000000000000004e-07,0.036646311775301026,0.07475034405363858,0.9943143511962013,0.9989893908123294,0.15026753837702533,0.11323774362255525,0.16476642576639555,True,0.010379613369430113,0.03308079986300116,0.5281536446966391,0.03630592143747065,-0.005701873633307684,3.2511362930209365e-05,2.0397780958688183,2.028180633978027,0.00781997349309236,sample_0250,train,1024,2.0000000000000004e-07,19.112834882737573,1030.4021911621094,1024,3.7645317214935096e-09,2.0000000000000004e-07,0.06726010777541831,0.13719569456607428,1.013699940998418,0.9990477158134298,0.13166900006351612,0.07703803966376918,0.1695170643251913,True,0.13838102631774962,0.14174432367713108,1.0,0.06540359646147464,0.01360694520203052,0.00018514895773106136,2.0397780958688183,2.0677229354320863,0.029413205608397032
sample_0251,train,0.5,0.31256972037954256,0.31396703381057706,0.12378254550401022,0.12449683387334873,sample_0251,train,1024,2.0000000000000004e-07,2.111260271592113,340.65277099609375,1024,5.519615919069394e-10,2.0000000000000004e-07,0.048820891545952316,0.0525338744005684,0.9917683919856876,0.9986258424286085,0.1318339878517263,0.09800185691230734,0.0827523101537376,True,7.315209772338431e-05,0.009282860596390111,0.5370370370370371,0.04832122095837409,-0.008265674777866277,6.832137953345473e-05,1.0760531554636044,1.067195507685264,0.0032490694304988968,sample_0251,train,1024,2.0000000000000004e-07,16.353565930931435,340.65277099609375,1024,3.1017684184074024e-09,2.0000000000000004e-07,0.11573266709068962,0.12453450161315541,1.0205812858934902,0.9987827999309986,0.09913943075472169,0.08327781143425748,0.11112531667073818,True,0.12786257908736498,0.12828145467355925,1.0,0.11273373714818431,0.02037235310247988,0.00041503277093212166,1.0760531554636044,1.098199713092793,0.02516689912497534
sample_0252,train,0.5,0.23809138318392797,0.2739356728648677,0.09800833282079702,0.09483203729053635,sample_0252,train,1024,2.0000000000000004e-07,1.8282148124964022,303.4459533691406,1024,4.2938476834145156e-10,2.0000000000000004e-07,0.09816119939616622,0.04633490953597792,1.0426419140758043,0.9914906342540322,0.08993682301022583,0.07392001623357476,0.06897845217819736,True,-0.001190173556977609,0.018412417906946678,0.4423676012461058,0.08658855114039578,0.04175779403604526,0.001743713362756777,0.4720287631060423,0.4921569730637183,0.002813483916736694,sample_0252,train,1024,2.0000000000000004e-07,13.846509627399463,303.4459533691406,1024,2.2725236471335514e-09,2.0000000000000004e-07,0.22582433732628224,0.10659558262736667,1.119660116639647,0.9834354333137764,0.09217300178408501,0.0756143184646885,0.07715343346764905,True,0.12445124361082131,0.1260050388342881,1.0,0.18099235824733814,0.11302517196545901,0.012774689497821581,0.4720287631060423,0.5285117799565796,0.021308729573320067
sample_0254,train,0.5,0.3078932127318694,0.30916240924453037,0.12194443285440972,0.12263417617569058,sample_0254,train,1024,2.0000000000000004e-07,8.967433024159659,766.1555786132812,1024,1.797153561975636e-09,2.0000000000000004e-07,0.042884858687904946,0.09479328989901224,0.9794726374726048,0.9991752365906452,0.28102273622339574,0.14720570177942233,0.13618651153280414,True,-0.002493668236686551,0.015257483272900085,0.4531523642732049,0.0380453787008865,-0.020740977186710693,0.0004301881346596534,2.2104139502678906,2.16503998177513,0.01380019801485041,sample_0254,train,1024,2.0000000000000004e-07,18.414369226621268,766.1555786132812,1024,3.472746058098781e-09,2.0000000000000004e-07,0.05961395053167146,0.13177150788578654,0.9897625168612905,0.9992239517193187,0.26560841233112725,0.19350913715393714,0.20619878530185953,True,0.12454736313657042,0.12565681863354664,1.0,0.05903127567255466,-0.01029024658807289,0.00010588917484334576,2.2104139502678906,2.1877848747224546,0.02833831825357561
sample_0258,train,0.5,0.3034670812630793,0.30914963307939153,0.11972581991135542,0.12087124356180062,sample_0258,train,1024,2.0000000000000004e-07,0.2969300220030331,138.28369140625,1024,5.90135478038946e-11,2.0000000000000004e-07,0.0703357570057722,0.017177535883224723,1.010188293044308,0.9959649753363522,0.03140319179607318,0.02027802065261376,0.026201464795859185,True,-0.0007501662361855593,0.005162466147959076,0.28260869565217395,0.06924211098559356,0.01013674223422754,0.00010275354312317236,0.2442219521688666,0.246710156985416,0.0004569528188550411,sample_0258,train,1024,2.0000000000000004e-07,16.05529111572828,138.28369140625,1024,2.978633072397516e-09,2.0000000000000004e-07,0.49969937630207234,0.12203755717805718,1.317614942143714,0.9895892017825246,0.0800587894706278,0.04032290797886185,0.06395812523376153,True,0.13036002647465145,0.13047225050761166,1.0,0.33607538784673996,0.2758232402417895,0.07607845985747992,0.2442219521688666,0.32179049337720605,0.02470787742430319
sample_0259,train,0.5,0.24741874112805817,0.2679402806355618,0.09473909027610501,0.0985471333370683,sample_0259,train,1024,2.0000000000000004e-07,2.334829987101527,701.1352844238281,1024,5.114076632154017e-10,2.0000000000000004e-07,0.048200309340594494,0.05056716638370207,0.9801212194984334,0.9974784156611838,0.06084471947188938,0.04196781345742508,0.059752453563247016,True,0.007798987442486389,0.030660046018312605,0.511090573012939,0.04435323702765006,-0.020079021601164617,0.0004031671084600353,1.0491046027605926,1.0282496826391316,0.0035931265307268603,sample_0259,train,1024,2.0000000000000004e-07,14.399525797983033,701.1352844238281,1024,2.374354051801623e-09,2.0000000000000004e-07,0.10385775948943289,0.10895765351276666,0.9938952770555675,0.9926590730877379,0.09347564400787135,0.08779478091941716,0.08207163931604726,True,0.12364478568355387,0.13035918975630567,0.9926062846580407,0.10399610715952731,-0.006123432950680582,3.7496431101480694e-05,1.0491046027605926,1.0427001098210102,0.022159779815911024
sample_0260,train,0.5,0.31645789682806935,0.3168452163072381,0.12570806425287936,0.1260454984618275,sample_0260,train,1024,2.0000000000000004e-07,3.6301101445267294,635.9326477050781,1024,8.130672989558161e-10,2.0000000000000004e-07,0.046074129593548445,0.06375999133295958,0.9787371442248258,0.9988169836977994,0.14439139291884692,0.1545111525121277,0.16243734047746258,True,0.0011697452351720461,0.01275956158372104,0.5426356589147285,0.041316005848380806,-0.02149216665500876,0.0004619132275266704,1.383856665235573,1.3544319205491555,0.005586463829549255,sample_0260,train,1024,2.0000000000000004e-07,16.29820556248992,635.9326477050781,1024,3.193445898164928e-09,2.0000000000000004e-07,0.09131112085075636,0.1263615031994501,1.0250062623321172,0.9988345036542677,0.09521166385862301,0.1412794704515795,0.09821125695209398,True,0.12835281045784935,0.12898574292170023,1.0,0.0867424588179046,0.024698722164017504,0.0006100268765353295,1.383856665235573,1.4184617480365027,0.02508170467794086
