config_id,candidate,baseline_config_id,config_path,initialization,epochs,batch_size,validation_batch_size,prediction_batch_size,model_seed,batch_order_seed,graph_seed,edge_masking_scope,p_edge_masking,objective_mode,scale_context_mode,scale_deepsets_mode,expected_parameter_increment,train_roles,selection_roles,forbidden_access_roles,launch_policy,plan_status,execution_status,evaluation_status,training_started,smoke_status,smoke_commit,smoke_peak_GiB,output_dir,log_path,notes,result_v4_best_valid_base_mse,result_v4_final_valid_base_mse,result_v4_best_valid_iid_loss,result_v4_final_valid_iid_loss,result_v4_best_valid_raw_deltaT_rmse_K,result_v4_final_valid_raw_deltaT_rmse_K,result_v4_best_valid_recovered_T_rmse_K,result_v4_final_valid_recovered_T_rmse_K,result_v4_best_valid_relative_rmse_pct_v4,result_v4_final_valid_relative_rmse_pct_v4,result_v4_corr_iid,result_v4_amp,result_v4_valid_iid_topk,result_v4_strong_q_rmse,result_v4_hotspot_mae,result_v4_peak_abs,result_v4_peak_rel,result_v4_zrmse,result_v4_final_probe_status,result_v4_post_training_diagnostics_status,result_v5_status,result_v5_source,result_v5_updated_at,result_v5_commit,result_v5_run_dir,result_v5_log_path,result_v5_loss_summary,result_v5_metrics_json,result_v5_required_metrics_complete,result_v5_missing_metrics,result_v5_primary_checkpoint,result_v5_primary_epoch,result_v5_legacy_checkpoint,result_v5_legacy_epoch,result_v5_primary_valid_point_global_relative_rmse_pct,result_v5_primary_valid_sample_first_cv_relative_rmse_pct,result_v5_primary_valid_raw_cv_weighted_rmse_K,result_v5_primary_test_point_global_relative_rmse_pct,result_v5_primary_test_sample_first_cv_relative_rmse_pct,result_v5_primary_test_raw_cv_weighted_rmse_K,result_v5_legacy_valid_base_mse,result_v5_legacy_test_point_global_relative_rmse_pct,result_v5_threshold_pass,result_v5_final_probe_status,result_v5_post_training_diagnostics_status,result_v5_notes
