config_id,candidate,baseline_config_id,generated_yaml,assigned_host,initialization,epochs,scientific_difference,output_dir,log_path,fit_roles,selection_roles,forbidden_access_roles,launch_policy,plan_status,execution_status,training_started,formal_e600_started,test_accessed,hard_accessed,sealed_iid_accessed,edge_masking_scope,p_edge_masking,upstream_commit,mask_audit_path,exact_mask_count,zero_in_degree_events,zero_out_degree_events,isolated_node_events,disconnected_mask_count,p0_regression_exact,smoke_commit,smoke_loss_summary,smoke_checkpoint_sha256,smoke_reload_max_abs_error_K,notes,result_v4_best_valid_base_mse,result_v4_final_valid_base_mse,result_v4_best_valid_iid_loss,result_v4_final_valid_iid_loss,result_v4_best_valid_raw_deltaT_rmse_K,result_v4_final_valid_raw_deltaT_rmse_K,result_v4_best_valid_recovered_T_rmse_K,result_v4_final_valid_recovered_T_rmse_K,result_v4_best_valid_relative_rmse_pct_v4,result_v4_final_valid_relative_rmse_pct_v4,result_v4_corr_iid,result_v4_amp,result_v4_valid_iid_topk,result_v4_strong_q_rmse,result_v4_hotspot_mae,result_v4_peak_abs,result_v4_peak_rel,result_v4_zrmse,result_v4_final_probe_status,result_v4_post_training_diagnostics_status,result_v5_status,result_v5_source,result_v5_updated_at,result_v5_commit,result_v5_run_dir,result_v5_log_path,result_v5_loss_summary,result_v5_metrics_json,result_v5_required_metrics_complete,result_v5_missing_metrics,result_v5_primary_checkpoint,result_v5_primary_epoch,result_v5_legacy_checkpoint,result_v5_legacy_epoch,result_v5_primary_valid_point_global_relative_rmse_pct,result_v5_primary_valid_sample_first_cv_relative_rmse_pct,result_v5_primary_valid_raw_cv_weighted_rmse_K,result_v5_primary_test_point_global_relative_rmse_pct,result_v5_primary_test_sample_first_cv_relative_rmse_pct,result_v5_primary_test_raw_cv_weighted_rmse_K,result_v5_legacy_valid_base_mse,result_v5_legacy_test_point_global_relative_rmse_pct,result_v5_threshold_pass,result_v5_final_probe_status,result_v5_post_training_diagnostics_status,result_v5_notes
V4P5_37_gate6n_v36_r2r_mask_p005_smoke_e3,execution_smoke_r2r_mask_p005,V4P5_38_gate6n_v36_r2r_mask_p005_e600,configs/heat3d_v5/generated/V4P5_37_gate6n_v36_r2r_mask_p005_smoke_e3.yaml,wsl2_isolated_worktree,random,3,execution_smoke_only,output/heat3d_v5_gate6n_smoke_runs/V4P5_37_gate6n_v36_r2r_mask_p005_smoke_e3,output/heat3d_v5_gate6n_smoke_logs/V4P5_37_gate6n_v36_r2r_mask_p005_smoke_e3.log,train,valid_iid,test_iid|hard_train_holdout|hard_challenge_valid|hard_challenge_test|sealed_iid,codex_authorized_e3_smoke_only,completed,completed_e3_smoke,true,false,false,false,false,r2r_only,0.05,3e4b307c90f34237d0c1e5e497d4301116e9c3db,configs/heat3d_v5/gate6n/gate6n_graph_degree_audit.json,14400,0,0,0,0,true,c792a61,output/heat3d_v5_gate6n_smoke_runs/V4P5_37_gate6n_v36_r2r_mask_p005_smoke_e3/loss_summary.json,5928a789a5392def43be5d40bbe810f533688b5b686f5ceb9103c6b7ed39b759,0.001434326171875,Separate WSL2 detached worktree; original e3 remains valid because revised p005 audit passed; no rerun; no V36 path reuse; e600 not started.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
